2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/animaisbr.def
Venomous Animal Accident
"Município de residência";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";-;7;6;6;5;4;3;5;5;5;5;5;4;60
"110002 ARIQUEMES";-;14;8;12;6;16;17;10;16;10;7;18;16;150
"110003 CABIXI";-;1;1;2;1;-;2;1;-;-;3;2;1;14
"110004 CACOAL";-;11;9;10;17;13;11;2;6;9;7;18;4;117
"110005 CEREJEIRAS";-;-;-;2;1;1;3;1;2;2;2;1;1;16
"110006 COLORADO DO OESTE";-;2;6;2;3;1;2;-;2;2;1;3;-;24
"110007 CORUMBIARA";-;1;1;-;3;-;-;1;1;-;-;3;3;13
"110008 COSTA MARQUES";-;1;1;-;4;3;3;4;2;3;3;2;6;32
"110009 ESPIGAO D'OESTE";-;4;3;6;8;5;-;5;6;7;6;8;8;66
"110010 GUAJARA-MIRIM";-;2;4;5;3;3;5;2;3;3;4;7;6;47
"110011 JARU";-;8;3;9;5;4;1;3;7;8;5;4;-;57
"110012 JI-PARANA";-;11;18;21;12;6;7;6;9;16;13;20;22;161
"110013 MACHADINHO D'OESTE";-;6;3;3;9;4;10;4;1;4;1;5;5;55
"110014 NOVA BRASILANDIA D'OESTE";-;6;9;5;7;11;6;8;6;5;5;10;6;84
"110015 OURO PRETO DO OESTE";-;1;3;3;3;-;2;-;-;3;2;5;1;23
"110018 PIMENTA BUENO";-;5;5;-;-;-;-;-;-;1;-;1;-;12
"110020 PORTO VELHO";-;35;37;36;36;24;29;10;23;10;21;29;44;334
"110025 PRESIDENTE MEDICI";-;-;-;1;3;1;-;1;-;2;-;2;3;13
"110026 RIO CRESPO";-;2;-;1;-;1;1;-;3;1;1;3;1;14
"110028 ROLIM DE MOURA";-;-;5;1;6;6;4;3;1;7;6;8;4;51
"110029 SANTA LUZIA D'OESTE";-;1;1;1;3;5;2;3;5;3;2;2;3;31
"110030 VILHENA";-;13;15;10;8;26;8;14;8;10;6;6;9;133
"110032 SAO MIGUEL DO GUAPORE";-;1;3;5;4;9;-;2;3;8;5;11;3;54
"110033 NOVA MAMORE";-;5;3;9;2;9;7;4;5;3;11;16;9;83
"110034 ALVORADA D'OESTE";-;2;3;-;5;4;1;2;-;4;4;3;1;29
"110037 ALTO ALEGRE DOS PARECIS";-;5;10;6;4;5;7;4;5;8;6;6;8;74
"110040 ALTO PARAISO";-;1;2;2;2;3;4;3;2;1;3;2;1;26
"110045 BURITIS";-;5;5;9;6;9;6;8;3;9;6;3;8;77
"110050 NOVO HORIZONTE DO OESTE";-;-;-;1;-;3;-;-;-;-;-;-;1;5
"110060 CACAULANDIA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"110070 CAMPO NOVO DE RONDONIA";-;3;4;4;4;-;2;-;4;-;1;3;4;29
"110080 CANDEIAS DO JAMARI";-;7;5;6;7;7;2;2;-;-;2;1;2;41
"110090 CASTANHEIRAS";-;1;1;-;1;1;1;-;1;-;2;-;1;9
"110092 CHUPINGUAIA";-;-;1;1;2;1;3;2;2;-;-;1;-;13
"110094 CUJUBIM";-;4;6;6;5;10;2;6;2;6;6;8;7;68
"110100 GOVERNADOR JORGE TEIXEIRA";-;-;1;-;2;1;-;1;1;5;1;1;-;13
"110110 ITAPUA DO OESTE";-;2;4;1;4;2;3;2;1;2;2;1;6;30
"110120 MINISTRO ANDREAZZA";-;-;-;-;-;3;-;2;1;1;2;2;2;13
"110130 MIRANTE DA SERRA";-;5;4;6;7;6;4;4;3;7;1;6;4;57
"110140 MONTE NEGRO";-;5;6;10;7;9;5;7;6;6;5;16;7;89
"110143 NOVA UNIAO";-;2;3;2;2;5;-;2;1;2;-;3;3;25
"110145 PARECIS";-;2;1;5;4;1;3;3;1;1;3;3;4;31
"110146 PIMENTEIRAS DO OESTE";-;-;1;-;1;-;-;2;1;-;-;-;3;8
"110147 PRIMAVERA DE RONDONIA";-;-;1;-;-;-;2;-;-;1;1;1;-;6
"110148 SAO FELIPE D'OESTE";-;4;3;1;1;3;3;1;2;1;4;3;4;30
"110149 SAO FRANCISCO DO GUAPORE";-;3;8;4;4;1;1;7;4;4;4;-;5;45
"110150 SERINGUEIRAS";-;-;-;-;-;-;1;2;-;2;5;1;4;15
"110155 TEIXEIROPOLIS";-;-;2;-;-;-;1;1;-;2;-;-;1;7
"110160 THEOBROMA";-;1;5;1;1;2;3;-;1;1;1;1;1;18
"110170 URUPA";-;2;1;1;-;1;2;2;-;2;1;1;1;14
"110175 VALE DO ANARI";-;2;1;-;1;4;1;5;-;1;4;-;1;20
"110180 VALE DO PARAISO";-;-;-;-;-;-;1;1;-;-;1;-;1;4
" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"120001 ACRELANDIA";-;6;6;5;4;9;5;5;2;6;4;4;5;61
"120005 ASSIS BRASIL";-;-;3;2;4;4;1;3;4;4;3;2;2;32
"120010 BRASILEIA";-;7;5;10;8;8;2;10;13;21;14;23;15;136
