2009
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/hantabr.def
Hantavirus
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110012 JI-PARANA";-;-;-;-;-;-;-;-;-;1;-;-;1
"110015 OURO PRETO DO OESTE";-;-;1;-;-;-;-;-;-;-;-;-;1
"110018 PIMENTA BUENO";1;-;-;-;-;-;-;-;-;-;-;-;1
"110020 PORTO VELHO";1;-;1;-;-;-;-;-;-;-;-;-;2
"110030 VILHENA";-;-;-;-;-;-;-;1;-;-;-;-;1
"110040 ALTO PARAISO";-;-;-;-;-;-;-;-;1;-;-;-;1
"130115 CAREIRO DA VARZEA";-;-;-;-;-;2;-;-;-;-;-;-;2
"130370 SANTO ANTONIO DO ICA";-;-;-;1;-;-;-;-;-;-;-;-;1
"150060 ALTAMIRA";2;2;-;-;1;2;1;-;-;-;-;1;9
"150240 CASTANHAL";-;-;-;-;-;-;-;-;-;1;-;-;1
"150360 ITAITUBA";-;-;-;-;-;-;-;-;-;-;-;1;1
"150503 NOVO PROGRESSO";5;8;5;4;2;7;5;2;1;2;-;1;42
"150530 ORIXIMINA";-;-;-;-;-;-;-;-;1;-;-;-;1
"150613 REDENCAO";-;-;-;-;-;-;-;-;-;-;-;1;1
"150680 SANTAREM";-;-;1;-;-;-;-;-;-;-;-;1;2
"150795 TAILANDIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"210070 ANAJATUBA";-;-;1;-;-;-;-;-;-;-;-;-;1
"210600 LIMA CAMPOS";-;-;-;-;-;-;1;-;-;-;-;-;1
"210735 NOVA OLINDA DO MARANHAO";-;-;-;1;-;-;-;-;-;-;-;-;1
"291005 DIAS D'AVILA";-;-;-;-;-;1;-;-;-;-;-;-;1
"310070 AGUA COMPRIDA";-;-;-;1;-;-;-;-;-;-;-;-;1
"310190 ALPINOPOLIS";-;-;-;1;-;-;-;-;-;-;-;-;1
