2009
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/chagasbr.def
Acute Chagas
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110004 CACOAL";-;-;-;-;-;-;-;-;-;1;-;-;1
"110009 ESPIGAO D'OESTE";-;1;-;-;-;-;-;-;-;-;-;-;1
"110012 JI-PARANA";-;-;-;-;-;-;-;-;-;-;1;-;1
"110013 MACHADINHO D'OESTE";-;-;-;-;-;1;-;-;-;-;-;-;1
"110015 OURO PRETO DO OESTE";-;-;-;-;-;-;-;-;-;-;-;1;1
"110020 PORTO VELHO";1;-;-;-;-;-;-;-;-;-;-;-;1
"110094 CUJUBIM";-;-;-;-;-;-;-;-;-;-;1;-;1
"120020 CRUZEIRO DO SUL";-;2;2;2;-;2;1;1;3;-;1;6;20
"120030 FEIJO";-;2;-;1;1;14;4;-;-;5;1;-;28
"120032 JORDAO";-;-;-;-;-;-;-;-;-;2;-;-;2
"120033 MANCIO LIMA";1;-;-;-;-;-;-;-;1;-;-;-;2
"120035 MARECHAL THAUMATURGO";2;5;1;1;4;-;-;-;-;-;-;-;13
"120039 PORTO WALTER";-;-;-;-;1;1;-;-;1;-;-;1;4
"120040 RIO BRANCO";-;1;-;-;-;-;-;-;-;-;-;-;1
"120042 RODRIGUES ALVES";2;2;-;-;-;-;1;-;-;-;-;-;5
"120060 TARAUACA";-;-;-;-;-;1;-;-;-;-;2;1;4
"130002 ALVARAES";-;1;-;-;-;-;-;-;-;-;-;-;1
"130006 AMATURA";-;-;-;10;4;-;-;-;-;-;-;-;14
"130008 ANAMA";-;-;-;-;1;-;1;-;-;-;-;-;2
"130014 APUI";-;-;-;-;-;-;-;-;-;1;1;-;2
"130020 ATALAIA DO NORTE";-;1;-;-;-;-;-;-;-;-;-;-;1
"130030 AUTAZES";-;-;-;-;-;-;-;-;1;-;-;-;1
"130040 BARCELOS";1;1;4;4;-;-;2;6;-;-;-;7;25
"130050 BARREIRINHA";-;-;-;-;-;1;-;8;7;-;-;-;16
