2016
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/varicelabr.def
Chickenpox
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";1;-;1;3;-;1;1;4;29;21;-;-;61
"110002 ARIQUEMES";-;-;-;-;2;-;-;2;-;-;1;1;6
"110003 CABIXI";-;-;-;-;-;-;-;-;-;1;-;-;1
"110004 CACOAL";-;1;-;-;1;1;-;1;-;1;1;1;7
"110007 CORUMBIARA";1;-;-;-;-;-;-;-;-;-;1;-;2
"110008 COSTA MARQUES";-;-;-;-;1;-;1;-;-;-;-;-;2
"110009 ESPIGAO D'OESTE";-;-;-;-;-;-;-;-;-;-;-;1;1
"110010 GUAJARA-MIRIM";-;-;-;-;1;-;-;-;6;3;-;-;10
"110011 JARU";-;-;1;-;-;-;-;2;1;-;-;-;4
"110012 JI-PARANA";5;1;5;2;1;6;12;7;5;5;5;3;57
"110013 MACHADINHO D'OESTE";-;-;-;-;-;-;-;1;-;-;-;-;1
"110014 NOVA BRASILANDIA D'OESTE";-;-;1;-;-;-;-;-;-;-;-;-;1
"110015 OURO PRETO DO OESTE";2;1;-;-;-;-;5;1;2;3;1;3;18
"110018 PIMENTA BUENO";-;-;2;-;-;-;3;1;-;-;-;-;6
"110020 PORTO VELHO";3;-;1;4;5;7;4;5;5;4;2;7;47
"110028 ROLIM DE MOURA";2;-;1;-;5;3;4;1;22;6;12;11;67
"110029 SANTA LUZIA D'OESTE";-;-;-;-;-;2;-;-;-;-;-;-;2
"110030 VILHENA";-;-;-;-;-;1;-;-;2;2;1;1;7
"110033 NOVA MAMORE";-;-;-;-;-;-;-;-;2;-;-;-;2
"110034 ALVORADA D'OESTE";-;-;-;-;-;-;1;-;-;-;-;-;1
"110050 NOVO HORIZONTE DO OESTE";-;-;-;-;-;-;-;-;-;-;1;-;1
"110070 CAMPO NOVO DE RONDONIA";-;-;-;-;-;-;-;-;1;-;-;-;1
"110080 CANDEIAS DO JAMARI";-;-;-;1;-;-;-;1;1;-;-;-;3
"110090 CASTANHEIRAS";-;1;1;-;-;-;-;1;-;1;-;-;4
"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;-;-;-;-;-;-;-;1;-;1
"110120 MINISTRO ANDREAZZA";-;1;-;-;-;-;-;-;-;1;-;-;2
"110130 MIRANTE DA SERRA";-;1;-;-;-;-;-;-;-;-;-;-;1
"110140 MONTE NEGRO";-;-;-;-;1;-;-;1;-;-;1;-;3
"110143 NOVA UNIAO";-;-;-;-;1;6;9;1;-;-;-;-;17
"110147 PRIMAVERA DE RONDONIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"110149 SAO FRANCISCO DO GUAPORE";-;-;-;-;-;-;-;-;2;-;-;-;2
"110175 VALE DO ANARI";-;-;-;-;-;-;-;-;2;-;-;-;2
"110180 VALE DO PARAISO";1;-;-;2;2;1;-;-;1;2;3;-;12
"120001 ACRELANDIA";-;-;-;-;1;-;-;-;-;1;-;-;2
"120005 ASSIS BRASIL";-;-;-;-;1;-;-;-;-;-;-;-;1
"120010 BRASILEIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"120013 BUJARI";-;-;-;-;-;-;-;-;-;2;-;-;2
"120020 CRUZEIRO DO SUL";-;-;-;-;-;-;2;2;-;-;1;1;6
"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;2;-;2
"120030 FEIJO";-;-;-;-;-;1;-;-;-;-;-;-;1
"120032 JORDAO";-;-;-;-;-;1;-;-;-;-;-;-;1
"120033 MANCIO LIMA";1;-;-;-;-;-;-;-;1;1;-;-;3
"120034 MANOEL URBANO";1;2;1;-;-;-;4;3;3;8;4;-;26
"120035 MARECHAL THAUMATURGO";1;-;-;-;-;-;-;-;-;-;-;-;1
"120038 PLACIDO DE CASTRO";-;-;3;-;-;1;-;-;-;-;2;1;7
"120040 RIO BRANCO";4;2;2;2;2;4;2;2;-;2;2;-;24
"120042 RODRIGUES ALVES";2;2;-;8;6;1;-;2;-;1;3;-;25
"120045 SENADOR GUIOMARD";-;-;-;-;-;-;-;1;-;-;-;-;1
"120050 SENA MADUREIRA";-;-;-;-;-;-;-;-;4;-;2;5;11
"120060 TARAUACA";4;1;-;1;1;1;1;5;1;4;9;-;28
"120070 XAPURI";3;-;-;-;-;2;3;-;-;-;2;3;13
"120080 PORTO ACRE";1;-;-;1;-;1;-;5;1;4;1;2;16
"130002 ALVARAES";1;1;1;1;43;47;20;7;1;2;2;-;126
"130006 AMATURA";-;-;-;-;-;-;-;-;-;1;-;-;1
"130008 ANAMA";-;-;-;-;-;-;-;-;-;-;1;1;2
"130010 ANORI";-;1;-;2;-;1;-;-;-;1;-;-;5
"130014 APUI";-;-;-;-;-;-;-;1;-;-;-;-;1
"130020 ATALAIA DO NORTE";1;-;2;1;9;2;3;1;13;10;8;2;52
"130030 AUTAZES";-;-;1;1;-;1;1;2;1;2;4;-;13
"130040 BARCELOS";5;2;6;1;1;-;1;2;5;7;3;7;40
"130050 BARREIRINHA";1;-;1;1;3;9;3;2;1;-;-;-;21
"130060 BENJAMIN CONSTANT";1;2;1;3;3;1;1;8;6;7;3;4;40
"130063 BERURI";-;-;-;-;-;-;-;1;-;-;-;-;1
"130068 BOA VISTA DO RAMOS";-;-;-;-;-;-;3;10;4;-;-;-;17
"130080 BORBA";3;-;-;3;3;7;5;5;5;1;1;-;33
"130083 CAAPIRANGA";-;-;-;-;-;-;-;-;-;-;1;-;1
"130100 CARAUARI";-;-;-;-;-;-;-;-;1;-;-;-;1
"130110 CAREIRO";-;-;-;-;-;-;-;-;-;-;2;-;2
"130115 CAREIRO DA VARZEA";-;1;-;-;10;5;3;4;3;-;-;-;26
"130120 COARI";-;-;-;-;-;-;-;1;-;-;-;-;1
"130130 CODAJAS";-;-;-;-;-;-;-;-;-;1;-;-;1
"130140 EIRUNEPE";2;5;-;2;4;-;-;7;1;5;2;-;28
"130150 ENVIRA";-;-;-;1;1;1;1;-;-;1;-;-;5
"130170 HUMAITA";4;1;5;13;30;16;2;4;18;9;16;4;122
"130185 IRANDUBA";1;3;6;5;6;-;3;13;17;4;7;3;68
"130190 ITACOATIARA";-;2;-;1;-;1;1;2;1;-;-;4;12
"130200 ITAPIRANGA";-;1;-;-;-;-;-;-;-;1;-;-;2
"130210 JAPURA";-;-;-;-;-;-;-;2;-;-;-;-;2
"130230 JUTAI";1;-;-;-;-;-;-;2;-;3;4;1;11
"130240 LABREA";-;-;-;-;1;-;-;-;-;-;-;-;1
"130250 MANACAPURU";22;10;8;21;19;18;25;25;20;9;4;1;182
"130260 MANAUS";254;210;373;522;586;589;461;484;547;687;518;372;5603
"130270 MANICORE";-;-;-;-;-;-;-;-;1;-;-;-;1
"130280 MARAA";-;1;-;-;-;-;-;1;-;1;-;-;3
"130290 MAUES";1;-;1;1;1;-;-;3;1;1;2;-;11
"130300 NHAMUNDA";-;-;1;-;-;-;-;-;-;-;-;-;1
"130310 NOVA OLINDA DO NORTE";-;-;2;-;3;-;1;1;7;16;-;1;31
"130320 NOVO AIRAO";-;1;-;-;-;-;-;-;-;-;-;-;1
"130330 NOVO ARIPUANA";3;1;3;2;1;4;5;7;1;1;4;2;34
"130340 PARINTINS";3;6;10;8;18;18;24;35;24;31;20;3;200
"130353 PRESIDENTE FIGUEIREDO";4;4;1;1;3;-;4;2;10;12;10;1;52
"130356 RIO PRETO DA EVA";6;3;2;1;4;-;4;11;16;7;15;9;78
"130360 SANTA ISABEL DO RIO NEGRO";-;-;1;-;5;8;2;1;-;-;-;-;17
"130380 SAO GABRIEL DA CACHOEIRA";2;2;2;-;6;2;2;-;1;20;18;2;57
"130390 SAO PAULO DE OLIVENCA";-;2;4;-;-;3;1;1;-;-;-;3;14
"130400 SILVES";-;2;-;-;-;1;-;-;1;1;1;-;6
"130406 TABATINGA";3;8;6;7;17;20;19;28;13;16;14;2;153
"130410 TAPAUA";-;-;-;3;-;-;1;3;2;-;-;-;9
"130420 TEFE";6;2;3;2;13;13;11;8;4;10;2;3;77
"130423 TONANTINS";-;-;-;-;-;-;-;-;-;6;1;-;7
"130426 UARINI";-;-;2;1;2;36;5;-;-;-;-;-;46
"130430 URUCARA";1;-;-;-;-;3;1;1;4;-;-;-;10
"130440 URUCURITUBA";3;-;-;1;3;2;-;3;2;1;5;-;20
"140002 AMAJARI";8;3;6;9;3;3;2;3;6;4;3;1;51
"140005 ALTO ALEGRE";5;7;8;6;3;2;9;4;16;6;13;4;83
"140010 BOA VISTA";227;165;222;317;380;384;281;361;382;452;508;338;4017
"140015 BONFIM";9;-;-;2;6;31;68;49;23;15;9;6;218
"140017 CANTA";5;5;10;8;14;5;12;14;15;6;3;2;99
"140020 CARACARAI";4;9;10;12;7;7;13;11;6;2;4;2;87
"140023 CAROEBE";-;-;-;1;-;-;1;-;-;-;1;-;3
"140028 IRACEMA";3;1;1;4;3;3;10;4;6;5;6;2;48
"140030 MUCAJAI";7;4;5;4;10;8;6;23;9;13;14;9;112
"140040 NORMANDIA";-;2;2;-;3;10;24;4;2;1;1;-;49
"140045 PACARAIMA";-;2;5;8;17;17;5;-;-;11;4;2;71
"140047 RORAINOPOLIS";8;3;2;10;9;5;22;16;13;27;16;3;134
"140050 SAO JOAO DA BALIZA";-;-;-;-;1;-;-;-;2;-;-;-;3
"140060 SAO LUIZ";4;1;-;1;-;-;-;1;2;2;-;1;12
"140070 UIRAMUTA";2;1;1;-;6;34;6;3;5;2;1;1;62
"150010 ABAETETUBA";-;1;-;2;1;1;-;8;-;-;1;-;14
"150020 ACARA";-;-;-;-;-;-;-;-;-;-;1;1;2
"150030 AFUA";-;-;-;-;-;1;1;1;-;-;1;-;4
"150034 AGUA AZUL DO NORTE";1;-;-;2;-;-;-;-;-;1;-;-;4
"150040 ALENQUER";1;-;-;-;2;-;-;1;-;1;-;-;5
"150050 ALMEIRIM";-;-;-;2;1;-;-;-;-;-;-;-;3
"150060 ALTAMIRA";2;-;1;-;1;-;1;1;-;-;-;1;7
"150070 ANAJAS";-;-;-;-;-;-;-;-;-;-;1;-;1
"150080 ANANINDEUA";-;-;-;-;-;-;-;4;-;-;-;-;4
"150090 AUGUSTO CORREA";5;3;-;4;5;-;1;3;4;6;5;-;36
"150095 AURORA DO PARA";-;-;-;-;-;-;-;1;-;-;-;1;2
"150100 AVEIRO";-;-;-;-;1;-;-;-;-;-;-;-;1
"150130 BARCARENA";5;-;1;-;2;5;-;1;-;-;11;-;25
"150140 BELEM";1;2;5;1;3;-;4;3;2;7;3;3;34
"150150 BENEVIDES";-;1;-;1;-;1;-;1;-;1;1;-;6
"150157 BOM JESUS DO TOCANTINS";1;-;-;-;-;-;-;-;-;-;-;-;1
"150170 BRAGANCA";-;1;1;-;-;1;1;4;-;-;-;-;8
"150172 BRASIL NOVO";-;-;-;-;-;1;2;-;-;-;-;-;3
"150175 BREJO GRANDE DO ARAGUAIA";-;-;-;1;-;-;-;-;-;-;-;-;1
"150180 BREVES";5;2;2;-;-;-;-;-;-;-;1;-;10
"150195 CACHOEIRA DO PIRIA";-;-;1;-;-;1;-;-;-;-;-;-;2
"150210 CAMETA";-;-;-;-;-;-;-;-;-;1;-;-;1
"150215 CANAA DOS CARAJAS";-;-;-;-;-;-;-;-;-;1;-;1;2
"150250 CHAVES";-;1;-;1;1;-;4;-;-;3;1;4;15
"150260 COLARES";-;-;-;-;-;-;3;3;2;-;-;-;8
"150270 CONCEICAO DO ARAGUAIA";11;3;2;-;1;2;2;3;2;7;13;13;59
"150276 CUMARU DO NORTE";-;-;-;-;-;-;4;-;2;-;1;-;7
"150295 ELDORADO DOS CARAJAS";-;-;-;-;-;-;-;-;1;-;-;-;1
"150304 FLORESTA DO ARAGUAIA";-;-;-;-;-;-;-;-;-;3;1;-;4
"150309 GOIANESIA DO PARA";-;-;-;-;-;-;-;2;-;-;-;-;2
"150310 GURUPA";-;-;-;-;-;-;-;-;-;-;1;1;2
"150320 IGARAPE-ACU";1;1;-;-;-;-;-;-;-;-;-;-;2
"150330 IGARAPE-MIRI";1;-;-;-;-;-;1;-;1;-;-;-;3
"150340 INHANGAPI";1;-;-;-;-;1;-;-;2;-;-;1;5
"150345 IPIXUNA DO PARA";-;-;-;-;-;1;1;2;-;-;-;-;4
"150350 IRITUIA";1;-;2;5;1;-;2;-;-;-;1;-;12
"150360 ITAITUBA";-;2;2;-;-;-;-;3;1;-;1;-;9
"150370 ITUPIRANGA";-;-;1;-;-;-;-;1;-;-;-;-;2
"150375 JACAREACANGA";-;1;1;-;-;-;-;1;-;-;10;1;14
"150380 JACUNDA";-;-;1;-;-;-;-;-;-;-;-;-;1
"150390 JURUTI";-;-;1;-;2;1;2;2;-;-;1;-;9
"150400 LIMOEIRO DO AJURU";-;-;-;-;-;-;1;-;-;-;-;-;1
"150405 MAE DO RIO";-;-;-;1;-;-;1;-;3;-;-;-;5
"150420 MARABA";-;-;-;-;-;-;-;-;-;1;1;-;2
"150430 MARACANA";-;-;-;-;-;-;1;-;1;-;-;-;2
"150440 MARAPANIM";-;-;-;-;-;-;-;-;-;-;1;-;1
"150442 MARITUBA";-;-;1;-;2;4;1;-;-;-;1;-;9
"150445 MEDICILANDIA";-;-;-;-;-;-;-;1;-;2;-;-;3
"150450 MELGACO";-;-;1;-;-;1;2;2;5;1;1;1;14
"150460 MOCAJUBA";1;-;-;-;-;-;-;-;-;-;-;-;1
"150470 MOJU";1;-;1;-;-;-;-;-;1;-;1;-;4
"150475 MOJUI DOS CAMPOS";3;-;-;-;-;-;-;-;-;-;-;-;3
"150490 MUANA";-;5;1;-;1;-;-;1;1;-;-;-;9
"150495 NOVA ESPERANCA DO PIRIA";-;-;1;-;1;-;-;-;-;-;-;-;2
"150497 NOVA IPIXUNA";2;-;-;-;-;1;-;-;-;-;-;-;3
"150500 NOVA TIMBOTEUA";-;2;-;-;-;-;-;-;-;-;-;-;2
"150503 NOVO PROGRESSO";1;1;-;1;1;-;-;-;2;5;7;1;19
"150530 ORIXIMINA";24;11;4;7;11;5;2;2;3;4;2;29;104
"150540 OUREM";-;-;-;1;-;2;-;-;-;-;-;-;3
"150543 OURILANDIA DO NORTE";-;-;-;-;-;-;-;-;1;1;3;-;5
"150548 PACAJA";1;-;-;-;-;-;-;-;-;-;1;-;2
"150550 PARAGOMINAS";2;1;1;6;3;-;1;3;8;1;2;7;35
"150555 PAU D'ARCO";-;-;-;1;5;-;-;-;-;-;-;-;6
"150560 PEIXE-BOI";-;-;-;-;2;-;-;-;-;-;-;1;3
"150563 PICARRA";-;-;-;-;-;1;-;-;-;-;-;-;1
"150570 PONTA DE PEDRAS";-;-;-;-;-;-;-;-;-;-;1;-;1
"150590 PORTO DE MOZ";-;-;-;-;-;-;-;-;-;1;1;-;2
"150600 PRAINHA";-;-;-;-;1;-;-;-;-;-;-;-;1
"150610 PRIMAVERA";-;-;-;-;-;-;1;-;-;-;-;-;1
"150611 QUATIPURU";-;-;-;-;-;-;-;-;-;-;2;-;2
"150613 REDENCAO";-;-;1;5;2;-;4;-;1;4;1;1;19
"150616 RIO MARIA";-;-;-;-;-;-;-;2;3;-;-;-;5
"150619 RUROPOLIS";-;-;-;-;10;-;-;-;-;-;-;-;10
"150620 SALINOPOLIS";-;4;3;2;1;2;2;4;1;1;1;6;27
"150635 SANTA BARBARA DO PARA";-;-;-;-;-;1;-;-;-;-;-;-;1
"150640 SANTA CRUZ DO ARARI";2;1;1;2;1;1;-;4;-;-;1;3;16
"150650 SANTA IZABEL DO PARA";-;-;4;-;-;-;1;2;3;-;-;-;10
"150655 SANTA LUZIA DO PARA";1;2;5;1;-;2;-;3;4;-;-;-;18
"150658 SANTA MARIA DAS BARREIRAS";-;-;-;-;-;1;-;-;-;-;-;-;1
"150660 SANTA MARIA DO PARA";-;-;-;-;-;-;-;-;-;-;38;2;40
"150680 SANTAREM";2;1;1;-;1;1;2;14;6;4;2;1;35
"150720 SAO DOMINGOS DO CAPIM";-;-;-;2;-;-;1;8;6;-;-;2;19
"150730 SAO FELIX DO XINGU";-;1;2;1;6;2;-;7;1;-;-;-;20
"150740 SAO FRANCISCO DO PARA";6;1;-;2;3;-;-;-;2;6;1;2;23
"150745 SAO GERALDO DO ARAGUAIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"150797 TERRA SANTA";-;-;-;-;-;-;-;-;-;1;-;-;1
