2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/pneubr.def
Pneumoconiosis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110020 PORTO VELHO";-;-;-;-;1;-;-;-;-;-;-;-;1
"130260 MANAUS";-;-;-;-;-;-;-;-;-;-;-;1;1
"140020 CARACARAI";-;-;-;1;-;-;-;-;-;-;-;-;1
"150442 MARITUBA";-;-;-;-;-;-;1;-;-;-;-;-;1
"170510 CHAPADA DA NATIVIDADE";-;-;1;-;-;-;-;-;-;-;-;-;1
"210735 NOVA OLINDA DO MARANHAO";-;-;-;-;1;-;-;-;-;-;-;-;1
"221100 TERESINA";-;-;-;-;1;-;-;-;-;-;-;-;1
"240240 CARNAUBA DOS DANTAS";-;-;-;-;-;-;-;-;-;-;-;1;1
"250750 JOAO PESSOA";-;-;-;-;-;-;-;-;1;-;-;-;1
"251110 PEDRA LAVRADA";-;-;7;-;-;-;-;2;-;-;-;-;9
"260775 ITAPISSUMA";-;-;-;-;1;-;-;-;-;-;-;-;1
"290850 CONCEICAO DO JACUIPE";-;-;-;-;-;-;-;1;-;-;-;-;1
"291080 FEIRA DE SANTANA";-;-;-;-;-;-;-;-;-;1;-;-;1
"291750 JACOBINA";1;-;-;-;-;-;-;-;-;1;-;-;2
"291790 JANDAIRA";-;-;1;-;-;-;-;-;-;-;-;-;1
"292120 MIGUEL CALMON";-;-;-;-;-;-;-;-;-;1;-;-;1
"292303 NOVO HORIZONTE";-;-;-;-;1;-;2;11;8;-;1;-;23
"292740 SALVADOR";1;-;-;-;-;-;-;-;1;-;-;-;2
"293330 VITORIA DA CONQUISTA";-;-;-;-;-;1;-;1;3;-;-;-;5
"310190 ALPINOPOLIS";2;-;-;-;-;-;1;-;1;-;-;-;4
"310260 ANDRADAS";-;-;-;-;-;-;-;-;-;-;1;-;1
"310350 ARAGUARI";-;-;-;-;-;-;-;-;-;-;1;2;3
"310620 BELO HORIZONTE";-;-;-;1;-;-;-;-;-;-;2;1;4
"310630 BELO ORIENTE";-;-;-;-;1;-;-;-;-;-;1;-;2
"310670 BETIM";-;-;-;1;-;-;-;-;-;-;-;2;3
"310690 BICAS";-;-;-;-;-;1;-;-;-;-;-;-;1
"310750 BOM JARDIM DE MINAS";-;-;-;-;-;-;-;1;-;-;-;-;1
"311030 CALDAS";-;-;-;-;-;-;-;-;-;-;1;-;1
"311230 CAPELINHA";-;-;-;-;-;-;-;-;-;-;1;-;1
"311400 CARMO DA MATA";-;-;-;-;-;-;-;1;-;-;-;-;1
"311830 CONSELHEIRO LAFAIETE";-;-;-;-;-;-;-;-;-;-;1;-;1
"311860 CONTAGEM";1;1;-;-;-;-;5;1;-;-;-;-;8
"311930 COROMANDEL";-;-;-;-;-;-;-;-;-;1;-;-;1
"312080 CRUZILIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"312610 FORMIGA";-;-;-;-;-;-;-;-;-;-;1;-;1
"312770 GOVERNADOR VALADARES";1;-;-;1;-;-;-;-;-;-;-;-;2
"312810 GUAPE";-;-;-;-;-;-;-;-;-;-;-;1;1
"312850 GUARARA";-;-;-;-;-;-;-;-;-;1;-;-;1
"313130 IPATINGA";-;-;-;-;-;-;-;3;-;-;1;-;4
"313170 ITABIRA";-;-;-;-;1;1;-;-;-;-;-;-;2
"313210 ITACARAMBI";-;-;-;-;-;-;-;-;-;-;-;1;1
"313270 ITAMBACURI";-;-;-;-;-;-;-;-;-;1;-;-;1
"314000 MARIANA";-;-;-;-;-;-;-;-;-;-;2;-;2
"314110 MATOZINHOS";-;-;1;-;-;-;-;-;1;-;-;-;2
"314140 MEDINA";-;-;-;-;-;-;2;-;-;-;-;-;2
