2018
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/chikunbr.def
Chikungunya Fever
"Município de residência";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
" MUNICIPIO IGNORADO - RO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"110001 ALTA FLORESTA D'OESTE";-;11;6;1;1;3;2;-;4;1;1;2;6;38
"110002 ARIQUEMES";-;140;25;28;37;43;14;10;23;14;3;18;22;377
"110003 CABIXI";-;-;-;1;-;-;-;-;1;1;-;1;1;5
"110004 CACOAL";-;49;170;123;63;35;22;22;8;6;17;10;12;537
"110005 CEREJEIRAS";-;72;78;40;14;21;7;3;4;2;2;7;16;266
"110006 COLORADO DO OESTE";-;2;-;-;-;2;9;2;2;1;-;-;3;21
"110007 CORUMBIARA";-;-;5;1;-;1;-;1;-;-;-;3;-;11
"110008 COSTA MARQUES";-;1;2;-;-;-;-;-;-;-;-;-;-;3
"110009 ESPIGAO D'OESTE";-;1;3;3;4;-;1;-;3;1;2;1;2;21
"110010 GUAJARA-MIRIM";-;2;4;1;6;1;-;1;3;1;1;-;2;22
"110011 JARU";-;1;-;1;2;1;1;-;-;-;1;1;1;9
"110012 JI-PARANA";-;82;48;30;42;37;19;19;23;18;13;11;23;365
"110013 MACHADINHO D'OESTE";-;2;2;1;1;1;-;-;-;2;-;1;-;10
"110014 NOVA BRASILANDIA D'OESTE";-;2;5;3;3;-;1;1;5;2;4;2;3;31
"110015 OURO PRETO DO OESTE";-;11;12;21;5;12;8;9;4;-;3;3;5;93
"110018 PIMENTA BUENO";-;2;1;2;2;3;-;1;1;-;1;-;-;13
"110020 PORTO VELHO";-;242;300;158;178;116;76;112;79;71;66;49;87;1534
"110025 PRESIDENTE MEDICI";-;30;35;98;50;26;17;24;13;12;8;17;32;362
"110026 RIO CRESPO";-;-;1;2;2;-;-;-;-;-;-;-;-;5
"110028 ROLIM DE MOURA";-;6;5;5;10;-;2;-;1;-;1;3;-;33
"110029 SANTA LUZIA D'OESTE";-;2;2;4;-;3;-;-;1;-;1;-;-;13
"110030 VILHENA";-;38;59;118;66;31;20;14;18;9;16;8;17;414
"110032 SAO MIGUEL DO GUAPORE";-;1;2;3;-;1;2;-;-;-;-;1;-;10
"110033 NOVA MAMORE";-;4;2;1;1;-;-;1;1;1;-;-;-;11
"110034 ALVORADA D'OESTE";-;3;2;-;-;1;-;-;-;-;-;1;3;10
"110037 ALTO ALEGRE DOS PARECIS";-;36;27;8;10;4;-;-;1;1;-;8;12;107
"110040 ALTO PARAISO";-;2;-;7;-;-;-;-;-;2;-;-;4;15
"110045 BURITIS";-;-;1;-;-;-;1;1;1;-;-;-;-;4
"110050 NOVO HORIZONTE DO OESTE";-;1;1;-;-;1;-;2;-;-;-;-;-;5
"110060 CACAULANDIA";-;2;7;6;-;-;1;1;-;-;-;2;1;20
"110070 CAMPO NOVO DE RONDONIA";-;-;3;6;-;1;-;-;-;-;-;-;-;10
"110080 CANDEIAS DO JAMARI";-;15;14;2;-;5;1;2;3;1;1;1;-;45
"110090 CASTANHEIRAS";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"110092 CHUPINGUAIA";-;-;1;-;8;2;1;-;3;-;-;-;-;15
"110094 CUJUBIM";-;1;1;-;-;1;-;-;1;-;-;-;-;4
"110100 GOVERNADOR JORGE TEIXEIRA";-;2;-;1;-;-;-;-;-;-;-;1;-;4
"110110 ITAPUA DO OESTE";-;-;-;-;-;-;2;-;1;-;-;-;-;3
"110120 MINISTRO ANDREAZZA";-;-;3;-;2;-;-;-;-;-;-;-;-;5
"110130 MIRANTE DA SERRA";-;2;-;-;1;1;-;1;-;-;-;-;1;6
"110140 MONTE NEGRO";-;1;-;1;-;-;-;1;-;-;1;1;1;6
"110143 NOVA UNIAO";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"110145 PARECIS";-;8;42;36;13;1;1;1;1;1;1;-;-;105
"110146 PIMENTEIRAS DO OESTE";-;8;2;18;21;17;2;-;2;-;-;4;2;76
"110147 PRIMAVERA DE RONDONIA";-;34;25;28;2;7;3;3;10;2;19;74;46;253
"110148 SAO FELIPE D'OESTE";-;1;-;1;-;-;1;-;-;-;-;-;-;3
"110149 SAO FRANCISCO DO GUAPORE";-;2;2;1;1;-;-;-;-;-;-;1;-;7
"110150 SERINGUEIRAS";-;-;1;-;-;1;-;-;-;1;-;-;-;3
"110155 TEIXEIROPOLIS";-;-;1;1;4;1;-;-;-;-;-;-;-;7
"110160 THEOBROMA";-;6;1;3;1;2;-;-;-;-;-;-;-;13
"110170 URUPA";-;1;1;-;-;-;1;-;-;-;-;-;-;3
"110175 VALE DO ANARI";-;-;-;1;1;-;-;-;-;-;-;1;-;3
"110180 VALE DO PARAISO";-;3;3;2;3;2;5;3;-;1;-;-;1;23
"120001 ACRELANDIA";-;2;4;2;5;2;1;-;1;1;-;1;1;20
"120005 ASSIS BRASIL";-;-;-;1;2;1;1;2;1;1;2;1;1;13
"120010 BRASILEIA";-;1;3;7;-;2;-;3;2;-;-;1;-;19
"120013 BUJARI";-;-;2;4;2;-;1;3;-;-;3;1;-;16
"120017 CAPIXABA";-;1;-;1;-;-;1;1;-;-;1;1;5;11
"120020 CRUZEIRO DO SUL";-;116;64;48;24;65;30;27;29;37;23;38;43;544
"120025 EPITACIOLANDIA";-;6;4;3;-;2;1;2;-;-;1;4;3;26
"120030 FEIJO";-;4;-;4;2;-;1;1;1;2;5;5;1;26
"120032 JORDAO";-;-;1;2;-;1;-;-;-;-;-;-;-;4
"120033 MANCIO LIMA";-;50;45;52;14;33;19;12;19;13;21;43;21;342
"120034 MANOEL URBANO";-;1;1;-;1;-;-;-;1;2;2;-;-;8
"120035 MARECHAL THAUMATURGO";-;2;2;2;1;-;-;2;-;-;-;-;-;9
"120038 PLACIDO DE CASTRO";-;3;3;-;1;1;-;1;2;-;-;2;4;17
"120039 PORTO WALTER";-;-;2;-;-;-;-;-;-;-;-;-;1;3
"120040 RIO BRANCO";-;176;98;121;82;72;77;70;55;48;59;59;70;987
"120042 RODRIGUES ALVES";-;5;7;7;1;-;-;1;1;-;1;-;5;28
"120043 SANTA ROSA DO PURUS";-;-;-;1;-;-;1;1;-;-;-;-;-;3
"120045 SENADOR GUIOMARD";-;6;9;2;1;1;3;1;1;-;1;4;-;29
"120050 SENA MADUREIRA";-;-;4;2;-;1;-;-;-;1;2;2;2;14
"120060 TARAUACA";-;50;13;42;2;2;2;3;1;10;54;43;23;245
"120070 XAPURI";-;1;7;4;2;1;3;1;-;-;2;1;2;24
"120080 PORTO ACRE";-;4;5;4;-;-;2;1;1;1;6;4;4;32
"130002 ALVARAES";-;-;2;17;21;12;3;1;5;1;-;-;1;63
"130006 AMATURA";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"130014 APUI";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"130020 ATALAIA DO NORTE";-;1;4;1;-;-;1;-;-;-;1;-;-;8
"130030 AUTAZES";-;-;-;-;-;-;1;2;-;-;-;-;-;3
"130040 BARCELOS";-;-;-;2;1;-;-;2;-;-;-;1;-;6
"130050 BARREIRINHA";-;-;-;1;-;1;1;1;2;-;-;2;-;8
"130060 BENJAMIN CONSTANT";-;3;-;-;-;-;-;-;-;1;2;-;1;7
"130063 BERURI";-;3;3;-;-;3;1;2;2;2;1;-;-;17
"130068 BOA VISTA DO RAMOS";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"130070 BOCA DO ACRE";-;-;1;1;1;-;2;7;-;1;2;-;1;16
"130080 BORBA";-;28;17;22;5;10;2;13;15;5;6;5;3;131
"130083 CAAPIRANGA";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"130090 CANUTAMA";-;1;2;-;-;2;-;1;-;-;-;-;-;6
"130100 CARAUARI";-;13;5;6;26;30;18;17;11;6;1;7;15;155
"130110 CAREIRO";-;-;-;-;-;-;-;1;-;-;-;2;-;3
"130115 CAREIRO DA VARZEA";-;-;-;1;-;1;1;1;-;-;-;-;-;4
"130120 COARI";-;5;3;2;2;6;20;23;2;2;2;1;3;71
"130130 CODAJAS";-;-;2;1;-;-;1;-;-;-;-;-;1;5
"130140 EIRUNEPE";-;1;-;2;1;-;-;2;-;-;-;-;1;7
"130150 ENVIRA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"130160 FONTE BOA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"130165 GUAJARA";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"130170 HUMAITA";-;4;4;6;10;3;-;-;1;2;2;1;2;35
"130180 IPIXUNA";-;1;1;35;14;-;-;1;-;-;1;1;-;54
"130185 IRANDUBA";-;9;12;2;2;2;4;2;1;3;5;-;3;45
"130190 ITACOATIARA";-;1;3;4;9;7;2;3;2;3;1;-;1;36
"130195 ITAMARATI";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"130210 JAPURA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"130220 JURUA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"130230 JUTAI";-;-;2;-;1;-;-;-;-;-;-;1;5;9
"130240 LABREA";-;-;2;-;-;-;-;-;1;-;-;-;1;4
"130250 MANACAPURU";-;1;2;2;1;6;2;1;-;1;-;2;-;18
"130260 MANAUS";-;97;76;103;95;110;85;80;79;55;37;43;57;917
"130270 MANICORE";-;2;1;-;-;1;-;-;-;-;-;-;-;4
"130290 MAUES";-;1;-;1;-;-;-;1;-;-;-;-;4;7
"130300 NHAMUNDA";-;-;-;1;-;-;-;-;-;1;-;-;-;2
"130310 NOVA OLINDA DO NORTE";-;-;-;-;-;-;2;-;-;-;-;1;-;3
"130320 NOVO AIRAO";-;4;2;2;2;3;4;6;2;17;3;3;-;48
"130330 NOVO ARIPUANA";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"130340 PARINTINS";-;18;10;12;21;19;18;10;16;26;7;8;13;178
"130350 PAUINI";-;3;-;-;1;1;-;1;-;-;-;-;1;7
"130353 PRESIDENTE FIGUEIREDO";-;11;8;6;8;8;3;6;7;2;2;-;5;66
"130356 RIO PRETO DA EVA";-;2;-;1;2;3;1;-;1;1;-;1;-;12
"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;1;-;-;-;-;-;-;-;2;-;3
"130370 SANTO ANTONIO DO ICA";-;-;1;-;6;4;-;4;-;-;-;-;-;15
"130380 SAO GABRIEL DA CACHOEIRA";-;1;-;1;-;-;-;3;2;5;1;-;2;15
"130390 SAO PAULO DE OLIVENCA";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"130406 TABATINGA";-;1;3;8;3;-;1;-;1;3;5;-;-;25
"130410 TAPAUA";-;2;-;-;-;-;-;1;2;1;-;3;-;9
"130420 TEFE";-;3;3;4;7;13;20;9;13;-;-;1;-;73
"130426 UARINI";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"130430 URUCARA";-;-;-;-;-;-;-;-;1;1;-;-;1;3
"130440 URUCURITUBA";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"140002 AMAJARI";-;2;-;6;1;2;6;2;3;1;2;1;-;26
"140005 ALTO ALEGRE";-;7;2;3;3;5;3;17;116;63;5;8;7;239
"140010 BOA VISTA";-;96;123;110;80;88;72;99;102;69;70;70;83;1062
"140015 BONFIM";-;4;10;9;4;8;10;29;29;15;5;6;2;131
"140017 CANTA";-;10;82;34;13;18;16;6;10;5;7;5;4;210
"140020 CARACARAI";-;8;4;5;3;4;3;8;11;8;3;5;5;67
"140023 CAROEBE";-;7;3;6;3;2;5;5;9;-;-;-;-;40
"140028 IRACEMA";-;2;3;1;3;1;3;8;7;1;2;5;-;36
"140030 MUCAJAI";-;20;13;13;10;12;13;17;79;48;24;15;8;272
"140040 NORMANDIA";-;7;1;-;-;-;1;1;2;3;2;3;3;23
"140045 PACARAIMA";-;1;2;3;1;3;3;4;-;1;3;7;1;29
"140047 RORAINOPOLIS";-;19;61;27;12;11;10;10;11;3;10;11;8;193
"140050 SAO JOAO DA BALIZA";-;12;19;22;57;38;21;34;34;17;19;11;13;297
"140060 SAO LUIZ";-;-;2;-;3;1;-;7;1;4;1;-;-;19
"140070 UIRAMUTA";-;-;-;-;-;-;-;1;1;1;1;-;-;4
"150010 ABAETETUBA";-;49;52;45;44;38;28;25;21;24;9;8;12;355
"150013 ABEL FIGUEIREDO";-;-;2;-;-;-;-;-;-;-;-;1;-;3
"150020 ACARA";-;1;4;9;8;2;3;2;4;1;2;3;1;40
"150030 AFUA";-;1;1;1;-;6;1;1;1;1;2;-;1;16
"150034 AGUA AZUL DO NORTE";-;-;2;-;-;-;-;-;1;-;-;-;-;3
"150040 ALENQUER";-;6;1;3;1;-;-;-;-;1;-;-;2;14
"150050 ALMEIRIM";-;1;-;-;-;2;1;-;-;-;-;-;1;5
"150060 ALTAMIRA";-;30;34;25;21;26;11;12;18;7;9;13;14;220
"150070 ANAJAS";-;-;2;1;-;1;1;-;1;-;1;-;-;7
"150080 ANANINDEUA";-;231;234;240;181;202;153;108;170;147;130;116;87;1999
"150085 ANAPU";-;-;2;1;-;5;-;-;-;-;-;-;-;8
"150090 AUGUSTO CORREA";-;1;6;8;3;1;-;1;2;-;1;2;1;26
"150095 AURORA DO PARA";-;1;-;4;1;-;-;1;2;1;-;1;-;11
"150110 BAGRE";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"150120 BAIAO";-;-;1;-;1;3;1;2;-;-;1;-;1;10
"150125 BANNACH";-;-;-;1;-;-;1;4;1;-;-;-;-;7
"150130 BARCARENA";-;41;107;43;45;21;28;33;54;27;17;22;18;456
"150140 BELEM";-;928;1211;1114;908;978;760;585;677;534;457;432;336;8920
"150145 BELTERRA";-;-;4;1;-;1;2;-;-;-;-;-;-;8
"150150 BENEVIDES";-;56;77;90;29;26;18;21;22;15;17;19;12;402
"150157 BOM JESUS DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"150160 BONITO";-;2;6;2;3;-;-;1;1;2;-;-;-;17
"150170 BRAGANCA";-;38;23;31;32;35;11;7;4;3;5;3;7;199
"150172 BRASIL NOVO";-;1;-;2;-;8;7;-;1;-;-;1;1;21
"150175 BREJO GRANDE DO ARAGUAIA";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"150178 BREU BRANCO";-;2;3;10;2;1;2;-;2;1;-;2;-;25
"150180 BREVES";-;5;-;3;5;2;1;2;2;4;-;1;2;27
"150190 BUJARU";-;2;4;9;2;-;1;-;2;2;3;1;-;26
"150195 CACHOEIRA DO PIRIA";-;1;-;1;1;-;-;-;2;-;-;-;-;5
"150200 CACHOEIRA DO ARARI";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"150210 CAMETA";-;64;59;85;36;33;25;19;23;38;13;17;15;427
"150215 CANAA DOS CARAJAS";-;6;5;4;4;4;1;-;1;-;-;-;1;26
"150220 CAPANEMA";-;49;284;180;91;43;47;25;13;19;10;10;11;782
"150230 CAPITAO POCO";-;15;6;3;7;7;4;1;3;4;2;-;1;53
"150240 CASTANHAL";-;233;318;192;136;112;105;105;169;111;107;74;82;1744
"150250 CHAVES";-;5;-;-;2;-;1;-;-;-;-;-;-;8
"150260 COLARES";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"150270 CONCEICAO DO ARAGUAIA";-;6;37;26;8;3;2;1;6;-;-;2;-;91
"150275 CONCORDIA DO PARA";-;-;-;-;-;-;4;4;2;1;1;1;-;13
"150276 CUMARU DO NORTE";-;39;4;-;-;-;-;-;1;-;-;-;28;72
"150280 CURRALINHO";-;-;2;1;-;1;-;-;-;-;1;1;-;6
"150285 CURUA";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"150290 CURUCA";-;7;17;11;34;11;1;-;-;-;3;4;3;91
"150293 DOM ELISEU";-;4;7;12;22;2;3;-;-;-;-;-;-;50
"150295 ELDORADO DOS CARAJAS";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"150300 FARO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"150304 FLORESTA DO ARAGUAIA";-;5;7;3;-;-;-;-;-;-;-;-;1;16
"150307 GARRAFAO DO NORTE";-;-;1;-;5;-;-;2;1;-;-;-;-;9
"150309 GOIANESIA DO PARA";-;-;2;2;2;1;-;-;-;-;2;-;-;9
"150310 GURUPA";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"150320 IGARAPE-ACU";-;65;149;122;78;18;28;32;22;12;14;50;15;605
"150330 IGARAPE-MIRI";-;10;14;10;12;12;13;9;21;7;3;12;13;136
"150340 INHANGAPI";-;4;12;18;14;11;-;4;5;4;4;3;4;83
"150345 IPIXUNA DO PARA";-;4;9;9;4;8;8;2;-;-;-;1;1;46
"150350 IRITUIA";-;2;4;3;2;-;1;2;5;2;-;2;2;25
"150360 ITAITUBA";-;2;9;3;1;1;2;1;2;1;1;2;3;28
"150370 ITUPIRANGA";-;2;-;5;15;1;-;1;-;-;-;-;-;24
"150375 JACAREACANGA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"150380 JACUNDA";-;1;2;5;1;1;1;-;-;-;-;1;-;12
"150390 JURUTI";-;14;68;10;1;2;3;2;-;2;1;2;-;105
"150400 LIMOEIRO DO AJURU";-;1;1;5;1;2;-;1;-;-;-;2;1;14
"150405 MAE DO RIO";-;32;43;35;20;17;4;8;3;1;3;-;8;174
"150410 MAGALHAES BARATA";-;3;11;17;6;12;7;6;4;8;2;4;-;80
"150420 MARABA";-;10;12;11;13;8;2;10;4;6;6;5;4;91
"150430 MARACANA";-;1;1;5;2;11;43;43;26;16;1;2;1;152
"150440 MARAPANIM";-;27;73;28;9;1;12;10;18;49;2;2;32;263
"150442 MARITUBA";-;489;589;546;377;285;200;200;158;214;229;267;208;3762
"150445 MEDICILANDIA";-;6;9;-;-;7;1;1;-;1;-;-;-;25
"150450 MELGACO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"150460 MOCAJUBA";-;13;10;18;15;9;4;8;5;5;2;6;5;100
"150470 MOJU";-;58;4;7;6;10;5;2;3;4;6;13;22;140
"150475 MOJUI DOS CAMPOS";-;-;1;4;1;2;5;2;2;-;-;1;-;18
"150480 MONTE ALEGRE";-;1;2;5;2;6;-;1;-;1;-;1;-;19
"150490 MUANA";-;2;1;1;-;1;3;-;1;-;-;1;-;10
"150495 NOVA ESPERANCA DO PIRIA";-;-;-;-;1;-;-;2;-;-;-;-;-;3
"150497 NOVA IPIXUNA";-;-;2;-;1;-;2;-;-;-;-;-;-;5
"150500 NOVA TIMBOTEUA";-;-;1;15;17;10;8;11;46;6;3;-;-;117
"150503 NOVO PROGRESSO";-;3;3;8;-;3;2;-;-;-;-;-;-;19
"150506 NOVO REPARTIMENTO";-;4;6;2;7;5;-;2;1;-;3;-;1;31
"150510 OBIDOS";-;5;68;63;13;17;8;4;6;5;1;-;3;193
"150520 OEIRAS DO PARA";-;1;1;1;-;-;1;2;-;1;-;1;-;8
"150530 ORIXIMINA";-;-;-;1;2;-;-;-;-;-;2;-;-;5
"150540 OUREM";-;-;1;-;1;1;-;-;-;1;-;-;-;4
"150543 OURILANDIA DO NORTE";-;-;-;-;-;-;-;-;-;-;2;-;1;3
"150548 PACAJA";-;1;5;4;2;-;2;-;-;-;1;5;5;25
"150549 PALESTINA DO PARA";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"150550 PARAGOMINAS";-;18;40;92;80;27;17;7;14;6;3;2;11;317
"150553 PARAUAPEBAS";-;92;72;82;84;85;99;35;30;37;44;19;42;721
"150555 PAU D'ARCO";-;-;-;1;-;1;-;-;-;-;-;-;-;2
