2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/esquistobr.def
Schistosomiasis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110011 JARU";-;-;-;-;-;-;-;-;1;-;-;-;1
"110012 JI-PARANA";-;-;1;-;-;-;-;-;-;-;-;-;1
"110015 OURO PRETO DO OESTE";2;-;-;-;-;-;-;-;-;-;1;1;4
"110032 SAO MIGUEL DO GUAPORE";-;1;-;-;-;-;-;-;-;-;-;-;1
"110033 NOVA MAMORE";-;-;1;-;-;-;-;-;-;-;-;-;1
"110180 VALE DO PARAISO";-;-;-;-;-;-;-;-;-;-;-;1;1
"150140 BELEM";-;-;-;1;-;-;-;-;-;-;-;2;3
"150170 BRAGANCA";-;-;1;-;-;-;-;-;-;-;-;-;1
"170210 ARAGUAINA";-;-;-;1;-;-;-;-;-;-;-;-;1
"172100 PALMAS";-;-;-;1;-;-;-;-;-;-;-;-;1
"210160 BARRA DO CORDA";1;-;-;-;-;-;-;-;-;-;-;-;1
"210315 CENTRO DO GUILHERME";1;-;2;-;-;-;-;-;-;-;-;-;3
"210317 CENTRO NOVO DO MARANHAO";-;-;1;-;-;-;-;-;-;-;-;-;1
"210530 IMPERATRIZ";1;-;-;-;-;-;-;-;-;-;-;-;1
"210820 PEDREIRAS";1;-;-;-;-;-;-;-;-;-;-;-;1
"210890 POCAO DE PEDRAS";1;-;-;-;-;-;-;-;-;-;-;-;1
"211003 SANTA LUZIA DO PARUA";1;-;-;-;-;-;-;-;-;-;-;-;1
"211100 SAO JOAO BATISTA";-;-;-;1;-;-;-;-;-;-;-;-;1
"211130 SAO LUIS";-;-;-;1;-;-;-;-;-;-;-;1;2
"230393 CHORO";-;1;-;-;-;-;-;-;-;-;-;-;1
"230440 FORTALEZA";-;-;-;-;-;-;-;-;-;-;1;1;2
"230550 IGUATU";-;1;-;-;-;-;-;-;-;-;-;-;1
"230765 MARACANAU";-;-;1;-;-;-;-;-;-;-;-;-;1
"230810 MAURITI";-;-;1;-;-;-;-;-;-;-;-;-;1
"231380 URUBURETAMA";1;-;-;-;-;-;-;-;-;-;-;-;1
"240140 BAIA FORMOSA";-;1;-;-;-;-;-;-;-;-;-;-;1
