2019
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/acgrbr.def
Work Accident
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
" MUNICIPIO IGNORADO - RO";-;-;-;-;-;-;-;1;-;-;-;-;1
"110001 ALTA FLORESTA D'OESTE";5;4;10;18;36;30;38;39;48;24;33;15;300
"110002 ARIQUEMES";123;79;108;72;96;102;96;84;68;55;37;44;964
"110003 CABIXI";2;2;6;4;3;2;4;6;4;7;1;3;44
"110004 CACOAL";29;39;34;53;29;95;114;73;68;45;75;46;700
"110005 CEREJEIRAS";8;12;8;14;14;13;9;18;16;12;14;11;149
"110006 COLORADO DO OESTE";12;18;21;23;20;24;35;27;24;28;21;18;271
"110007 CORUMBIARA";4;7;7;5;11;12;19;13;12;10;8;17;125
"110008 COSTA MARQUES";1;3;4;6;11;5;3;6;8;7;5;6;65
"110009 ESPIGAO D'OESTE";20;23;34;27;42;36;58;36;48;56;50;43;473
"110010 GUAJARA-MIRIM";32;23;19;9;14;15;22;32;8;12;15;28;229
"110011 JARU";42;68;74;31;65;49;58;73;89;49;35;49;682
"110012 JI-PARANA";63;106;86;100;120;151;128;171;191;136;88;83;1423
"110013 MACHADINHO D'OESTE";4;14;6;5;11;6;13;21;61;21;9;3;174
"110014 NOVA BRASILANDIA D'OESTE";4;3;4;5;11;4;5;12;16;1;5;2;72
"110015 OURO PRETO DO OESTE";6;14;17;14;14;63;38;26;39;37;37;11;316
"110018 PIMENTA BUENO";6;3;13;4;32;11;6;12;10;22;15;10;144
"110020 PORTO VELHO";238;247;212;233;310;642;533;399;441;409;310;217;4191
"110025 PRESIDENTE MEDICI";12;11;9;7;9;17;12;31;13;16;13;8;158
"110026 RIO CRESPO";8;4;6;6;9;6;3;15;13;7;10;3;90
"110028 ROLIM DE MOURA";7;5;20;5;9;11;16;73;19;21;28;52;266
"110029 SANTA LUZIA D'OESTE";-;7;8;2;3;3;9;15;2;4;15;6;74
"110030 VILHENA";79;71;89;111;151;144;163;178;152;173;130;81;1522
"110032 SAO MIGUEL DO GUAPORE";3;3;3;7;19;46;19;23;10;4;8;6;151
"110033 NOVA MAMORE";422;387;131;145;64;68;82;45;56;75;69;56;1600
"110034 ALVORADA D'OESTE";3;4;14;3;5;9;12;8;6;12;9;5;90
"110037 ALTO ALEGRE DOS PARECIS";2;1;10;7;5;15;27;10;5;4;3;3;92
"110040 ALTO PARAISO";17;16;19;17;17;9;28;16;22;17;20;10;208
"110045 BURITIS";107;35;28;99;157;135;278;119;96;316;120;277;1767
"110050 NOVO HORIZONTE DO OESTE";-;-;1;5;1;4;2;4;6;3;3;3;32
"110060 CACAULANDIA";5;6;2;4;10;5;4;10;10;4;5;12;77
"110070 CAMPO NOVO DE RONDONIA";4;7;10;6;10;7;6;23;5;14;6;17;115
"110080 CANDEIAS DO JAMARI";3;8;4;10;9;10;9;19;16;7;12;6;113
"110090 CASTANHEIRAS";3;1;-;3;2;-;5;3;6;3;3;-;29
"110092 CHUPINGUAIA";5;21;19;12;10;7;16;16;29;38;11;6;190
"110094 CUJUBIM";16;16;10;12;40;26;34;32;28;28;25;16;283
"110100 GOVERNADOR JORGE TEIXEIRA";1;4;2;3;7;8;6;11;11;3;1;2;59
"110110 ITAPUA DO OESTE";14;8;12;1;8;11;13;12;17;11;15;8;130
"110120 MINISTRO ANDREAZZA";2;1;4;2;3;2;1;4;3;3;7;2;34
"110130 MIRANTE DA SERRA";16;23;22;25;24;33;32;37;27;17;24;19;299
"110140 MONTE NEGRO";31;22;10;8;27;28;31;52;54;45;19;15;342
"110143 NOVA UNIAO";3;3;4;5;12;3;12;7;7;15;4;9;84
"110145 PARECIS";4;7;8;9;5;3;3;6;2;7;6;4;64
"110146 PIMENTEIRAS DO OESTE";2;2;1;1;-;1;5;1;4;2;3;2;24
"110147 PRIMAVERA DE RONDONIA";-;1;2;3;2;3;2;2;1;4;1;-;21
"110148 SAO FELIPE D'OESTE";-;-;-;4;-;2;2;3;1;3;2;2;19
"110149 SAO FRANCISCO DO GUAPORE";9;5;9;6;8;111;7;13;14;18;6;10;216
"110150 SERINGUEIRAS";9;5;3;5;4;1;2;1;5;6;5;2;48
"110155 TEIXEIROPOLIS";2;2;6;-;1;-;3;6;5;7;4;-;36
"110160 THEOBROMA";3;2;4;11;16;5;5;9;9;7;9;8;88
"110170 URUPA";7;8;7;5;7;6;9;11;23;17;19;23;142
"110175 VALE DO ANARI";12;4;4;12;15;17;6;8;12;19;15;3;127
"110180 VALE DO PARAISO";4;6;2;2;12;25;18;13;9;5;12;6;114
" MUNICIPIO IGNORADO - AC";-;-;-;-;-;1;-;-;-;-;-;-;1
"120001 ACRELANDIA";31;29;14;13;34;23;33;32;28;28;30;19;314
"120005 ASSIS BRASIL";-;1;1;1;-;-;1;1;2;1;1;-;9
"120010 BRASILEIA";23;68;23;39;27;42;30;34;70;33;28;23;440
"120013 BUJARI";1;2;4;-;-;1;1;3;2;1;3;-;18
"120017 CAPIXABA";-;2;1;-;1;1;1;1;-;-;1;-;8
"120020 CRUZEIRO DO SUL";19;40;23;12;37;41;74;57;29;20;30;67;449
"120025 EPITACIOLANDIA";7;20;7;19;9;9;8;11;14;7;12;3;126
"120030 FEIJO";-;-;-;-;4;-;2;2;1;1;-;-;10
"120032 JORDAO";-;-;-;-;1;-;-;-;-;-;1;-;2
"120033 MANCIO LIMA";1;-;-;-;1;1;3;2;2;-;2;2;14
"120034 MANOEL URBANO";-;3;-;2;2;3;-;10;4;4;5;2;35
"120035 MARECHAL THAUMATURGO";4;5;14;9;5;8;51;27;14;19;4;10;170
"120038 PLACIDO DE CASTRO";17;7;17;8;2;11;13;11;11;17;8;7;129
"120039 PORTO WALTER";-;2;-;3;1;1;3;3;-;1;2;2;18
"120040 RIO BRANCO";222;332;240;170;142;208;252;435;375;224;274;112;2986
"120042 RODRIGUES ALVES";5;7;2;3;14;20;5;10;8;15;3;8;100
"120043 SANTA ROSA DO PURUS";1;10;36;19;8;-;6;4;3;7;-;-;94
"120045 SENADOR GUIOMARD";20;15;4;14;5;15;13;5;5;2;9;4;111
"120050 SENA MADUREIRA";37;46;19;33;18;20;64;54;45;39;53;21;449
"120060 TARAUACA";-;-;-;-;3;4;5;7;13;10;1;4;47
"120070 XAPURI";34;34;33;22;21;36;58;48;40;38;42;33;439
"120080 PORTO ACRE";-;-;1;-;1;-;-;2;-;1;1;1;7
"130002 ALVARAES";11;4;5;4;2;2;10;16;8;6;1;10;79
"130006 AMATURA";-;-;-;1;-;-;-;-;-;-;-;-;1
"130008 ANAMA";6;5;4;4;5;3;11;10;3;3;5;4;63
"130010 ANORI";2;-;1;3;-;-;2;3;-;-;-;-;11
"130014 APUI";38;39;41;67;62;51;51;44;41;26;31;25;516
"130020 ATALAIA DO NORTE";-;2;1;1;-;1;1;-;1;-;1;-;8
"130030 AUTAZES";4;2;1;1;2;-;5;2;2;1;1;-;21
"130040 BARCELOS";-;-;1;-;1;1;1;4;6;2;1;2;19
"130050 BARREIRINHA";10;12;4;8;16;10;12;9;5;5;5;13;109
"130060 BENJAMIN CONSTANT";-;6;1;-;-;-;1;2;2;2;3;3;20
"130063 BERURI";1;2;2;1;3;-;3;7;4;2;3;-;28
"130068 BOA VISTA DO RAMOS";1;3;3;1;-;-;1;1;5;3;1;2;21
"130070 BOCA DO ACRE";5;1;3;2;-;1;1;1;4;-;-;1;19
"130080 BORBA";8;13;17;19;9;7;12;10;10;28;14;11;158
"130083 CAAPIRANGA";-;1;1;1;1;4;2;2;1;3;1;-;17
"130090 CANUTAMA";1;-;2;-;2;1;3;2;1;1;-;-;13
"130100 CARAUARI";1;-;1;1;-;3;3;4;2;8;3;2;28
"130110 CAREIRO";-;-;-;-;1;1;4;1;5;3;1;-;16
"130115 CAREIRO DA VARZEA";-;-;-;1;1;1;-;-;-;-;-;-;3
"130120 COARI";2;2;-;-;1;-;3;-;1;-;3;2;14
"130130 CODAJAS";1;3;6;6;3;3;-;2;2;-;1;2;29
"130140 EIRUNEPE";-;2;-;1;3;2;5;6;3;2;2;1;27
"130150 ENVIRA";1;1;-;-;-;1;1;4;-;2;1;1;12
"130160 FONTE BOA";-;-;-;-;-;-;1;-;-;1;-;-;2
"130165 GUAJARA";-;2;2;-;1;2;2;3;4;1;2;3;22
"130170 HUMAITA";3;13;11;13;11;14;23;29;11;23;10;7;168
"130180 IPIXUNA";2;-;-;-;-;1;1;-;-;-;-;-;4
"130185 IRANDUBA";8;11;11;19;11;15;6;6;52;12;20;10;181
"130190 ITACOATIARA";6;8;8;8;3;5;10;12;5;27;20;10;122
"130200 ITAPIRANGA";2;1;5;7;3;2;-;6;2;3;1;2;34
"130210 JAPURA";1;5;2;2;-;-;1;-;3;-;-;1;15
"130220 JURUA";4;2;3;2;2;7;5;9;5;-;1;3;43
"130230 JUTAI";14;4;10;9;10;15;14;7;22;15;8;13;141
"130240 LABREA";3;3;7;5;3;3;9;6;6;2;5;10;62
"130250 MANACAPURU";1;3;2;2;2;2;1;4;6;4;3;2;32
"130255 MANAQUIRI";1;-;-;1;2;1;1;-;1;-;1;-;8
"130260 MANAUS";105;112;150;94;90;104;141;170;146;149;165;144;1570
"130270 MANICORE";6;8;7;12;17;17;11;27;26;30;20;11;192
"130280 MARAA";1;4;4;1;3;6;3;1;2;-;1;4;30
"130290 MAUES";1;-;-;-;-;1;1;3;-;2;2;-;10
"130300 NHAMUNDA";1;-;-;-;-;-;1;3;1;-;-;-;6
"130310 NOVA OLINDA DO NORTE";2;-;1;-;1;1;2;1;-;2;2;-;12
"130320 NOVO AIRAO";-;2;-;-;1;1;-;-;1;1;4;-;10
"130330 NOVO ARIPUANA";4;7;7;5;5;19;6;14;9;8;8;6;98
"130340 PARINTINS";9;5;4;9;8;12;16;10;7;5;13;11;109
"130350 PAUINI";-;11;6;9;5;6;2;9;8;3;8;3;70
"130353 PRESIDENTE FIGUEIREDO";2;3;3;8;10;8;12;11;17;11;8;10;103
"130356 RIO PRETO DA EVA";4;4;10;11;10;3;13;10;13;11;7;12;108
"130360 SANTA ISABEL DO RIO NEGRO";-;1;-;-;3;1;-;1;-;-;2;2;10
"130370 SANTO ANTONIO DO ICA";1;-;-;1;-;-;-;-;-;-;1;-;3
"130380 SAO GABRIEL DA CACHOEIRA";-;-;-;-;-;1;2;1;-;-;-;1;5
"130390 SAO PAULO DE OLIVENCA";23;22;26;7;3;11;1;7;3;3;3;1;110
"130395 SAO SEBASTIAO DO UATUMA";4;2;11;7;12;3;17;18;12;10;5;3;104
"130400 SILVES";-;4;2;1;5;3;2;3;2;4;-;2;28
"130406 TABATINGA";5;1;2;7;35;3;4;1;-;2;2;1;63
"130410 TAPAUA";1;2;2;-;-;-;1;1;-;-;1;-;8
"130420 TEFE";95;103;85;72;61;57;255;98;93;61;66;39;1085
"130423 TONANTINS";-;-;-;4;30;16;15;24;21;5;7;12;134
"130426 UARINI";1;-;2;-;1;3;-;4;5;2;1;1;20
"130430 URUCARA";3;-;-;-;-;-;-;-;2;-;-;-;5
"130440 URUCURITUBA";-;1;-;-;-;-;-;1;-;-;-;2;4
" MUNICIPIO IGNORADO - RR";-;-;-;-;4;-;-;-;-;-;-;-;4
"140002 AMAJARI";3;4;3;5;7;2;5;5;7;7;11;9;68
"140005 ALTO ALEGRE";6;6;7;9;8;8;6;20;8;5;10;6;99
"140010 BOA VISTA";448;492;537;616;736;690;669;809;875;737;659;703;7971
"140015 BONFIM";10;9;8;4;9;11;3;11;7;9;8;8;97
"140017 CANTA";11;11;17;16;21;12;11;20;21;28;22;14;204
"140020 CARACARAI";14;18;12;10;10;11;14;18;13;12;16;14;162
"140023 CAROEBE";11;14;12;11;10;8;3;5;7;11;13;13;118
"140028 IRACEMA";7;4;13;7;3;5;5;9;6;13;3;9;84
"140030 MUCAJAI";12;15;15;19;14;16;24;14;16;27;20;28;220
"140040 NORMANDIA";-;5;4;3;3;6;1;-;2;5;1;2;32
"140045 PACARAIMA";6;7;9;11;10;4;6;11;12;14;16;10;116
"140047 RORAINOPOLIS";54;75;72;54;54;46;52;68;51;95;80;65;766
"140050 SAO JOAO DA BALIZA";11;11;24;13;11;18;30;14;23;28;27;11;221
"140060 SAO LUIZ";9;8;14;3;7;9;3;15;8;17;16;7;116
"140070 UIRAMUTA";1;2;3;4;3;3;3;8;2;4;6;6;45
"150010 ABAETETUBA";6;-;2;-;6;6;8;4;4;5;7;7;55
"150013 ABEL FIGUEIREDO";8;7;7;12;7;5;4;9;10;6;12;2;89
"150020 ACARA";-;1;1;1;2;2;1;4;3;3;-;-;18
"150030 AFUA";9;4;9;6;1;4;7;2;3;7;-;3;55
"150034 AGUA AZUL DO NORTE";6;1;6;4;7;6;7;9;11;7;6;6;76
"150040 ALENQUER";2;-;2;-;1;1;1;-;3;2;-;4;16
"150050 ALMEIRIM";-;1;-;-;1;1;-;10;1;3;-;-;17
"150060 ALTAMIRA";23;27;26;18;20;31;25;42;22;38;27;19;318
"150070 ANAJAS";-;-;-;1;-;-;2;-;-;2;1;1;7
"150080 ANANINDEUA";10;18;9;2;11;21;17;26;9;17;22;10;172
"150085 ANAPU";2;5;3;-;3;4;3;8;3;8;9;3;51
"150090 AUGUSTO CORREA";1;1;3;3;5;3;5;7;13;12;4;1;58
"150095 AURORA DO PARA";2;6;-;3;2;4;1;3;7;5;1;1;35
"150100 AVEIRO";-;-;1;1;-;1;2;1;-;2;-;2;10
"150120 BAIAO";1;1;1;1;2;-;-;-;1;-;-;1;8
"150125 BANNACH";-;2;3;3;6;10;3;3;4;6;-;-;40
"150130 BARCARENA";3;2;2;3;3;3;-;2;3;2;1;1;25
"150140 BELEM";74;52;25;13;37;36;45;54;62;48;65;30;541
"150145 BELTERRA";-;-;3;2;1;3;2;1;-;1;2;3;18
