2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/varicelabr.def
Chickenpox
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"314440 NATERCIA";-;1;-;-;-;-;-;1
"314450 NAZARENO";1;-;-;-;-;1;-;2
"314480 NOVA LIMA";-;1;-;-;-;-;-;1
"314510 NOVA RESENDE";1;-;1;-;-;-;-;2
"314530 NOVO CRUZEIRO";-;-;-;-;-;-;1;1
"314535 NOVO ORIENTE DE MINAS";-;1;-;-;-;-;-;1
"314545 OLHOS-D'AGUA";1;-;-;-;-;-;-;1
"314590 OURO BRANCO";-;-;1;1;-;1;-;3
"314655 PAI PEDRO";-;-;-;-;-;1;-;1
"314720 PARAGUACU";-;-;1;-;-;-;-;1
"314730 PARAISOPOLIS";-;-;-;1;-;-;-;1
"314740 PARAOPEBA";1;-;-;-;-;-;-;1
"314790 PASSOS";1;2;-;2;3;3;-;11
"314800 PATOS DE MINAS";1;-;-;1;2;-;-;4
"314810 PATROCINIO";1;-;1;-;1;-;2;5
"314910 PEDRALVA";1;-;-;-;-;-;-;1
"314930 PEDRO LEOPOLDO";-;-;-;-;1;-;-;1
"315120 PIRAPORA";1;-;-;-;-;4;-;5
"315150 PIUMHI";-;-;-;-;1;-;-;1
"315160 PLANURA";-;2;-;1;-;1;-;4
"315180 POCOS DE CALDAS";2;11;31;8;-;11;1;64
"315200 POMPEU";-;1;-;-;-;-;-;1
"315240 POTE";1;-;-;-;-;-;-;1
"315250 POUSO ALEGRE";-;1;-;1;2;3;-;7
"315280 PRATA";-;-;-;1;-;-;-;1
"315300 PRATINHA";-;-;-;1;-;1;1;3
"315340 PRESIDENTE OLEGARIO";-;-;-;-;1;-;-;1
"315400 RAUL SOARES";-;1;-;-;-;-;-;1
"315445 RIACHINHO";-;1;2;-;-;-;-;3
"315460 RIBEIRAO DAS NEVES";-;4;4;1;2;2;-;13
"315550 RIO PARANAIBA";-;-;-;-;-;-;2;2
"315660 RUBIM";1;-;-;-;3;-;-;4
"315670 SABARA";-;-;2;2;1;-;-;5
"315690 SACRAMENTO";-;1;-;-;1;1;1;4
"315780 SANTA LUZIA";-;2;2;1;1;-;-;6
"315880 SANTANA DO JACARE";-;-;-;-;-;6;-;6
"315895 SANTANA DO PARAISO";-;-;1;-;-;-;-;1
"315950 SANTA RITA DO ITUETO";1;-;-;-;-;-;-;1
"315960 SANTA RITA DO SAPUCAI";-;-;-;-;1;-;-;1
"315980 SANTA VITORIA";-;-;-;-;-;1;-;1
"316070 SANTOS DUMONT";-;-;1;-;-;-;-;1
"316130 SAO FRANCISCO DE SALES";1;-;-;-;-;-;-;1
"316250 SAO JOAO DEL REI";-;-;-;1;-;-;-;1
"316295 SAO JOSE DA LAPA";-;-;-;-;2;1;-;3
"316370 SAO LOURENCO";-;-;-;-;1;2;1;4
"316430 SAO ROQUE DE MINAS";-;-;1;-;-;-;-;1
"316460 SAO SEBASTIAO DO OESTE";-;-;-;-;1;-;-;1
"316470 SAO SEBASTIAO DO PARAISO";-;-;-;-;-;1;-;1
"316553 SARZEDO";-;-;-;-;-;-;1;1
"316555 SETUBINHA";-;-;-;-;1;2;-;3
"316640 SERITINGA";-;-;-;-;5;-;-;5
"316680 SERRA DO SALITRE";-;1;-;-;-;-;-;1
"316690 SERRANIA";-;-;-;-;-;1;-;1
"316695 SERRANOPOLIS DE MINAS";-;-;-;-;-;-;3;3
"316720 SETE LAGOAS";1;2;-;-;-;4;-;7
"316740 SILVIANOPOLIS";1;-;-;-;-;-;-;1
"316800 TAIOBEIRAS";1;-;1;1;-;1;-;4
"316830 TAQUARACU DE MINAS";-;1;-;2;-;-;-;3
"316860 TEOFILO OTONI";1;3;4;-;6;3;1;18
"316870 TIMOTEO";-;-;-;-;1;-;-;1
"316890 TIROS";-;1;-;1;-;-;-;2
"316930 TRES CORACOES";-;-;2;1;-;1;-;4
"316940 TRES PONTAS";1;-;-;1;-;1;-;3
"316960 TUPACIGUARA";1;-;-;-;-;-;-;1
"316970 TURMALINA";-;-;-;-;-;2;5;7
"316990 UBA";1;-;-;-;-;-;-;1
"317010 UBERABA";1;1;-;1;-;-;-;3
"317020 UBERLANDIA";9;3;8;6;4;4;2;36
"317040 UNAI";-;-;1;-;-;-;-;1
"317052 URUCUIA";-;1;-;-;-;-;-;1
"317070 VARGINHA";-;2;-;-;-;2;3;7
"317080 VARZEA DA PALMA";-;1;-;-;1;1;-;3
"330010 ANGRA DOS REIS";-;1;-;-;-;-;-;1
"330020 ARARUAMA";-;-;1;-;-;-;-;1
"330023 ARMACAO DOS BUZIOS";-;-;1;-;4;1;-;6
"330040 BARRA MANSA";-;-;-;-;1;1;-;2
"330045 BELFORD ROXO";1;1;1;-;1;2;-;6
"330050 BOM JARDIM";-;-;-;-;-;10;1;11
"330060 BOM JESUS DO ITABAPOANA";-;-;-;1;-;-;-;1
"330070 CABO FRIO";-;-;-;1;-;-;-;1
"330080 CACHOEIRAS DE MACACU";-;-;-;3;-;-;-;3
"330100 CAMPOS DOS GOYTACAZES";-;-;-;-;-;1;-;1
"330110 CANTAGALO";-;-;1;-;-;-;-;1
"330170 DUQUE DE CAXIAS";1;3;1;4;2;3;-;14
"330185 GUAPIMIRIM";-;-;-;2;1;2;1;6
"330187 IGUABA GRANDE";-;-;-;1;1;-;-;2
"330190 ITABORAI";2;1;-;-;-;-;1;4
"330220 ITAPERUNA";-;-;1;-;-;-;-;1
"330225 ITATIAIA";-;-;1;-;-;1;1;3
"330230 LAJE DO MURIAE";1;-;-;-;-;-;-;1
"330250 MAGE";-;-;2;2;-;-;-;4
"330270 MARICA";-;-;1;-;-;1;-;2
"330285 MESQUITA";-;-;-;-;1;-;-;1
"330320 NILOPOLIS";2;-;-;-;-;-;-;2
"330330 NITEROI";6;3;5;1;3;-;-;18
"330350 NOVA IGUACU";6;2;2;7;17;16;-;50
"330380 PARATY";-;1;1;-;-;2;-;4
"330390 PETROPOLIS";2;-;1;-;1;3;-;7
"330395 PINHEIRAL";1;-;-;1;-;-;-;2
"330400 PIRAI";-;-;-;-;-;1;-;1
"330414 QUEIMADOS";-;-;1;-;-;-;-;1
"330420 RESENDE";-;-;-;-;3;-;-;3
"330430 RIO BONITO";-;-;2;-;-;1;-;3
"330440 RIO CLARO";1;-;-;-;1;3;3;8
"330452 RIO DAS OSTRAS";1;2;1;5;1;3;-;13
"330455 RIO DE JANEIRO";6;7;28;15;39;65;18;178
"330490 SAO GONCALO";8;4;3;5;2;3;-;25
"330510 SAO JOAO DE MERITI";1;-;-;-;1;-;-;2
"330520 SAO PEDRO DA ALDEIA";-;-;-;1;-;-;-;1
"330550 SAQUAREMA";1;-;-;-;1;-;-;2
"330560 SILVA JARDIM";3;2;-;-;-;-;-;5
"330575 TANGUA";1;-;1;-;-;-;-;2
"330580 TERESOPOLIS";-;-;-;-;-;1;-;1
"330610 VALENCA";-;-;1;-;-;-;-;1
"330630 VOLTA REDONDA";1;2;1;4;5;8;-;21
"350230 ANHEMBI";-;-;1;1;-;-;-;2
"350390 ARUJA";-;-;1;-;-;-;-;1
"350750 BOTUCATU";-;-;-;-;-;1;-;1
"351250 COROADOS";-;-;-;-;-;1;-;1
"351519 ESPIRITO SANTO DO TURVO";-;-;-;-;-;1;-;1
"352140 IRACEMAPOLIS";-;-;1;-;-;-;-;1
"352210 ITANHAEM";2;-;-;-;-;-;-;2
"352450 JACI";-;-;-;2;-;-;-;2
"353070 MOGI GUACU";-;-;1;-;-;-;-;1
"353160 MONTE CASTELO";-;-;-;-;-;1;-;1
"353680 PEDRA BELA";-;-;1;-;-;-;-;1
"354080 POTIRENDABA";-;-;1;-;-;-;-;1
"354340 RIBEIRAO PRETO";9;8;13;3;9;10;2;54
"354680 SANTA ISABEL";-;-;1;-;-;-;-;1
"354810 SANTO ANTONIO DO JARDIM";-;-;-;1;1;1;-;3
"354980 SAO JOSE DO RIO PRETO";-;-;-;-;-;1;-;1
"355030 SAO PAULO";2;-;4;1;2;2;-;11
"410040 ALMIRANTE TAMANDARE";-;1;1;-;-;-;-;2
"410060 ALTO PARANA";-;-;2;-;-;-;-;2
"410140 APUCARANA";-;-;-;-;-;1;-;1
"410160 ARAPOTI";-;-;-;-;-;2;-;2
"410180 ARAUCARIA";1;2;2;4;1;-;-;10
"410305 BOA VISTA DA APARECIDA";-;-;-;-;1;-;-;1
"410335 BRAGANEY";-;-;-;-;2;5;-;7
"410370 CAMBE";3;1;1;-;2;-;1;8
"410442 CANDOI";-;-;4;-;-;-;-;4
"410480 CASCAVEL";-;3;2;1;-;1;-;7
"410550 CIANORTE";-;-;-;1;-;-;-;1
"410580 COLOMBO";1;2;4;2;2;-;1;12
"410620 CONTENDA";-;6;7;1;3;2;2;21
"410630 CORBELIA";-;1;-;-;-;-;-;1
"410640 CORNELIO PROCOPIO";-;-;1;-;-;-;-;1
"410680 CRUZ MACHADO";-;-;-;-;-;-;1;1
"410690 CURITIBA";32;27;60;39;45;23;6;232
"410710 DIAMANTE DO NORTE";-;1;-;-;-;-;-;1
"410765 FAZENDA RIO GRANDE";1;3;-;3;2;2;-;11
"410840 FRANCISCO BELTRAO";-;1;16;3;-;1;-;21
"410850 GENERAL CARNEIRO";2;-;-;-;-;-;-;2
"410895 GUAMIRANGA";-;-;-;1;-;1;-;2
"410940 GUARAPUAVA";-;1;-;-;2;2;1;6
"410980 IBIPORA";2;-;-;-;-;-;-;2
"411070 IRATI";-;-;-;-;1;4;2;7
"411130 ITAUNA DO SUL";1;-;-;-;-;-;-;1
"411140 IVAI";1;-;-;1;-;-;-;2
"411320 LAPA";-;-;1;-;-;-;-;1
"411330 LARANJEIRAS DO SUL";-;-;1;3;3;-;-;7
"411390 MALLET";-;-;-;-;1;-;-;1
"411520 MARINGA";-;-;-;1;-;-;-;1
"411560 MATELANDIA";-;-;2;-;-;1;-;3
"411570 MATINHOS";-;-;1;-;-;-;-;1
"411580 MEDIANEIRA";-;1;-;1;-;-;-;2
"411610 MOREIRA SALES";-;-;-;-;-;1;-;1
"411620 MORRETES";-;-;-;-;1;-;-;1
"411705 NOVA LARANJEIRAS";-;-;-;1;-;-;-;1
"411727 NOVA TEBAS";-;-;-;-;2;-;-;2
"411745 OURO VERDE DO OESTE";-;-;-;1;-;-;-;1
"411780 PALMITAL";-;-;-;1;-;-;2;3
"411790 PALOTINA";1;-;-;-;-;-;-;1
"411915 PINHAIS";2;1;-;-;-;-;-;3
"411950 PIRAQUARA";3;2;7;4;4;4;1;25
"411960 PITANGA";-;-;1;-;-;3;-;4
"412090 QUEDAS DO IGUACU";-;-;-;10;4;-;-;14
"412100 QUERENCIA DO NORTE";-;1;1;-;-;-;-;2
"412175 RESERVA DO IGUACU";-;-;1;-;-;-;-;1
"412215 RIO BONITO DO IGUACU";-;-;-;-;-;-;1;1
"412230 RIO NEGRO";-;-;1;-;1;-;-;2
"412390 SANTA MARIANA";-;1;-;-;-;-;-;1
"412430 SANTO ANTONIO DO PARAISO";1;-;-;-;-;-;-;1
"412460 SAO CARLOS DO IVAI";-;-;-;-;1;-;-;1
"412530 SAO JORGE DO IVAI";-;-;-;-;1;-;-;1
"412550 SAO JOSE DOS PINHAIS";-;1;-;-;-;-;-;1
"412570 SAO MIGUEL DO IGUACU";1;-;-;-;1;1;1;4
"412600 SAO SEBASTIAO DA AMOREIRA";-;-;-;-;1;-;-;1
"412635 SERRANOPOLIS DO IGUACU";1;-;-;-;-;-;-;1
"412680 TAPEJARA";-;1;-;-;-;-;-;1
"412700 TEIXEIRA SOARES";-;-;1;-;-;-;-;1
"412710 TELEMACO BORBA";1;-;-;1;-;4;-;6
"412796 TURVO";-;-;-;-;5;3;-;8
"412820 UNIAO DA VITORIA";-;1;-;1;-;-;-;2
"412862 ALTO PARAISO";-;-;-;-;1;-;-;1
"420050 AGUAS DE CHAPECO";-;-;1;-;-;-;-;1
"420090 ANGELINA";-;-;-;1;-;-;-;1
"420140 ARARANGUA";2;-;-;1;-;-;-;3
"420200 BALNEARIO CAMBORIU";1;-;-;-;-;-;-;1
"420230 BIGUACU";1;-;-;-;-;-;-;1
"420240 BLUMENAU";-;2;3;-;1;-;-;6
"420250 BOM JARDIM DA SERRA";-;-;-;1;-;-;-;1
"420310 CAIBI";-;-;-;-;-;1;-;1
"420340 CAMPO BELO DO SUL";-;-;-;-;1;-;-;1
"420417 CERRO NEGRO";-;-;-;-;-;-;2;2
"420425 COCAL DO SUL";-;-;-;-;2;-;1;3
"420455 CORREIA PINTO";-;1;-;1;1;-;-;3
"420480 CURITIBANOS";1;-;-;-;-;-;-;1
"420545 FORQUILHINHA";-;-;-;-;1;1;1;3
"420600 GOVERNADOR CELSO RAMOS";-;1;7;-;-;-;-;8
"420730 IMBITUBA";-;1;-;-;-;-;-;1
"420770 IPUMIRIM";1;-;-;-;-;-;-;1
"420775 IRACEMINHA";-;-;-;-;-;1;-;1
"420820 ITAJAI";2;1;2;-;1;-;-;6
"420870 JACINTO MACHADO";-;-;-;-;3;5;-;8
"420890 JARAGUA DO SUL";-;1;-;1;-;-;-;2
"420910 JOINVILLE";1;-;1;-;-;-;-;2
"420930 LAGES";-;-;-;-;-;1;-;1
"421105 MONTE CARLO";-;-;-;2;-;2;-;4
"421125 MORRO GRANDE";1;-;-;-;-;-;-;1
"421250 PENHA";-;1;-;-;-;-;-;1
"421415 PRINCESA";1;1;-;-;-;-;-;2
"421440 RIO DAS ANTAS";-;-;-;1;-;-;-;1
"421500 RIO NEGRINHO";-;-;1;-;-;-;-;1
"421505 RIO RUFINO";-;-;-;1;-;-;-;1
"421510 RODEIO";-;-;1;-;-;-;-;1
"421545 SANGAO";-;1;1;1;-;-;-;3
"421555 SANTA HELENA";-;-;-;-;-;-;1;1
"421590 SAO BONIFACIO";-;1;-;-;-;-;-;1
"421630 SAO JOAO BATISTA";1;2;2;-;-;-;-;5
"421730 SAUDADES";-;-;1;-;-;-;-;1
"421755 SERRA ALTA";-;-;-;-;2;-;-;2
"421840 TREZE DE MAIO";-;-;-;-;-;-;1;1
"421900 URUSSANGA";-;-;1;-;1;-;-;2
"430010 AGUDO";-;-;-;-;1;-;-;1
"430040 ALEGRETE";1;-;-;-;1;-;-;2
"430060 ALVORADA";4;-;-;-;-;-;-;4
"430100 ARROIO DO MEIO";-;-;-;1;-;-;-;1
"430105 ARROIO DO SAL";1;-;-;1;1;-;1;4
"430120 ARROIO DO TIGRE";1;2;2;-;-;-;-;5
"430130 ARROIO GRANDE";-;-;1;-;-;-;-;1
"430160 BAGE";-;-;1;1;1;-;-;3
"430187 BARRA DO QUARAI";-;-;2;10;1;-;-;13
"430200 BARROS CASSAL";-;-;2;1;-;-;-;3
"430210 BENTO GONCALVES";-;2;2;7;-;-;1;12
"430230 BOM JESUS";-;-;-;-;-;2;-;2
"430310 CACHOEIRINHA";-;-;1;-;-;-;-;1
"430330 CAIBATE";-;-;-;-;-;-;1;1
"430390 CAMPO BOM";-;-;-;-;-;-;1;1
"430420 CANDELARIA";-;-;1;-;-;-;-;1
"430460 CANOAS";1;-;-;-;-;-;-;1
"430466 CAPAO DO LEAO";3;-;-;2;1;-;1;7
"430468 CAPELA DE SANTANA";-;-;2;1;-;-;-;3
"430480 CARLOS BARBOSA";1;-;1;-;-;-;-;2
"430510 CAXIAS DO SUL";2;-;1;3;3;10;3;22
"430515 CERRO GRANDE";1;-;-;-;-;-;-;1
"430545 CIDREIRA";1;-;-;-;1;-;-;2
"430580 CONSTANTINA";-;-;1;-;-;-;-;1
"430597 COXILHA";-;-;1;-;-;-;-;1
"430610 CRUZ ALTA";-;-;-;2;2;2;-;6
"430640 DOIS IRMAOS";-;-;-;-;1;1;2;4
"430670 DONA FRANCISCA";-;-;-;-;-;-;2;2
"430700 ERECHIM";-;-;-;-;-;-;1;1
"430783 EUGENIO DE CASTRO";-;-;-;-;-;1;-;1
"430790 FARROUPILHA";-;-;-;-;-;1;-;1
"430820 FLORES DA CUNHA";-;-;-;-;1;-;-;1
"430840 FORMIGUEIRO";-;-;-;-;-;1;-;1
"430885 GENTIL";-;-;-;1;-;-;-;1
"430915 GRAMADO XAVIER";-;-;-;-;1;-;-;1
"430950 GUARANI DAS MISSOES";-;-;-;-;-;2;-;2
"431000 IBIRUBA";-;-;-;-;2;-;-;2
"431043 IPE";-;-;-;-;-;1;-;1
"431112 JAQUIRANA";-;-;1;-;-;-;-;1
"431115 JOIA";-;-;-;-;1;-;-;1
"431125 LAGOAO";-;-;-;-;1;-;-;1
"431140 LAJEADO";-;-;1;-;1;2;1;5
"431170 MACHADINHO";-;-;-;1;2;-;-;3
"431180 MARAU";-;-;-;-;-;1;-;1
"431275 NOVA ALVORADA";-;-;-;-;1;-;-;1
"431280 NOVA ARACA";-;-;1;-;-;-;-;1
"431310 NOVA PALMA";-;-;-;-;-;-;1;1
"431330 NOVA PRATA";1;1;-;1;-;-;-;3
"431337 NOVA SANTA RITA";-;-;5;1;1;-;-;7
"431340 NOVO HAMBURGO";-;-;2;-;-;-;-;2
"431349 NOVO BARREIRO";-;1;-;1;-;-;-;2
"431350 OSORIO";-;-;-;1;-;-;-;1
"431360 PAIM FILHO";-;-;-;-;1;-;-;1
"431410 PASSO FUNDO";5;5;8;11;3;-;2;34
"431417 PEDRAS ALTAS";-;2;-;1;-;-;-;3
"431440 PELOTAS";-;-;2;-;-;4;-;6
"431454 PINTO BANDEIRA";-;-;-;-;1;-;-;1
"431460 PIRATINI";-;-;-;-;-;1;-;1
"431480 PORTAO";-;-;-;-;1;-;-;1
"431490 PORTO ALEGRE";12;9;15;7;2;-;1;46
"431513 POUSO NOVO";-;-;-;1;-;-;-;1
"431514 PRESIDENTE LUCENA";-;-;1;1;-;-;-;2
"431540 REDENTORA";-;-;-;-;-;-;2;2
"431560 RIO GRANDE";-;-;-;-;-;1;-;1
"431630 ROQUE GONZALES";-;-;-;3;-;-;-;3
"431647 SALVADOR DAS MISSOES";-;-;1;-;-;-;-;1
"431670 SANTA BARBARA DO SUL";-;-;-;1;-;-;-;1
"431680 SANTA CRUZ DO SUL";-;-;-;1;-;-;-;1
"431690 SANTA MARIA";1;-;1;1;-;-;1;4
"431710 SANT'ANA DO LIVRAMENTO";-;-;-;-;-;3;-;3
"431720 SANTA ROSA";3;-;-;3;1;-;-;7
"431730 SANTA VITORIA DO PALMAR";-;-;-;-;2;-;-;2
"431750 SANTO ANGELO";-;1;-;-;1;1;-;3
"431800 SAO BORJA";-;-;-;-;-;1;-;1
"431820 SAO FRANCISCO DE PAULA";-;-;-;1;-;-;-;1
"431842 SAO JOAO DA URTIGA";-;1;-;-;-;-;-;1
"431850 SAO JOSE DO NORTE";-;-;-;-;21;6;-;27
"431870 SAO LEOPOLDO";-;-;-;-;1;-;1;2
"431900 SAO MARCOS";-;-;5;-;1;-;-;6
"431950 SAO SEBASTIAO DO CAI";-;-;-;1;2;-;-;3
"431990 SAPIRANGA";-;-;-;-;-;-;1;1
"432010 SARANDI";-;-;-;1;-;-;-;1
"432020 SEBERI";-;-;-;-;-;1;-;1
"432023 SEDE NOVA";-;-;-;-;-;2;1;3
"432035 SENTINELA DO SUL";-;-;-;-;-;1;2;3
"432057 SETE DE SETEMBRO";-;-;-;-;-;1;-;1
"432080 SOLEDADE";1;3;1;-;-;-;-;5
"432090 TAPEJARA";-;-;1;-;-;-;-;1
"432120 TAQUARA";-;1;1;-;-;-;-;2
"432130 TAQUARI";1;-;-;-;-;-;-;1
"432140 TENENTE PORTELA";-;-;1;-;-;-;-;1
"432149 TOROPI";1;-;-;-;-;-;-;1
"432160 TRAMANDAI";-;-;-;-;-;1;-;1
"432195 TRINDADE DO SUL";-;-;1;-;-;-;-;1
"432240 URUGUAIANA";-;-;1;2;1;1;1;6
"432250 VACARIA";-;-;-;-;-;2;-;2
"432260 VENANCIO AIRES";-;-;-;-;-;-;1;1
"432270 VERA CRUZ";-;-;-;-;2;-;1;3
"432280 VERANOPOLIS";-;1;2;-;-;1;-;4
"432300 VIAMAO";-;-;-;-;-;1;-;1
"500085 ANGELICA";-;-;-;1;-;-;-;1
"500090 ANTONIO JOAO";1;-;-;-;-;-;-;1
"500110 AQUIDAUANA";1;2;1;1;-;-;-;5
"500124 ARAL MOREIRA";-;1;2;-;-;-;-;3
"500240 CAARAPO";1;1;-;-;-;-;-;2
"500270 CAMPO GRANDE";4;4;10;9;8;3;-;38
"500295 CHAPADAO DO SUL";-;-;-;-;1;-;-;1
"500320 CORUMBA";-;1;-;-;-;-;-;1
"500325 COSTA RICA";-;1;-;-;-;-;-;1
"500330 COXIM";1;-;-;-;-;-;-;1
"500380 FATIMA DO SUL";-;-;-;-;-;1;-;1
"500450 ITAPORA";-;-;-;1;1;-;-;2
"500470 IVINHEMA";-;-;1;-;-;-;-;1
"500540 MARACAJU";-;-;1;-;1;-;-;2
"500570 NAVIRAI";-;-;1;-;1;3;-;5
"500625 NOVO HORIZONTE DO SUL";-;-;2;-;-;-;-;2
"500660 PONTA PORA";-;-;-;-;1;-;1;2
"500740 RIO VERDE DE MATO GROSSO";1;-;-;-;-;-;-;1
"500769 SAO GABRIEL DO OESTE";-;-;-;1;-;-;-;1
"510025 ALTA FLORESTA";-;-;4;-;-;-;-;4
"510050 ALTO PARAGUAI";-;-;-;-;4;-;-;4
"510080 APIACAS";-;-;1;-;-;-;-;1
"510100 ARAGUAIANA";-;-;4;-;1;-;-;5
"510125 ARAPUTANGA";1;-;-;-;-;1;-;2
"510180 BARRA DO GARCAS";-;-;-;-;-;2;-;2
"510185 BOM JESUS DO ARAGUAIA";-;-;-;-;-;1;-;1
"510190 BRASNORTE";-;-;-;-;1;-;-;1
"510250 CACERES";-;1;-;1;-;-;-;2
"510268 CAMPOS DE JULIO";1;-;-;-;-;-;-;1
"510300 CHAPADA DOS GUIMARAES";-;-;-;-;3;-;1;4
"510320 COLIDER";-;-;1;2;-;-;-;3
"510325 COLNIZA";1;2;-;-;-;-;-;3
"510330 COMODORO";3;-;-;-;-;-;-;3
"510335 CONFRESA";-;-;-;4;-;-;-;4
"510337 COTRIGUACU";-;1;-;-;-;-;-;1
"510340 CUIABA";1;1;2;4;2;-;-;10
"510390 GENERAL CARNEIRO";-;-;-;-;1;2;-;3
"510410 GUARANTA DO NORTE";-;-;1;1;-;-;-;2
"510500 JAURU";-;-;-;-;2;-;-;2
"510525 LUCAS DO RIO VERDE";3;-;-;-;-;-;-;3
"510558 MARCELANDIA";1;-;-;-;1;2;-;4
"510560 MATUPA";-;-;1;-;-;-;-;1
"510590 NOBRES";-;-;-;1;-;-;-;1
"510600 NORTELANDIA";1;-;-;-;-;-;-;1
"510615 NOVA BANDEIRANTES";-;-;-;-;-;1;-;1
"510618 NOVA LACERDA";-;-;-;-;3;-;-;3
"510621 NOVA CANAA DO NORTE";-;-;-;-;-;1;-;1
"510625 NOVA XAVANTINA";-;-;2;-;1;-;-;3
"510629 PARANAITA";-;1;-;-;-;-;-;1
"510642 PEIXOTO DE AZEVEDO";-;-;-;-;-;1;-;1
"510650 POCONE";1;-;-;-;-;-;-;1
"510665 PONTAL DO ARAGUAIA";-;1;-;-;-;-;-;1
"510675 PONTES E LACERDA";-;-;-;1;-;-;-;1
"510682 PORTO ESPERIDIAO";-;-;-;-;2;-;1;3
"510700 POXOREO";1;-;-;-;-;-;-;1
"510706 QUERENCIA";-;-;-;-;1;-;-;1
"510730 SAO JOSE DO RIO CLARO";1;-;-;1;-;-;-;2
"510760 RONDONOPOLIS";-;-;-;-;2;-;-;2
"510780 SANTO ANTONIO DO LEVERGER";-;-;-;-;1;-;-;1
"510785 SAO FELIX DO ARAGUAIA";-;-;-;-;-;1;-;1
"510787 SAPEZAL";-;-;2;1;-;-;-;3
"510790 SINOP";-;-;1;5;3;-;-;9
"510795 TANGARA DA SERRA";-;-;-;-;1;-;-;1
"510800 TAPURAH";-;-;-;-;1;-;-;1
"510805 TERRA NOVA DO NORTE";-;1;-;-;-;-;-;1
"510840 VARZEA GRANDE";-;-;-;1;-;-;-;1
"520025 AGUAS LINDAS DE GOIAS";-;-;1;1;-;-;-;2
"520110 ANAPOLIS";-;1;-;-;-;-;-;1
"520140 APARECIDA DE GOIANIA";5;2;1;2;-;4;1;15
"520145 APARECIDA DO RIO DOCE";1;-;-;-;-;-;-;1
"520320 BARRO ALTO";-;-;-;-;1;-;-;1
"520330 BELA VISTA DE GOIAS";-;1;-;-;-;-;-;1
"520540 CERES";-;-;-;-;1;-;-;1
"520620 CRISTALINA";1;-;-;-;1;1;-;3
"520740 EDEIA";-;-;-;-;1;-;-;1
"520800 FORMOSA";1;3;1;1;3;3;1;13
"520840 GOIANAPOLIS";-;-;-;-;-;2;-;2
"520870 GOIANIA";7;3;4;3;2;-;-;19
"520880 GOIANIRA";-;-;1;1;-;-;-;2
"520910 GOIATUBA";1;-;-;1;2;3;-;7
"520970 HIDROLANDIA";-;1;-;-;-;-;-;1
"520995 INDIARA";-;-;1;-;-;-;-;1
"521010 IPAMERI";-;1;-;-;-;-;-;1
"521020 IPORA";-;-;1;1;-;-;-;2
"521150 ITUMBIARA";-;1;-;-;-;-;-;1
"521170 JANDAIA";-;-;-;-;-;1;-;1
"521180 JARAGUA";1;-;-;-;-;1;-;2
"521190 JATAI";-;-;-;-;1;1;-;2
"521250 LUZIANIA";2;2;8;3;3;2;-;20
"521450 NEROPOLIS";-;-;-;-;-;1;-;1
"521600 PANAMA";-;-;-;-;-;2;-;2
"521710 PIRACANJUBA";-;-;-;-;-;1;-;1
"521720 PIRANHAS";1;-;-;1;-;-;-;2
"521760 PLANALTINA";-;-;2;1;-;-;-;3
"521770 PONTALINA";-;-;-;-;2;-;-;2
"521850 QUIRINOPOLIS";-;-;-;1;-;1;-;2
"521880 RIO VERDE";1;3;1;1;2;3;-;11
"521900 SANCLERLANDIA";-;1;-;-;-;-;-;1
"521973 SANTO ANTONIO DE GOIAS";-;2;-;-;-;-;-;2
"521975 SANTO ANTONIO DO DESCOBERTO";2;-;2;1;-;1;-;6
"522045 SENADOR CANEDO";-;-;-;1;-;-;-;1
"522050 SERRANOPOLIS";-;-;-;-;1;2;-;3
"522130 TRES RANCHOS";-;-;1;-;-;-;-;1
"522160 URUACU";-;10;-;-;-;-;-;10
"522180 URUTAI";-;-;-;1;1;-;-;2
"522200 VIANOPOLIS";-;-;-;-;1;-;-;1
"530010 BRASILIA";9;7;9;9;9;8;6;57
"Total";485;431;697;621;782;779;221;4016
&
