2007
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/febretifoidebr.def
Typhoid Fever
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110012 JI-PARANA";-;-;-;-;1;-;-;-;-;-;-;-;1
"110020 PORTO VELHO";-;1;3;-;-;-;-;-;-;-;1;-;5
"110030 VILHENA";-;2;-;-;-;3;-;1;3;-;-;-;9
"120010 BRASILEIA";-;-;-;-;-;-;3;-;-;-;-;1;4
"120020 CRUZEIRO DO SUL";-;-;1;-;-;-;-;-;1;-;-;1;3
"120032 JORDAO";2;3;7;-;-;1;-;-;-;-;-;-;13
"120033 MANCIO LIMA";1;-;-;-;-;-;1;-;-;-;-;-;2
"120040 RIO BRANCO";-;1;1;-;-;1;-;-;-;-;-;-;3
"120042 RODRIGUES ALVES";1;-;-;-;-;-;-;-;-;-;-;-;1
"120060 TARAUACA";-;-;1;-;-;-;-;-;1;6;2;2;12
"130002 ALVARAES";-;-;-;-;-;-;-;-;-;-;1;-;1
"130010 ANORI";-;1;-;-;-;-;-;1;-;-;-;-;2
"130020 ATALAIA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;1;1
"130050 BARREIRINHA";-;-;-;1;-;-;-;-;-;-;-;-;1
"130063 BERURI";-;1;-;-;-;-;-;-;-;-;-;-;1
"130068 BOA VISTA DO RAMOS";-;-;-;-;-;-;-;-;-;-;-;1;1
"130070 BOCA DO ACRE";-;-;-;-;-;-;-;-;1;-;-;-;1
"130080 BORBA";-;-;-;1;-;-;-;-;-;-;-;-;1
"130100 CARAUARI";-;-;-;-;-;1;1;-;-;-;-;-;2
"130110 CAREIRO";-;1;-;-;-;-;-;-;-;-;-;-;1
"130120 COARI";5;9;7;1;6;-;1;5;1;-;6;4;45
"130130 CODAJAS";12;1;-;-;-;-;-;1;-;-;-;-;14
"130160 FONTE BOA";-;-;1;3;-;-;-;-;1;-;-;-;5
"130185 IRANDUBA";-;-;-;-;-;-;-;-;-;-;-;1;1
"130190 ITACOATIARA";-;-;1;1;-;-;-;-;-;-;-;-;2
"130220 JURUA";1;-;-;-;1;1;-;-;-;-;-;-;3
"130230 JUTAI";-;-;-;-;-;-;-;-;-;1;-;-;1
"130250 MANACAPURU";-;1;-;-;-;-;1;-;-;2;-;1;5
"130260 MANAUS";13;9;5;12;12;10;9;9;5;4;6;8;102
"130270 MANICORE";1;-;-;-;-;-;1;-;-;-;-;-;2
"130330 NOVO ARIPUANA";1;-;-;1;1;-;-;-;-;-;-;-;3
"130340 PARINTINS";-;-;1;-;-;-;-;-;-;-;-;-;1
"130350 PAUINI";1;-;-;-;-;-;-;-;-;-;-;-;1
"130353 PRESIDENTE FIGUEIREDO";-;1;-;-;-;-;1;-;-;-;-;-;2
"130395 SAO SEBASTIAO DO UATUMA";1;-;-;-;-;-;1;-;-;-;-;-;2
"130410 TAPAUA";-;-;-;1;1;-;-;-;1;-;-;1;4
"130420 TEFE";-;1;-;-;-;2;-;-;-;1;-;1;5
"140047 RORAINOPOLIS";-;-;-;-;-;-;-;-;1;-;-;-;1
"150010 ABAETETUBA";14;10;9;2;4;5;6;8;13;18;6;4;99
"150020 ACARA";2;-;1;1;-;-;-;1;-;1;-;-;6
"150030 AFUA";-;1;-;-;3;6;-;-;1;1;1;-;13
"150050 ALMEIRIM";10;2;2;2;3;-;1;-;-;-;-;2;22
"150070 ANAJAS";-;2;2;-;2;1;1;1;-;1;1;-;11
"150080 ANANINDEUA";7;5;1;5;3;2;6;9;17;9;13;9;86
"150095 AURORA DO PARA";-;-;1;-;-;-;1;-;-;-;-;-;2
"150110 BAGRE";1;1;-;2;-;-;1;-;2;-;-;1;8
"150120 BAIAO";-;-;-;-;-;-;-;-;-;-;1;-;1
"150130 BARCARENA";1;1;-;-;2;-;-;-;-;-;3;1;8
"150140 BELEM";22;16;15;11;9;13;19;26;28;14;21;13;207
"150150 BENEVIDES";1;1;-;-;-;3;-;-;-;-;-;-;5
"150170 BRAGANCA";-;-;-;-;-;-;-;1;-;-;-;1;2
"150180 BREVES";3;1;1;7;1;7;1;4;8;10;3;1;47
"150190 BUJARU";1;-;2;-;-;-;-;-;-;-;-;-;3
"150210 CAMETA";2;1;2;1;1;2;4;2;2;8;2;-;27
"150240 CASTANHAL";1;-;-;1;-;-;-;-;-;-;-;1;3
"150280 CURRALINHO";2;-;1;-;-;-;1;-;-;1;2;-;7
"150290 CURUCA";1;-;1;-;-;-;-;-;-;-;-;-;2
"150310 GURUPA";-;-;-;-;-;-;1;-;-;-;-;-;1
"150330 IGARAPE-MIRI";-;-;-;-;1;-;1;1;-;-;-;-;3
"150360 ITAITUBA";-;1;1;-;-;-;-;-;-;-;-;-;2
"150400 LIMOEIRO DO AJURU";-;-;1;-;1;1;-;-;-;-;2;-;5
"150420 MARABA";1;-;1;-;-;1;-;1;-;-;2;-;6
"150442 MARITUBA";1;2;4;-;2;-;-;-;2;1;3;-;15
"150450 MELGACO";-;-;-;-;-;-;-;-;-;1;-;1;2
"150460 MOCAJUBA";-;-;-;1;-;-;-;1;-;-;1;-;3
"150470 MOJU";-;-;1;-;1;-;-;1;1;-;-;-;4
"150490 MUANA";1;2;2;-;1;-;-;1;1;-;2;-;10
"150500 NOVA TIMBOTEUA";-;-;-;-;-;-;-;-;1;-;-;-;1
"150506 NOVO REPARTIMENTO";-;-;-;-;-;-;-;-;-;1;-;-;1
"150510 OBIDOS";-;-;-;1;-;1;-;-;-;-;-;-;2
"150520 OEIRAS DO PARA";-;-;2;-;-;1;-;-;1;1;-;-;5
"150530 ORIXIMINA";6;2;8;2;1;-;-;-;-;1;2;1;23
"150548 PACAJA";-;-;-;-;-;-;-;-;-;8;2;-;10
"150570 PONTA DE PEDRAS";2;-;-;-;-;-;-;3;-;-;-;1;6
"150580 PORTEL";-;-;-;-;1;-;-;1;2;1;-;1;6
"150600 PRAINHA";1;-;-;-;-;-;-;1;-;1;-;-;3
"150700 SANTO ANTONIO DO TAUA";1;-;1;-;-;-;-;-;-;-;-;-;2
"150710 SAO CAETANO DE ODIVELAS";-;-;-;-;-;-;1;-;-;-;-;-;1
"150715 SAO DOMINGOS DO ARAGUAIA";-;-;-;-;-;-;-;-;-;-;1;-;1
"150720 SAO DOMINGOS DO CAPIM";-;-;-;-;-;-;-;-;-;-;-;1;1
"150745 SAO GERALDO DO ARAGUAIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"150770 SAO SEBASTIAO DA BOA VISTA";-;-;-;-;-;-;1;-;-;-;-;1;2
"150797 TERRA SANTA";1;-;-;1;-;-;-;-;-;-;-;-;2
"150803 TRACUATEUA";-;-;-;-;-;-;-;1;-;-;-;-;1
"150810 TUCURUI";1;-;-;-;-;-;2;-;3;1;3;-;10
"150812 ULIANOPOLIS";1;-;-;-;-;-;-;1;-;-;-;-;2
"160025 ITAUBAL";-;-;-;-;-;-;1;-;-;-;-;-;1
"160027 LARANJAL DO JARI";3;13;9;2;7;-;-;-;-;1;-;1;36
"160030 MACAPA";24;23;10;6;-;3;11;2;7;8;12;11;117
"160053 PORTO GRANDE";-;-;-;2;-;-;-;-;-;-;1;-;3
"160060 SANTANA";4;3;1;-;2;-;-;1;2;1;-;-;14
"160070 TARTARUGALZINHO";-;-;1;-;-;-;-;-;-;-;-;-;1
"160080 VITORIA DO JARI";3;4;7;-;1;-;-;-;4;7;17;1;44
"170210 ARAGUAINA";5;-;-;1;-;1;2;-;2;-;2;-;13
"170230 ARAPOEMA";-;-;-;-;-;-;-;-;1;-;1;-;2
"170255 AUGUSTINOPOLIS";-;-;-;-;1;1;-;-;-;-;-;-;2
"170300 BABACULANDIA";-;1;-;-;-;-;-;-;-;-;-;-;1
"170550 COLINAS DO TOCANTINS";-;1;-;-;-;-;-;1;-;-;-;-;2
"170950 GURUPI";-;-;1;-;-;-;-;-;-;-;-;-;1
"171670 COLMEIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"171850 RECURSOLANDIA";1;-;-;-;-;-;-;-;-;-;-;-;1
"171886 SANTA FE DO ARAGUAIA";-;-;-;-;1;-;-;-;-;-;-;-;1
"172020 SAO MIGUEL DO TOCANTINS";-;2;1;2;-;-;2;1;-;-;-;-;8
"172080 SITIO NOVO DO TOCANTINS";-;1;1;1;-;-;-;-;-;-;-;-;3
"172100 PALMAS";-;1;-;-;-;-;-;-;-;-;-;-;1
"172120 TOCANTINOPOLIS";1;-;-;-;-;-;-;-;-;-;-;-;1
