Disease Name,Cases,Location Name,Country Code,Region Type,Lattitude,Longitude,Region Boundary,TimeStampStart,TimeStampEnd
Leishmaniasis,1,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,50,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,3,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,15,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,6,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,4,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,5,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leishmaniasis,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,37,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,5,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,1,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,20,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,4,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,1,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leishmaniasis,2,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,66,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,5,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,1,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,18,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,6,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,1,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,8,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leishmaniasis,1,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,29,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,8,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,2,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,11,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,18,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,3,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,5,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leishmaniasis,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,929,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,62,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,6,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,4,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,7,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,28,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,1,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,3,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,0,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,24,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leishmaniasis,12,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,39,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,1,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,1,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,11,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,1,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,17,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leishmaniasis,7,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,882,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,3,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,1,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,4,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,21,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,9,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,16,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leishmaniasis,4,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,936,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,13,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,6,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,0,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,0,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,80,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,7,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,7,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,0,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,197,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leishmaniasis,56,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,2001,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,4,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,1,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,0,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,0,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,11,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,6,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,1,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,0,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,35,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leishmaniasis,16,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,6,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,6,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,4,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,2,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dysentery,227,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Encephalitis,5,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Enteric Fever,4,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Food Poisoning,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leptospirosis,6,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Typhus Fever,56,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Viral Hepatitis,5,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Human Rabies,7,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Chickenpox,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Meningitis,30,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Leishmaniasis,9,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
Dengue Fever,,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",07-Apr-2023 00:00:00,14-Apr-2023 00:00:00
