Disease Name,Cases,Location Name,Country Code,Region Type,Lattitude,Longitude,Region Boundary,TimeStampStart,TimeStampEnd
Meningitis,13,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,2,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,1430,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,5,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,0,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,0,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,0,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,176,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,8,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,2,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,0,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,30,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,11,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,445,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,24,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,2,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,85,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,19,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,3,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,14,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,6,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,533,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,8,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,108,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,5,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,1,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,16,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,5,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,1812,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,19,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,2,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,42,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,21,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,18,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,381,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,5,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,4,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,60,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,8,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,73,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,4,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,16,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,11,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,8,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,4,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,154,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,1,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,12,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,2,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,1,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,4,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,15,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,47,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,1,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,2,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,10,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,1,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,5,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,33,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,3,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,2,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,3,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,20,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,4,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,4,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,764,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,43,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,5,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,0,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,17,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,26,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,0,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,1,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,1,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,7,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,20,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,74,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,6,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,1,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,17,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,55,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,1,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,1,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,32,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,11,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,786,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,22,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,1,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leptospirosis,2,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Typhus Fever,14,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Viral Hepatitis,3,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Human Rabies,4,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Chickenpox,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Meningitis,15,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Leishmaniasis,4,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dengue Fever,,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",20-May-2022 00:00:00,27-May-2022 00:00:00
Dysentery,1247,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",20-May-2022 00:00:00,27-May-2022 00:00:00
Encephalitis,8,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",20-May-2022 00:00:00,27-May-2022 00:00:00
Enteric Fever,1,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",20-May-2022 00:00:00,27-May-2022 00:00:00
Food Poisoning,0,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",20-May-2022 00:00:00,27-May-2022 00:00:00
