2011
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"250403 CAPIM";-;-;2;5;3;1;2;6;2;-;-;-;1;22
"250407 CARAUBAS";-;-;-;1;3;-;-;-;1;1;-;-;-;6
"250410 CARRAPATEIRA";-;13;8;3;22;7;-;-;-;-;-;-;-;53
"250415 CASSERENGUE";-;3;1;9;16;5;5;3;3;1;2;3;-;51
"250420 CATINGUEIRA";-;2;19;5;13;30;10;-;-;3;-;-;1;83
"250430 CATOLE DO ROCHA";-;22;59;73;104;76;75;47;51;34;17;17;13;588
"250435 CATURITE";-;3;12;9;11;16;10;13;18;6;8;3;8;117
"250440 CONCEICAO";-;-;15;24;11;5;5;1;-;-;-;-;-;61
"250450 CONDADO";-;-;9;27;30;21;13;16;9;12;4;3;-;144
"250460 CONDE";-;-;-;21;16;23;12;4;5;2;1;-;-;84
"250470 CONGO";-;-;2;-;-;3;5;3;-;3;-;1;-;17
"250480 COREMAS";-;12;12;34;26;14;10;12;10;13;14;16;11;184
"250485 COXIXOLA";-;-;-;-;-;2;-;-;-;-;-;1;-;3
"250490 CRUZ DO ESPIRITO SANTO";-;-;-;-;-;4;2;-;-;-;-;-;-;6
"250500 CUBATI";-;1;-;13;50;19;2;1;-;-;-;-;-;86
"250510 CUITE";-;2;15;27;34;28;4;5;-;-;-;-;-;115
"250520 CUITEGI";-;-;-;4;12;1;1;-;1;-;1;-;-;20
"250523 CUITE DE MAMANGUAPE";-;-;1;13;1;-;-;-;-;-;-;-;-;15
"250527 CURRAL DE CIMA";-;-;-;1;1;-;-;5;10;1;1;-;-;19
"250530 CURRAL VELHO";-;-;4;-;-;-;-;-;-;-;-;-;-;4
"250535 DAMIAO";-;4;9;2;1;1;1;-;-;-;-;-;-;18
"250540 DESTERRO";-;1;4;16;14;5;2;2;-;-;1;-;-;45
"250550 VISTA SERRANA";-;-;-;1;21;88;25;26;8;10;2;-;-;181
"250560 DIAMANTE";-;4;4;1;-;-;-;-;-;1;1;3;10;24
"250570 DONA INES";-;15;22;44;48;7;10;2;1;3;1;2;1;156
"250580 DUAS ESTRADAS";-;5;3;2;3;4;2;1;-;-;-;-;-;20
"250590 EMAS";-;12;29;38;17;7;4;-;1;-;-;-;-;108
"250600 ESPERANCA";-;15;24;138;149;128;111;49;40;7;15;10;16;702
"250610 FAGUNDES";-;-;-;9;23;43;4;7;2;-;-;-;-;88
"250620 FREI MARTINHO";-;-;-;2;-;2;11;4;-;-;-;-;-;19
"250625 GADO BRAVO";-;1;-;8;1;1;-;-;-;1;2;-;2;16
"250630 GUARABIRA";-;13;15;102;124;102;34;38;66;58;24;16;18;610
"250640 GURINHEM";-;1;6;21;15;15;10;1;4;-;-;-;1;74
"250650 GURJAO";-;-;-;7;3;4;2;-;4;-;-;-;-;20
"250660 IBIARA";-;-;3;12;2;1;-;-;-;-;-;1;-;19
"250670 IMACULADA";-;14;12;44;20;4;7;3;-;-;1;-;-;105
"250680 INGA";-;1;2;17;20;6;8;3;5;-;-;1;-;63
"250690 ITABAIANA";-;-;-;-;2;-;-;1;1;-;-;-;-;4
"250700 ITAPORANGA";-;11;17;17;16;45;37;34;15;4;3;13;7;219
"250710 ITAPOROROCA";-;7;31;72;33;18;15;8;4;8;7;5;-;208
"250720 ITATUBA";-;-;-;8;-;1;-;-;3;1;6;-;-;19
"250730 JACARAU";-;1;-;5;4;29;29;27;12;1;-;-;4;112
"250740 JERICO";-;-;2;5;21;25;5;1;1;2;-;2;6;70
"250750 JOAO PESSOA";-;249;452;1209;1645;2073;1610;1287;930;421;254;159;223;10512
"250760 JUAREZ TAVORA";-;-;3;10;13;5;2;-;-;-;-;-;-;33
"250770 JUAZEIRINHO";-;3;2;9;6;16;10;25;82;44;42;15;30;284
"250780 JUNCO DO SERIDO";-;-;4;4;-;-;1;-;-;-;-;-;-;9
"250790 JURIPIRANGA";-;1;8;19;6;4;4;2;-;2;-;-;-;46
"250800 JURU";-;2;1;35;31;6;5;5;13;2;-;-;-;100
"250810 LAGOA";-;-;17;1;2;-;-;-;-;-;-;-;-;20
"250820 LAGOA DE DENTRO";-;-;14;15;-;5;4;5;1;1;-;-;-;45
"250830 LAGOA SECA";-;7;2;8;9;12;8;9;-;2;4;-;-;61
"250850 LIVRAMENTO";-;4;1;-;-;-;-;-;-;-;-;1;1;7
"250855 LOGRADOURO";-;-;3;6;4;6;3;4;1;2;-;-;-;29
"250860 LUCENA";-;-;1;3;5;7;5;5;6;1;-;1;-;34
"250870 MAE D'AGUA";-;4;8;10;12;23;10;9;6;1;1;-;-;84
"250880 MALTA";-;-;-;2;-;4;3;4;2;-;-;-;-;15
"250890 MAMANGUAPE";-;-;3;3;10;6;12;5;2;2;-;-;-;43
"250900 MANAIRA";-;3;12;7;7;18;6;1;-;-;-;1;1;56
"250910 MARI";-;2;4;18;23;27;12;9;13;8;-;-;-;116
"250915 MARIZOPOLIS";-;1;-;21;10;20;1;-;2;-;-;-;1;56
"250920 MASSARANDUBA";-;-;-;4;3;5;2;2;1;-;-;-;-;17
"250930 MATARACA";-;1;-;8;6;6;2;-;-;1;-;-;-;24
"250933 MATINHAS";-;-;-;1;-;-;-;-;1;-;2;1;-;5
"250937 MATO GROSSO";-;-;3;4;1;5;-;-;-;-;-;-;-;13
"250939 MATUREIA";-;8;9;24;39;27;4;2;2;1;1;-;-;117
"250940 MOGEIRO";-;-;1;9;5;4;2;1;-;-;-;-;-;22
"250950 MONTADAS";-;13;34;43;14;5;-;1;-;-;-;-;-;110
"250960 MONTE HOREBE";-;1;-;-;-;2;5;1;1;-;-;-;-;10
"250970 MONTEIRO";-;79;105;90;50;31;19;19;10;19;23;20;22;487
"250980 MULUNGU";-;-;3;4;3;3;1;1;-;2;-;-;-;17
"250990 NATUBA";-;-;-;18;12;2;-;-;-;-;-;-;-;32
"251000 NAZAREZINHO";-;-;-;12;4;1;1;2;1;-;1;-;-;22
"251010 NOVA FLORESTA";-;7;8;21;20;10;3;3;-;1;-;-;-;73
"251020 NOVA OLINDA";-;10;1;-;2;2;1;12;1;-;-;-;-;29
"251030 NOVA PALMEIRA";-;-;2;4;4;3;22;22;-;-;-;-;-;57
"251040 OLHO D'AGUA";-;1;2;4;-;-;-;1;-;-;-;-;-;8
"251050 OLIVEDOS";-;-;2;3;3;28;4;2;2;-;-;1;-;45
"251060 OURO VELHO";-;-;-;-;-;5;5;2;6;-;-;-;-;18
"251065 PARARI";-;-;4;8;8;12;4;5;-;-;2;-;2;45
"251070 PASSAGEM";-;-;2;3;5;3;-;2;4;3;1;-;-;23
"251080 PATOS";-;53;259;418;236;106;50;34;30;6;2;7;5;1206
"251090 PAULISTA";-;-;-;1;24;5;-;-;-;-;-;-;-;30
"251100 PEDRA BRANCA";-;1;2;3;7;-;18;-;-;-;-;-;1;32
"251110 PEDRA LAVRADA";-;2;1;1;14;16;33;12;3;-;-;-;-;82
"251120 PEDRAS DE FOGO";-;10;11;12;21;17;7;1;1;1;2;-;-;83
"251130 PIANCO";-;7;57;18;23;27;14;15;24;1;6;-;-;192
"251140 PICUI";-;5;3;17;15;27;18;29;5;1;-;1;1;122
"251150 PILAR";-;-;-;-;1;-;-;1;-;-;-;1;-;3
"251160 PILOES";-;-;-;-;1;12;14;4;-;-;-;-;-;31
"251170 PILOEZINHOS";-;-;-;-;6;7;1;3;1;2;-;-;-;20
"251180 PIRPIRITUBA";-;1;1;4;9;8;13;6;9;-;-;2;1;54
"251190 PITIMBU";-;1;1;5;15;5;-;-;1;-;-;-;-;28
"251200 POCINHOS";-;-;1;3;4;5;11;5;5;5;9;3;1;52
"251203 POCO DANTAS";-;3;10;43;11;6;1;-;-;1;-;-;1;76
"251207 POCO DE JOSE DE MOURA";-;23;15;16;-;1;-;-;-;-;-;-;10;65
"251210 POMBAL";-;11;50;34;62;12;16;36;7;3;-;2;-;233
"251220 PRATA";-;4;9;9;17;3;-;4;2;1;-;-;-;49
"251230 PRINCESA ISABEL";-;3;4;30;216;438;254;56;14;7;1;-;4;1027
"251240 PUXINANA";-;1;3;1;1;11;2;1;-;1;-;-;-;21
"251250 QUEIMADAS";-;10;17;52;55;34;15;14;12;4;3;7;3;226
"251260 QUIXABA";-;-;1;9;2;58;6;-;-;-;-;-;-;76
"251270 REMIGIO";-;3;21;30;34;18;4;3;1;-;1;-;-;115
"251272 PEDRO REGIS";-;-;-;-;1;-;5;9;14;7;1;2;1;40
"251274 RIACHAO";-;-;5;13;12;9;1;-;1;-;-;1;2;44
"251275 RIACHAO DO BACAMARTE";-;-;-;3;1;1;-;-;-;-;-;-;-;5
"251278 RIACHO DE SANTO ANTONIO";-;2;-;-;2;1;1;-;-;-;-;1;-;7
"251280 RIACHO DOS CAVALOS";-;1;4;3;7;7;1;5;27;9;1;5;1;71
"251290 RIO TINTO";-;-;2;4;9;12;27;10;5;-;1;-;-;70
"251300 SALGADINHO";-;4;6;18;15;2;1;7;-;-;-;-;-;53
"251310 SALGADO DE SAO FELIX";-;-;7;28;7;5;2;-;1;1;-;-;-;51
"251315 SANTA CECILIA";-;-;1;-;3;5;2;-;-;-;-;-;-;11
"251320 SANTA CRUZ";-;74;39;3;3;1;2;14;29;1;-;-;1;167
"251330 SANTA HELENA";-;9;7;11;15;4;5;-;-;-;-;-;1;52
"251335 SANTA INES";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"251340 SANTA LUZIA";-;3;13;20;27;19;25;13;20;13;10;3;2;168
"251350 SANTANA DE MANGUEIRA";-;2;1;3;2;1;1;2;-;1;-;4;4;21
"251360 SANTANA DOS GARROTES";-;-;9;30;49;35;2;-;-;-;-;-;9;134
"251365 JOCA CLAUDINO";-;23;21;4;12;9;5;4;8;4;15;12;7;124
"251370 SANTA RITA";-;5;18;47;61;36;14;13;3;1;11;7;8;224
"251380 SANTA TERESINHA";-;10;3;5;18;16;1;3;3;-;1;-;-;60
"251385 SANTO ANDRE";-;1;14;28;10;7;1;4;-;1;-;-;-;66
"251390 SAO BENTO";-;2;-;2;6;1;3;2;4;7;5;8;2;42
"251392 SAO BENTINHO";-;-;-;6;1;1;-;-;-;-;1;-;-;9
"251396 SAO DOMINGOS";-;-;-;2;-;1;2;1;2;-;-;-;-;8
"251398 SAO FRANCISCO";-;-;-;2;-;1;2;3;1;3;-;-;-;12
"251400 SAO JOAO DO CARIRI";-;3;7;9;17;1;-;-;-;-;-;-;-;37
"251410 SAO JOAO DO TIGRE";-;-;1;2;2;6;2;-;1;1;-;-;-;15
"251420 SAO JOSE DA LAGOA TAPADA";-;16;24;33;5;9;7;19;9;-;-;-;-;122
"251430 SAO JOSE DE CAIANA";-;3;2;12;4;-;-;-;1;-;-;-;-;22
"251440 SAO JOSE DE ESPINHARAS";-;-;1;11;25;16;8;7;2;-;-;-;-;70
"251445 SAO JOSE DOS RAMOS";-;6;30;10;4;1;1;1;5;5;-;-;2;65
"251450 SAO JOSE DE PIRANHAS";-;1;13;44;77;61;84;34;17;1;1;1;1;335
"251455 SAO JOSE DE PRINCESA";-;-;-;1;19;39;15;9;-;-;-;-;-;83
"251460 SAO JOSE DO BONFIM";-;4;7;-;2;6;2;-;3;-;-;-;-;24
"251465 SAO JOSE DO BREJO DO CRUZ";-;-;9;8;4;-;1;-;-;-;-;-;-;22
"251470 SAO JOSE DO SABUGI";-;11;18;16;8;2;5;6;1;1;-;-;-;68
"251480 SAO JOSE DOS CORDEIROS";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"251490 SAO MAMEDE";-;-;16;14;18;14;9;6;5;1;1;1;-;85
"251500 SAO MIGUEL DE TAIPU";-;-;1;2;-;-;-;-;-;-;-;-;-;3
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";-;2;5;13;14;6;1;-;-;-;-;-;-;41
"251520 SAO SEBASTIAO DO UMBUZEIRO";-;3;2;5;4;7;1;-;2;-;1;3;1;29
"251530 SAPE";-;-;3;42;123;56;32;14;14;-;-;-;-;284
"251540 SAO VICENTE DO SERIDO";-;-;-;-;-;2;-;-;-;-;1;1;-;4
"251550 SERRA BRANCA";-;19;33;16;12;6;12;13;2;-;-;-;-;113
"251560 SERRA DA RAIZ";-;-;-;-;1;1;-;-;-;-;-;-;1;3
"251570 SERRA GRANDE";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"251580 SERRA REDONDA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251590 SERRARIA";-;-;-;1;3;-;2;-;-;-;-;-;-;6
"251593 SERTAOZINHO";-;1;-;1;5;15;18;5;5;8;2;8;-;68
"251597 SOBRADO";-;1;-;4;2;-;3;3;-;-;-;-;-;13
"251600 SOLANEA";-;-;1;34;31;18;4;6;2;1;-;-;-;97
"251610 SOLEDADE";-;1;4;9;17;19;1;1;-;-;1;-;-;53
"251615 SOSSEGO";-;-;1;-;1;1;-;-;-;-;-;-;-;3
"251620 SOUSA";-;38;57;95;176;293;125;66;25;1;1;1;3;881
"251630 SUME";-;-;3;4;2;4;3;6;8;5;1;-;-;36
"251640 TACIMA";-;-;-;10;7;8;2;-;-;-;1;-;-;28
"251650 TAPEROA";-;1;3;9;32;4;1;1;1;-;-;-;-;52
"251660 TAVARES";-;2;-;4;5;8;16;8;-;1;1;-;1;46
"251670 TEIXEIRA";-;38;87;127;125;93;50;10;7;9;6;13;2;567
"251675 TENORIO";-;1;1;3;6;2;-;-;-;-;-;-;-;13
"251680 TRIUNFO";-;1;-;-;-;1;9;6;9;3;-;3;2;34
"251690 UIRAUNA";-;28;30;79;88;65;18;12;6;2;-;1;2;331
"251700 UMBUZEIRO";-;-;-;1;-;1;1;-;2;-;-;-;-;5
"251710 VARZEA";-;-;1;25;12;9;5;7;1;1;-;-;-;61
"251720 VIEIROPOLIS";-;-;-;5;22;9;9;2;-;-;-;1;-;48
"251740 ZABELE";-;1;3;3;8;11;-;-;-;-;-;-;-;26
"260005 ABREU E LIMA";-;19;44;161;128;62;26;10;10;2;2;5;6;475
"260010 AFOGADOS DA INGAZEIRA";-;139;716;938;643;207;78;56;30;16;19;14;27;2883
"260020 AFRANIO";-;-;1;14;91;50;29;9;2;-;-;-;-;196
"260030 AGRESTINA";-;1;4;3;9;7;3;1;3;4;1;4;-;40
"260040 AGUA PRETA";-;1;-;-;6;61;14;4;3;1;3;3;1;97
"260050 AGUAS BELAS";-;1;3;10;18;4;3;1;-;1;-;-;-;41
"260060 ALAGOINHA";-;1;5;23;24;15;8;3;1;-;-;-;-;80
"260070 ALIANCA";-;27;43;43;39;8;-;3;-;-;-;-;14;177
"260080 ALTINHO";-;7;11;43;117;65;13;3;2;2;-;-;-;263
"260090 AMARAJI";-;-;1;1;3;-;-;-;-;-;-;-;-;5
"260100 ANGELIM";-;-;-;-;-;1;2;2;-;-;-;-;-;5
"260105 ARACOIABA";-;1;3;2;4;-;-;-;-;-;-;-;-;10
"260110 ARARIPINA";-;54;81;65;47;18;2;8;4;1;4;10;16;310
"260120 ARCOVERDE";-;19;31;48;39;23;10;1;3;4;8;6;4;196
"260130 BARRA DE GUABIRABA";-;-;-;4;2;2;-;-;-;-;-;-;-;8
"260140 BARREIROS";-;-;1;1;1;-;1;-;-;-;-;-;-;4
"260150 BELEM DE MARIA";-;-;2;1;-;1;1;-;-;-;-;-;-;5
"260160 BELEM DE SAO FRANCISCO";-;1;-;2;3;1;-;-;-;-;1;1;1;10
"260170 BELO JARDIM";-;-;1;7;50;20;19;10;11;2;-;-;-;120
"260180 BETANIA";-;1;2;5;7;-;4;2;-;-;-;-;-;21
"260190 BEZERROS";-;2;15;52;25;3;-;2;-;1;-;1;5;106
"260200 BODOCO";-;25;7;5;1;2;2;-;-;7;3;18;84;154
"260210 BOM CONSELHO";-;1;-;2;17;16;7;3;-;-;-;-;1;47
"260220 BOM JARDIM";-;6;22;92;42;7;5;1;-;-;-;-;1;176
"260230 BONITO";-;14;2;9;13;9;11;12;2;-;-;2;2;76
"260240 BREJAO";-;1;-;1;1;5;-;-;-;-;-;-;-;8
"260250 BREJINHO";-;4;5;23;23;20;5;2;2;1;-;1;-;86
"260260 BREJO DA MADRE DE DEUS";-;1;9;23;35;27;10;3;-;-;-;-;-;108
"260270 BUENOS AIRES";-;-;5;5;5;3;-;-;-;-;1;-;1;20
"260280 BUIQUE";-;1;5;3;9;8;6;1;-;-;1;-;1;35
"260290 CABO DE SANTO AGOSTINHO";-;52;98;456;429;373;204;213;95;47;35;25;26;2053
"260300 CABROBO";-;-;1;1;9;12;8;6;7;-;2;1;-;47
"260310 CACHOEIRINHA";-;-;-;6;3;1;-;-;-;-;-;-;-;10
"260320 CAETES";-;-;3;11;57;19;-;2;-;1;1;-;-;94
"260330 CALCADO";-;1;1;5;33;42;21;8;3;1;-;1;1;117
"260340 CALUMBI";-;-;1;8;2;2;-;1;-;-;-;-;-;14
"260345 CAMARAGIBE";-;55;67;45;12;24;12;4;5;-;1;1;11;237
"260350 CAMOCIM DE SAO FELIX";-;-;-;-;5;3;-;-;-;-;-;1;1;10
"260360 CAMUTANGA";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"260370 CANHOTINHO";-;-;-;11;8;13;6;3;1;-;-;-;-;42
"260380 CAPOEIRAS";-;-;1;2;5;8;10;2;4;1;-;-;-;33
"260390 CARNAIBA";-;6;34;66;62;33;1;2;-;-;1;1;5;211
"260392 CARNAUBEIRA DA PENHA";-;-;-;-;2;2;-;1;-;-;1;3;-;9
"260400 CARPINA";-;159;194;175;142;80;29;17;11;17;30;15;35;904
"260410 CARUARU";-;37;71;96;103;90;27;32;26;21;21;18;41;583
"260415 CASINHAS";-;2;7;17;16;12;1;1;-;1;-;2;-;59
"260420 CATENDE";-;-;1;-;1;-;-;1;1;1;-;-;-;5
"260430 CEDRO";-;3;7;10;40;22;5;-;-;-;1;-;-;88
"260440 CHA DE ALEGRIA";-;1;1;-;-;-;1;-;-;-;-;1;6;10
"260450 CHA GRANDE";-;3;5;7;12;30;8;8;7;1;8;4;4;97
"260460 CONDADO";-;37;105;172;100;63;29;9;6;6;7;4;12;550
"260470 CORRENTES";-;-;-;-;1;14;18;2;5;-;-;-;-;40
"260480 CORTES";-;-;-;1;-;4;1;-;-;-;-;-;1;7
"260490 CUMARU";-;11;13;9;7;11;3;2;-;-;-;1;1;58
"260500 CUPIRA";-;-;1;2;6;-;-;-;1;-;-;-;-;10
"260510 CUSTODIA";-;5;6;7;6;1;-;-;1;2;1;-;-;29
"260515 DORMENTES";-;4;8;5;5;1;1;3;-;-;-;-;-;27
"260520 ESCADA";-;2;2;39;10;14;9;8;-;2;-;1;-;87
"260530 EXU";-;272;126;26;13;3;1;-;1;-;-;2;42;486
"260540 FEIRA NOVA";-;16;-;-;-;-;-;-;-;-;-;1;3;20
"260545 FERNANDO DE NORONHA";-;2;-;23;50;55;12;8;-;-;-;-;-;150
"260550 FERREIROS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"260560 FLORES";-;1;1;19;13;-;-;-;-;-;-;-;-;34
"260570 FLORESTA";-;6;6;19;24;12;5;1;-;1;-;-;-;74
"260580 FREI MIGUELINHO";-;3;-;-;-;-;3;-;-;-;-;-;2;8
"260590 GAMELEIRA";-;-;2;15;5;3;2;-;-;-;-;-;-;27
"260600 GARANHUNS";-;12;20;80;438;413;178;164;76;15;14;11;-;1421
"260610 GLORIA DO GOITA";-;58;43;40;16;13;15;13;6;7;12;12;8;243
"260620 GOIANA";-;36;58;128;182;137;58;42;36;11;5;2;4;699
"260630 GRANITO";-;5;-;-;1;1;-;-;-;-;-;-;-;7
"260640 GRAVATA";-;7;19;47;95;64;29;19;10;9;7;10;7;323
"260650 IATI";-;-;1;7;17;7;3;1;-;1;-;-;-;37
"260660 IBIMIRIM";-;-;3;10;22;2;-;1;-;-;-;-;-;38
"260670 IBIRAJUBA";-;-;-;1;-;1;-;1;-;2;-;-;-;5
"260680 IGARASSU";-;22;45;133;298;261;102;50;21;35;36;13;28;1044
"260690 IGUARACY";-;-;7;22;7;2;2;-;-;-;-;-;1;41
"260700 INAJA";-;-;1;7;5;12;1;1;1;1;-;-;-;29
"260710 INGAZEIRA";-;5;15;23;14;1;-;-;-;-;-;1;-;59
"260720 IPOJUCA";-;48;95;258;244;187;118;68;46;28;38;31;40;1201
"260730 IPUBI";-;3;2;4;4;2;-;-;-;2;28;25;17;87
"260740 ITACURUBA";-;2;1;1;4;3;-;-;1;1;-;-;-;13
"260750 ITAIBA";-;-;31;10;1;-;1;-;-;-;-;-;-;43
"260760 ILHA DE ITAMARACA";-;3;16;43;28;13;9;6;1;-;6;2;3;130
"260765 ITAMBE";-;25;67;58;44;21;5;-;-;-;-;2;9;231
"260770 ITAPETIM";-;6;11;83;33;13;1;-;1;-;1;8;4;161
"260775 ITAPISSUMA";-;1;2;5;1;6;3;1;-;3;-;-;1;23
"260780 ITAQUITINGA";-;8;16;60;14;2;-;2;6;3;2;-;2;115
"260790 JABOATAO DOS GUARARAPES";-;109;187;449;581;425;221;189;110;78;45;79;86;2559
"260795 JAQUEIRA";-;-;2;5;4;3;11;3;3;1;-;-;-;32
"260800 JATAUBA";-;2;2;14;5;11;20;8;1;1;-;1;-;65
"260805 JATOBA";-;1;-;9;18;10;4;1;1;-;4;-;-;48
"260810 JOAO ALFREDO";-;2;1;-;2;-;3;11;3;1;-;1;1;25
"260820 JOAQUIM NABUCO";-;-;1;1;4;1;-;1;-;-;-;-;-;8
"260825 JUCATI";-;-;1;-;2;1;1;-;-;-;-;-;-;5
"260830 JUPI";-;-;1;5;14;8;-;-;1;-;-;1;-;30
"260840 JUREMA";-;1;7;26;107;44;-;-;-;-;-;-;-;185
"260845 LAGOA DO CARRO";-;33;18;35;29;27;5;5;8;6;-;2;12;180
"260850 LAGOA DE ITAENGA";-;4;2;4;3;5;8;4;2;-;-;-;1;33
"260860 LAGOA DO OURO";-;-;-;1;-;4;9;-;-;-;-;-;-;14
"260875 LAGOA GRANDE";-;2;6;9;30;19;7;6;5;1;-;-;3;88
"260880 LAJEDO";-;-;-;4;13;23;5;1;-;1;-;1;-;48
"260890 LIMOEIRO";-;195;139;90;114;53;33;32;12;14;11;15;50;758
"260900 MACAPARANA";-;4;4;44;116;22;11;5;3;-;-;-;-;209
"260910 MACHADOS";-;-;10;27;10;9;12;4;1;2;3;3;-;81
"260915 MANARI";-;-;2;-;-;-;-;1;-;-;-;-;-;3
"260920 MARAIAL";-;-;-;2;5;4;-;1;-;-;-;-;-;12
"260930 MIRANDIBA";-;1;1;3;33;17;2;-;-;-;-;-;-;57
"260940 MORENO";-;11;28;45;45;96;95;80;63;12;7;-;-;482
"260950 NAZARE DA MATA";-;3;10;1;4;4;4;4;-;1;1;1;3;36
"260960 OLINDA";-;192;412;620;276;231;202;146;154;121;151;168;214;2887
"260970 OROBO";-;3;6;34;23;22;10;11;2;1;1;-;-;113
"260980 OROCO";-;1;-;-;-;2;-;-;-;-;-;-;-;3
"260990 OURICURI";-;15;6;3;2;1;1;-;5;2;2;32;18;87
"261000 PALMARES";-;5;8;61;173;89;30;25;7;1;3;7;-;409
"261010 PALMEIRINA";-;-;15;7;3;-;1;-;-;-;-;-;-;26
"261020 PANELAS";-;-;-;3;2;-;-;1;-;-;-;-;1;7
"261030 PARANATAMA";-;-;1;6;16;4;-;2;-;-;1;-;-;30
"261040 PARNAMIRIM";-;-;4;47;46;20;-;9;5;-;-;-;-;131
"261050 PASSIRA";-;122;21;9;10;3;1;-;-;2;-;1;13;182
"261060 PAUDALHO";-;44;48;29;-;3;-;1;-;-;1;-;1;127
"261070 PAULISTA";-;85;157;214;168;209;215;125;87;41;50;54;118;1523
"261080 PEDRA";-;1;6;16;30;7;3;-;-;1;-;-;-;64
"261090 PESQUEIRA";-;5;8;33;48;16;9;1;1;1;3;2;2;129
"261100 PETROLANDIA";-;1;5;10;23;11;7;2;3;1;1;-;-;64
"261110 PETROLINA";-;131;129;139;156;158;111;62;28;28;21;16;21;1000
"261120 POCAO";-;-;2;20;18;3;2;-;-;-;-;-;-;45
"261130 POMBOS";-;8;6;8;17;13;4;1;2;-;-;-;-;59
"261140 PRIMAVERA";-;2;18;50;135;80;14;10;4;4;-;-;-;317
"261150 QUIPAPA";-;-;5;9;5;7;5;1;2;1;-;-;-;35
"261153 QUIXABA";-;7;10;28;16;-;8;5;2;1;-;1;4;82
"261160 RECIFE";1;1979;3087;4180;3219;2394;1629;1280;893;689;798;1161;1407;22717
"261170 RIACHO DAS ALMAS";-;2;7;5;4;3;-;-;-;-;-;-;1;22
"261180 RIBEIRAO";-;-;10;12;16;7;2;1;-;-;-;-;-;48
"261190 RIO FORMOSO";-;-;6;18;14;7;15;18;3;-;3;1;2;87
"261200 SAIRE";-;-;-;9;13;-;-;-;1;-;-;-;-;23
"261210 SALGADINHO";-;1;2;1;-;-;-;-;-;-;-;-;-;4
"261220 SALGUEIRO";-;15;14;50;48;45;28;29;17;24;33;5;10;318
"261230 SALOA";-;-;-;2;2;6;1;-;-;-;-;-;-;11
"261240 SANHARO";-;2;1;6;15;9;2;4;6;1;2;-;2;50
"261245 SANTA CRUZ";-;3;33;48;10;4;2;1;-;-;-;-;-;101
"261247 SANTA CRUZ DA BAIXA VERDE";-;-;1;11;11;13;4;1;-;-;-;-;-;41
"261250 SANTA CRUZ DO CAPIBARIBE";-;10;10;37;35;31;26;12;1;1;4;6;-;173
"261255 SANTA FILOMENA";-;2;19;4;4;1;-;2;-;-;-;-;-;32
"261260 SANTA MARIA DA BOA VISTA";-;2;-;4;7;4;4;1;-;-;2;-;-;24
"261270 SANTA MARIA DO CAMBUCA";-;-;-;1;3;5;1;-;1;3;-;-;-;14
"261280 SANTA TEREZINHA";-;2;10;32;61;26;3;-;-;-;-;-;-;134
"261290 SAO BENEDITO DO SUL";-;-;1;-;-;1;1;-;-;-;-;-;-;3
"261300 SAO BENTO DO UNA";-;8;9;35;18;10;4;-;-;-;-;-;-;84
"261310 SAO CAITANO";-;-;-;5;7;1;-;-;-;-;-;-;1;14
"261320 SAO JOAO";-;-;-;3;6;13;4;-;-;-;1;-;-;27
"261330 SAO JOAQUIM DO MONTE";-;2;3;1;5;-;6;1;4;3;6;1;-;32
"261340 SAO JOSE DA COROA GRANDE";-;3;7;23;32;26;4;1;1;-;-;-;2;99
"261350 SAO JOSE DO BELMONTE";-;59;87;165;356;149;41;19;13;3;1;2;17;912
"261360 SAO JOSE DO EGITO";-;62;255;342;144;90;23;14;6;3;-;-;1;940
"261370 SAO LOURENCO DA MATA";-;16;7;33;26;9;17;7;6;25;1;4;9;160
"261380 SAO VICENTE FERRER";-;-;-;1;5;7;5;-;4;3;2;-;-;27
"261390 SERRA TALHADA";-;27;43;78;98;74;52;12;11;2;3;8;8;416
"261400 SERRITA";-;50;42;40;29;9;11;3;1;2;1;-;12;200
"261410 SERTANIA";-;33;21;27;9;2;1;-;1;-;-;-;1;95
"261420 SIRINHAEM";-;1;1;10;1;5;-;-;-;-;-;-;-;18
"261430 MOREILANDIA";-;-;15;5;11;4;-;-;-;-;-;-;-;35
"261440 SOLIDAO";-;11;11;17;25;10;2;1;-;-;-;-;-;77
"261450 SURUBIM";-;49;44;96;50;48;24;17;15;5;3;9;8;368
"261460 TABIRA";-;42;37;50;6;5;3;1;-;-;1;1;-;146
"261470 TACAIMBO";-;1;-;-;5;2;1;-;-;-;3;-;1;13
"261480 TACARATU";-;-;-;1;2;19;13;4;1;-;-;1;-;41
"261485 TAMANDARE";-;5;6;11;13;52;17;5;1;2;5;3;3;123
"261500 TAQUARITINGA DO NORTE";-;11;12;14;30;72;50;29;14;8;1;2;1;244
