2019
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";11;3;11;2;7;9;4;3;5;4;-;3;62
"110002 ARIQUEMES";45;43;45;38;51;37;25;34;35;38;40;40;471
"110003 CABIXI";-;1;2;1;-;-;-;-;-;-;1;1;6
"110004 CACOAL";46;59;64;59;62;51;63;54;64;45;39;41;647
"110005 CEREJEIRAS";-;2;5;4;2;4;2;4;1;6;8;6;44
"110006 COLORADO DO OESTE";3;2;6;4;2;5;4;4;10;15;7;4;66
"110007 CORUMBIARA";3;1;-;1;2;1;-;3;4;1;3;1;20
"110008 COSTA MARQUES";2;2;4;1;3;4;3;5;1;1;2;2;30
"110009 ESPIGAO D'OESTE";13;11;14;8;10;4;12;17;5;7;10;2;113
"110010 GUAJARA-MIRIM";15;29;19;18;14;17;13;28;21;30;16;28;248
"110011 JARU";16;19;24;21;20;18;23;17;17;15;13;11;214
"110012 JI-PARANA";46;53;46;37;59;70;53;74;59;54;60;47;658
"110013 MACHADINHO D'OESTE";19;12;20;10;3;10;15;11;5;13;9;10;137
"110014 NOVA BRASILANDIA D'OESTE";2;2;6;3;10;3;3;4;1;5;5;5;49
"110015 OURO PRETO DO OESTE";6;13;6;7;10;5;5;5;4;3;5;5;74
"110018 PIMENTA BUENO";5;7;8;2;6;8;4;7;4;4;6;2;63
"110020 PORTO VELHO";225;217;266;246;270;214;193;197;231;236;167;164;2626
"110025 PRESIDENTE MEDICI";2;4;2;4;5;8;4;2;4;5;5;4;49
"110026 RIO CRESPO";3;3;3;6;-;1;4;3;1;6;1;2;33
"110028 ROLIM DE MOURA";7;15;23;27;21;21;21;21;14;12;12;17;211
"110029 SANTA LUZIA D'OESTE";-;-;1;1;2;2;-;1;-;-;1;-;8
"110030 VILHENA";39;53;62;53;61;38;61;57;48;58;43;42;615
"110032 SAO MIGUEL DO GUAPORE";3;5;5;-;3;2;1;2;6;3;1;2;33
"110033 NOVA MAMORE";10;7;7;9;16;8;5;8;5;13;13;14;115
"110034 ALVORADA D'OESTE";-;2;4;2;3;3;-;1;2;3;2;3;25
"110037 ALTO ALEGRE DOS PARECIS";-;-;1;2;3;-;1;3;-;2;1;-;13
"110040 ALTO PARAISO";-;-;-;2;1;2;1;-;-;4;-;-;10
"110045 BURITIS";45;29;31;21;24;34;23;27;23;25;25;33;340
"110050 NOVO HORIZONTE DO OESTE";1;2;-;-;-;-;-;-;1;-;-;1;5
"110060 CACAULANDIA";1;-;-;-;-;1;-;1;1;1;3;-;8
"110070 CAMPO NOVO DE RONDONIA";-;2;4;9;-;2;3;1;-;2;2;1;26
"110080 CANDEIAS DO JAMARI";4;7;10;7;12;9;6;5;9;3;5;4;81
"110090 CASTANHEIRAS";-;-;-;1;-;-;-;2;-;-;-;-;3
"110092 CHUPINGUAIA";-;3;8;4;1;-;2;-;2;2;-;2;24
"110094 CUJUBIM";7;7;11;6;5;6;3;5;5;2;9;4;70
"110100 GOVERNADOR JORGE TEIXEIRA";1;1;4;-;1;3;2;-;1;-;1;-;14
"110110 ITAPUA DO OESTE";1;1;1;2;3;3;-;1;-;-;-;4;16
"110120 MINISTRO ANDREAZZA";1;-;1;1;1;-;-;1;3;1;3;1;13
"110130 MIRANTE DA SERRA";1;-;1;-;-;-;1;-;1;-;-;-;4
