2015
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";12;5;14;3;8;13;6;6;8;5;1;6;87
"110002 ARIQUEMES";57;61;59;51;70;52;45;66;57;52;59;69;698
"110003 CABIXI";-;1;2;1;-;-;-;-;-;-;2;1;7
"110004 CACOAL";72;87;98;86;83;69;98;92;86;58;68;59;956
"110005 CEREJEIRAS";-;2;10;5;3;4;2;6;3;10;9;6;60
"110006 COLORADO DO OESTE";3;6;6;5;4;7;9;7;14;16;8;18;103
"110007 CORUMBIARA";3;1;1;1;2;1;2;3;5;1;3;2;25
"110008 COSTA MARQUES";3;2;4;1;3;4;3;5;1;2;2;2;32
"110009 ESPIGAO D'OESTE";15;14;16;16;17;7;18;26;10;10;15;7;171
"110010 GUAJARA-MIRIM";21;31;24;23;19;24;17;35;25;38;36;34;327
"110011 JARU";28;25;27;24;26;25;36;30;30;23;21;15;310
"110012 JI-PARANA";89;95;94;68;95;108;100;135;107;96;130;67;1184
"110013 MACHADINHO D'OESTE";21;15;23;16;3;16;26;18;10;20;14;13;195
"110014 NOVA BRASILANDIA D'OESTE";2;2;7;4;13;3;4;4;1;5;8;7;60
"110015 OURO PRETO DO OESTE";6;15;8;7;10;5;10;6;6;5;8;6;92
"110018 PIMENTA BUENO";11;10;17;11;12;14;13;10;11;9;24;5;147
"110020 PORTO VELHO";285;272;332;318;333;264;256;261;300;314;261;232;3428
"110025 PRESIDENTE MEDICI";4;5;2;4;5;10;6;2;4;6;5;4;57
"110026 RIO CRESPO";3;3;3;7;-;1;7;3;2;6;1;2;38
"110028 ROLIM DE MOURA";7;17;25;29;23;21;25;24;17;15;14;19;236
"110029 SANTA LUZIA D'OESTE";-;-;1;1;2;2;-;2;1;-;2;-;11
"110030 VILHENA";47;57;71;61;69;40;68;58;62;66;51;49;699
"110032 SAO MIGUEL DO GUAPORE";3;5;7;3;5;2;1;2;6;6;2;2;44
"110033 NOVA MAMORE";11;7;7;9;17;8;7;11;11;15;15;14;132
"110034 ALVORADA D'OESTE";1;2;7;2;3;4;-;3;2;4;5;7;40
"110037 ALTO ALEGRE DOS PARECIS";2;-;1;3;3;-;1;7;2;2;1;1;23
"110040 ALTO PARAISO";1;3;-;3;2;2;2;1;1;8;2;-;25
"110045 BURITIS";53;33;34;27;32;41;29;38;26;28;47;40;428
"110050 NOVO HORIZONTE DO OESTE";1;2;-;1;-;-;-;-;1;-;-;1;6
"110060 CACAULANDIA";2;-;-;-;-;1;-;1;1;1;3;-;9
"110070 CAMPO NOVO DE RONDONIA";2;3;7;10;-;2;6;4;2;3;9;2;50
"110080 CANDEIAS DO JAMARI";8;10;16;10;22;13;9;8;10;9;11;6;132
"110090 CASTANHEIRAS";-;-;-;2;-;-;-;3;-;-;-;-;5
"110092 CHUPINGUAIA";-;12;11;4;1;-;5;-;3;3;1;4;44
"110094 CUJUBIM";7;10;14;12;7;11;6;12;6;7;15;6;113
"110100 GOVERNADOR JORGE TEIXEIRA";2;1;4;-;3;3;2;-;1;-;1;-;17
