2011
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisgestantebr.def
Syphilis in Pregnant Women
"Município de residência";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"120043 SANTA ROSA DO PURUS";-;4;9;4;4;4;4;6;1;3;2;4;2;47
"120045 SENADOR GUIOMARD";-;13;12;17;9;7;17;22;8;6;7;9;16;143
"120050 SENA MADUREIRA";-;11;12;11;9;7;15;13;11;10;15;15;17;146
"120060 TARAUACA";-;34;31;32;34;40;32;28;39;37;26;27;21;381
"120070 XAPURI";-;9;10;11;5;11;5;8;5;12;12;8;10;106
"120080 PORTO ACRE";-;8;9;15;8;18;13;21;12;9;11;11;12;147
"130002 ALVARAES";-;2;2;1;5;-;6;1;2;2;3;-;5;29
"130006 AMATURA";-;1;1;2;-;-;1;1;1;1;-;1;2;11
"130008 ANAMA";-;1;2;1;3;-;1;2;1;4;1;3;2;21
"130010 ANORI";-;1;5;7;3;4;3;4;3;1;3;2;5;41
"130014 APUI";-;-;2;-;3;1;3;1;1;1;2;2;-;16
"130020 ATALAIA DO NORTE";-;1;1;-;1;3;-;-;-;-;2;-;1;9
"130030 AUTAZES";-;8;4;6;12;8;9;2;5;7;9;2;2;74
"130040 BARCELOS";-;1;5;3;3;4;1;1;1;5;-;2;2;28
"130050 BARREIRINHA";-;5;3;-;6;3;3;9;7;2;6;3;1;48
"130060 BENJAMIN CONSTANT";-;5;5;4;11;8;7;9;5;4;6;8;6;78
"130063 BERURI";-;3;1;3;1;4;8;5;-;-;3;3;-;31
"130068 BOA VISTA DO RAMOS";-;-;-;5;5;1;1;1;-;-;3;4;1;21
"130070 BOCA DO ACRE";-;9;5;8;3;7;3;2;7;8;6;6;3;67
"130080 BORBA";-;8;8;7;3;11;8;8;14;7;9;4;9;96
"130083 CAAPIRANGA";-;2;1;3;-;1;2;-;2;1;-;1;-;13
"130090 CANUTAMA";-;1;2;1;2;-;1;1;5;2;2;4;-;21
"130100 CARAUARI";-;9;5;11;12;14;10;5;9;12;9;9;6;111
"130110 CAREIRO";-;8;5;14;3;6;9;8;9;2;9;7;12;92
"130115 CAREIRO DA VARZEA";-;1;4;3;2;-;1;1;1;-;3;1;1;18
"130120 COARI";-;23;15;20;17;16;26;19;14;16;16;21;15;218
"130130 CODAJAS";-;5;2;3;5;1;3;4;3;1;3;1;1;32
"130140 EIRUNEPE";-;8;12;8;10;7;9;11;9;12;5;6;8;105
"130150 ENVIRA";-;8;10;8;10;3;7;9;9;6;7;5;9;91
"130160 FONTE BOA";-;-;-;1;3;-;1;1;-;1;1;-;-;8
"130165 GUAJARA";-;2;2;8;2;4;1;1;1;6;4;4;3;38
"130170 HUMAITA";-;10;18;15;15;20;18;17;17;15;18;14;10;187
"130180 IPIXUNA";-;1;1;2;2;1;2;-;1;-;-;2;-;12
"130185 IRANDUBA";-;15;13;13;8;13;12;10;15;9;7;11;12;138
"130190 ITACOATIARA";-;21;17;24;19;22;18;14;15;18;11;11;17;207
"130195 ITAMARATI";-;-;-;4;-;-;-;-;3;-;-;-;1;8
"130200 ITAPIRANGA";-;1;4;1;3;1;1;1;-;2;2;1;2;19
"130210 JAPURA";-;-;-;1;2;2;1;4;-;5;-;1;2;18
"130220 JURUA";-;2;-;-;2;1;-;1;1;-;-;1;-;8
"130230 JUTAI";-;1;1;5;5;-;2;4;6;2;2;7;2;37
"130240 LABREA";-;8;8;11;8;7;9;14;5;13;11;7;10;111
"130250 MANACAPURU";-;13;15;21;11;27;27;19;24;14;12;8;17;208
"130255 MANAQUIRI";-;1;3;4;3;-;2;4;1;3;2;3;4;30
"130260 MANAUS";-;959;967;1104;962;1138;1038;986;971;873;891;842;914;11645
"130270 MANICORE";-;7;12;20;8;17;11;9;14;5;8;8;11;130
"130280 MARAA";-;3;2;1;5;7;4;3;6;2;3;5;1;42
"130290 MAUES";-;8;5;10;10;9;7;7;8;10;5;6;3;88
"130300 NHAMUNDA";-;-;2;2;1;2;1;1;-;1;-;-;2;12
"130310 NOVA OLINDA DO NORTE";-;10;5;14;16;8;2;9;4;6;10;5;8;97
"130320 NOVO AIRAO";-;3;4;5;3;2;4;5;5;2;1;1;-;35
"130330 NOVO ARIPUANA";-;11;7;1;2;1;6;4;3;4;3;1;2;45
"130340 PARINTINS";-;29;23;29;22;19;21;22;25;23;30;14;19;276
"130350 PAUINI";-;5;5;4;5;9;1;8;6;1;7;3;8;62
"130353 PRESIDENTE FIGUEIREDO";-;6;7;4;6;3;10;3;3;7;6;6;4;65
"130356 RIO PRETO DA EVA";-;5;9;5;4;8;4;9;5;5;5;4;4;67
"130360 SANTA ISABEL DO RIO NEGRO";-;3;2;3;4;3;3;1;-;2;1;-;1;23
"130370 SANTO ANTONIO DO ICA";-;2;6;6;5;2;4;2;4;3;3;4;2;43
"130380 SAO GABRIEL DA CACHOEIRA";-;2;5;5;3;5;3;5;4;2;4;3;2;43
"130390 SAO PAULO DE OLIVENCA";-;6;7;6;3;5;4;10;6;7;1;4;1;60
"130395 SAO SEBASTIAO DO UATUMA";-;2;-;-;-;5;-;1;-;3;4;-;1;16
"130400 SILVES";-;-;-;2;1;1;2;2;1;1;-;1;-;11
"130406 TABATINGA";-;17;18;11;15;18;22;18;19;13;26;23;11;211
"130410 TAPAUA";-;2;1;1;-;4;3;3;-;1;-;-;1;16
"130420 TEFE";-;16;24;21;19;29;16;19;15;12;6;12;10;199
"130423 TONANTINS";-;3;-;2;-;-;-;-;-;1;1;-;-;7
"130426 UARINI";-;1;-;2;-;1;1;2;1;1;3;2;1;15
"130430 URUCARA";-;1;2;1;-;1;2;2;1;-;3;2;-;15
"130440 URUCURITUBA";-;4;-;2;3;3;3;2;5;3;5;2;2;34
"140002 AMAJARI";-;4;3;1;1;2;-;2;1;1;2;2;-;19
"140005 ALTO ALEGRE";-;5;3;2;1;-;4;5;5;2;3;-;4;34
"140010 BOA VISTA";-;163;140;192;146;154;138;163;149;139;136;135;127;1782
"140015 BONFIM";-;3;5;4;5;1;4;-;3;1;2;1;-;29
"140017 CANTA";-;4;5;12;4;4;4;7;4;1;4;6;1;56
"140020 CARACARAI";-;16;13;16;11;8;9;14;9;4;11;1;8;120
"140023 CAROEBE";-;2;4;2;5;2;1;4;-;4;-;-;-;24
"140028 IRACEMA";-;3;2;1;1;2;4;-;-;1;2;1;-;17
"140030 MUCAJAI";-;3;-;6;4;7;7;7;7;6;7;8;5;67
"140040 NORMANDIA";-;1;4;3;3;-;-;2;2;1;3;2;-;21
"140045 PACARAIMA";-;13;6;8;11;9;12;9;13;5;10;5;13;114
"140047 RORAINOPOLIS";-;10;6;16;12;14;13;2;7;5;5;5;7;102
"140050 SAO JOAO DA BALIZA";-;1;2;2;1;1;-;-;1;2;-;2;1;13
"140060 SAO LUIZ";-;1;2;-;4;1;2;-;3;3;3;1;1;21
"140070 UIRAMUTA";-;-;2;3;-;2;-;-;-;2;4;1;-;14
"150010 ABAETETUBA";-;13;17;18;15;16;22;17;9;11;15;19;18;190
"150013 ABEL FIGUEIREDO";-;-;3;4;-;1;-;1;1;1;-;-;-;11
"150020 ACARA";-;15;17;8;11;9;17;6;12;11;5;7;9;127
"150030 AFUA";-;5;14;11;11;7;14;11;10;16;10;9;8;126
"150034 AGUA AZUL DO NORTE";-;-;6;7;3;4;4;1;2;2;-;-;1;30
"150040 ALENQUER";-;10;12;20;10;14;7;18;7;9;11;10;5;133
"150050 ALMEIRIM";-;3;-;1;1;4;2;6;5;2;2;-;1;27
"150060 ALTAMIRA";-;47;40;47;40;28;40;41;41;45;51;41;31;492
"150070 ANAJAS";-;6;6;10;9;4;11;13;4;4;8;4;6;85
"150080 ANANINDEUA";-;127;118;111;95;114;105;93;104;109;99;101;101;1277
"150085 ANAPU";-;12;10;16;15;14;10;6;6;16;7;15;5;132
"150090 AUGUSTO CORREA";-;15;9;4;15;10;17;15;7;15;12;14;4;137
"150095 AURORA DO PARA";-;3;4;5;7;7;1;5;3;4;5;5;-;49
"150100 AVEIRO";-;4;-;2;4;2;3;4;-;4;1;3;1;28
"150110 BAGRE";-;3;4;2;6;9;2;4;2;2;4;3;3;44
"150120 BAIAO";-;11;13;8;5;8;12;9;3;6;5;3;3;86
"150125 BANNACH";-;1;2;-;1;-;1;1;-;-;-;-;-;6
"150130 BARCARENA";-;38;37;41;37;39;37;24;25;21;30;24;23;376
"150140 BELEM";-;321;288;301;307;332;257;217;246;211;225;232;237;3174
"150145 BELTERRA";-;4;1;4;1;1;3;2;2;5;-;1;-;24
"150150 BENEVIDES";-;18;19;23;26;24;19;13;23;18;16;15;13;227
"150157 BOM JESUS DO TOCANTINS";-;1;-;8;6;7;2;1;3;2;2;4;1;37
"150160 BONITO";-;-;2;1;3;2;4;2;-;1;3;3;-;21
"150170 BRAGANCA";-;24;18;15;12;20;21;23;29;11;17;14;14;218
"150172 BRASIL NOVO";-;6;6;4;6;7;2;5;6;4;-;2;2;50
"150175 BREJO GRANDE DO ARAGUAIA";-;1;2;1;3;4;1;1;-;5;1;2;-;21
"150178 BREU BRANCO";-;9;7;10;9;9;8;7;6;8;8;5;4;90
"150180 BREVES";-;28;34;42;33;38;28;38;41;24;22;34;23;385
"150190 BUJARU";-;4;2;7;7;3;5;5;2;3;8;3;4;53
"150195 CACHOEIRA DO PIRIA";-;5;2;2;1;2;4;4;5;-;2;3;-;30
"150200 CACHOEIRA DO ARARI";-;4;-;2;2;1;2;5;1;1;2;2;2;24
"150210 CAMETA";-;29;33;33;29;26;29;21;23;19;21;19;18;300
"150215 CANAA DOS CARAJAS";-;19;21;20;20;19;21;19;22;23;12;28;20;244
"150220 CAPANEMA";-;8;5;10;7;11;10;8;8;6;8;9;5;95
"150230 CAPITAO POCO";-;6;3;3;3;5;3;6;5;2;2;3;5;46
"150240 CASTANHAL";-;31;30;29;25;33;39;32;29;40;31;31;31;381
"150250 CHAVES";-;3;2;2;6;2;5;1;1;1;2;1;1;27
"150260 COLARES";-;4;1;3;5;-;5;2;5;2;5;1;-;33
"150270 CONCEICAO DO ARAGUAIA";-;5;12;7;8;6;3;2;7;7;9;4;6;76
"150275 CONCORDIA DO PARA";-;7;5;10;6;4;5;2;5;7;3;3;4;61
"150276 CUMARU DO NORTE";-;1;1;-;-;1;-;2;1;-;-;-;2;8
"150277 CURIONOPOLIS";-;11;5;8;11;4;7;6;9;7;11;7;7;93
"150280 CURRALINHO";-;4;6;8;7;2;2;-;-;2;2;6;1;40
"150285 CURUA";-;-;-;3;2;1;1;1;-;1;5;1;-;15
"150290 CURUCA";-;3;4;8;4;5;9;5;9;4;8;7;12;78
"150293 DOM ELISEU";-;6;14;6;6;7;12;7;14;8;9;17;7;113
"150295 ELDORADO DOS CARAJAS";-;9;6;5;10;14;7;11;18;10;8;14;3;115
"150300 FARO";-;1;1;1;-;2;-;-;2;3;-;2;1;13
"150304 FLORESTA DO ARAGUAIA";-;6;6;8;4;5;4;2;6;5;3;3;3;55
"150307 GARRAFAO DO NORTE";-;1;3;-;-;3;4;3;3;4;5;2;-;28
"150309 GOIANESIA DO PARA";-;4;6;2;2;2;7;6;1;4;5;3;7;49
"150310 GURUPA";-;2;4;2;7;2;4;5;6;3;3;3;3;44
"150320 IGARAPE-ACU";-;8;10;4;8;3;5;10;8;10;6;4;2;78
"150330 IGARAPE-MIRI";-;7;4;8;7;6;4;2;2;9;7;9;5;70
"150340 INHANGAPI";-;1;2;1;2;3;1;1;1;3;1;2;1;19
"150345 IPIXUNA DO PARA";-;7;6;6;7;6;7;5;12;9;6;7;6;84
"150350 IRITUIA";-;12;5;6;4;9;7;10;7;7;9;4;6;86
"150360 ITAITUBA";-;95;90;89;95;85;82;84;78;72;83;86;71;1010
"150370 ITUPIRANGA";-;23;18;22;20;21;14;16;19;22;23;19;14;231
"150375 JACAREACANGA";-;10;6;9;7;4;5;5;7;11;3;5;4;76
"150380 JACUNDA";-;17;16;15;17;14;18;6;14;17;7;10;8;159
"150390 JURUTI";-;19;14;10;10;17;13;8;11;6;4;9;3;124
"150400 LIMOEIRO DO AJURU";-;4;4;6;11;5;4;3;5;4;9;9;4;68
"150405 MAE DO RIO";-;8;6;8;4;5;3;6;8;3;3;3;2;59
"150410 MAGALHAES BARATA";-;3;3;2;6;2;2;3;2;2;1;1;1;28
"150420 MARABA";-;202;151;153;142;191;186;171;201;159;199;157;118;2030
"150430 MARACANA";-;12;1;3;3;7;15;2;9;7;4;2;5;70
"150440 MARAPANIM";-;10;8;2;4;2;9;5;6;5;7;8;2;68
"150442 MARITUBA";-;45;38;52;43;44;39;37;41;44;40;41;34;498
"150445 MEDICILANDIA";-;7;7;11;7;8;8;8;4;1;2;7;1;71
"150450 MELGACO";-;4;-;3;5;2;1;1;5;2;3;1;3;30
"150460 MOCAJUBA";-;7;4;10;3;1;11;6;4;6;7;10;5;74
"150470 MOJU";-;40;15;18;25;37;36;26;19;24;22;33;26;321
"150475 MOJUI DOS CAMPOS";-;1;1;3;2;-;1;-;2;-;3;2;2;17
"150480 MONTE ALEGRE";-;8;10;24;11;12;12;9;15;7;10;12;8;138
"150490 MUANA";-;8;4;12;13;11;11;8;8;9;6;5;6;101
"150495 NOVA ESPERANCA DO PIRIA";-;2;3;2;4;2;-;7;5;2;1;1;3;32
"150497 NOVA IPIXUNA";-;5;4;5;4;3;4;4;6;2;6;2;4;49
"150500 NOVA TIMBOTEUA";-;2;1;1;-;-;-;1;2;-;1;-;1;9
"150503 NOVO PROGRESSO";-;16;24;21;17;27;15;21;18;26;16;10;18;229
"150506 NOVO REPARTIMENTO";-;10;11;19;11;16;11;8;8;6;6;7;7;120
"150510 OBIDOS";-;17;9;11;12;19;12;14;11;17;11;7;6;146
"150520 OEIRAS DO PARA";-;6;12;12;7;11;15;10;11;7;17;7;10;125
"150530 ORIXIMINA";-;12;19;20;17;10;16;24;17;17;19;20;8;199
"150540 OUREM";-;6;3;1;2;1;3;-;-;4;-;1;-;21
"150543 OURILANDIA DO NORTE";-;6;6;7;4;6;8;2;4;1;6;5;5;60
"150548 PACAJA";-;4;9;2;5;7;6;5;8;7;9;7;4;73
"150549 PALESTINA DO PARA";-;1;1;-;1;1;-;1;-;-;1;3;1;10
"150550 PARAGOMINAS";-;33;19;33;21;27;36;22;25;38;21;35;15;325
"150553 PARAUAPEBAS";-;98;101;112;109;99;91;88;81;100;80;84;65;1108
"150555 PAU D'ARCO";-;1;4;1;4;2;5;1;2;1;2;-;-;23
"150560 PEIXE-BOI";-;1;-;-;1;-;-;1;2;-;-;1;-;6
"150563 PICARRA";-;-;3;3;3;3;3;1;3;4;2;-;-;25
"150565 PLACAS";-;3;2;1;4;3;-;3;-;2;1;2;-;21
"150570 PONTA DE PEDRAS";-;10;8;3;4;8;6;3;3;5;5;5;5;65
"150580 PORTEL";-;13;16;24;16;22;16;13;13;6;20;14;9;182
"150590 PORTO DE MOZ";-;6;1;3;5;1;2;3;10;5;3;5;1;45
"150600 PRAINHA";-;6;9;10;9;11;4;9;12;11;13;8;6;108
"150610 PRIMAVERA";-;1;1;1;1;3;1;2;3;1;1;3;-;18
"150611 QUATIPURU";-;3;6;3;3;2;1;2;4;2;2;2;1;31
"150613 REDENCAO";-;16;13;23;10;23;21;23;20;24;23;14;16;226
"150616 RIO MARIA";-;3;4;5;11;5;2;1;6;7;7;5;2;58
"150618 RONDON DO PARA";-;5;6;5;3;5;5;7;2;6;4;6;4;58
"150619 RUROPOLIS";-;5;9;5;5;10;8;5;4;3;13;6;5;78
"150620 SALINOPOLIS";-;16;9;12;8;16;9;7;6;6;9;8;11;117
"150630 SALVATERRA";-;4;2;2;6;12;6;-;1;4;2;2;1;42
"150635 SANTA BARBARA DO PARA";-;7;4;4;4;9;6;7;4;6;3;4;3;61
"150640 SANTA CRUZ DO ARARI";-;2;1;2;-;1;2;3;-;-;1;-;-;12
"150650 SANTA IZABEL DO PARA";-;20;18;14;17;26;13;14;14;14;12;14;16;192
"150655 SANTA LUZIA DO PARA";-;4;4;1;2;5;5;8;5;5;5;5;2;51
"150658 SANTA MARIA DAS BARREIRAS";-;2;-;3;1;1;-;-;-;1;-;1;-;9
"150660 SANTA MARIA DO PARA";-;1;2;2;4;4;1;3;3;3;3;3;2;31
"150670 SANTANA DO ARAGUAIA";-;13;11;18;13;17;19;9;13;12;9;11;5;150
"150680 SANTAREM";-;104;78;94;90;87;93;85;108;98;74;79;76;1066
"150690 SANTAREM NOVO";-;-;-;1;2;4;1;-;-;1;1;1;-;11
"150700 SANTO ANTONIO DO TAUA";-;1;4;5;2;6;4;6;5;4;3;2;4;46
"150710 SAO CAETANO DE ODIVELAS";-;4;2;6;6;4;3;4;2;3;5;3;2;44
"150715 SAO DOMINGOS DO ARAGUAIA";-;3;6;4;6;5;3;5;5;7;6;6;4;60
"150720 SAO DOMINGOS DO CAPIM";-;6;2;1;5;7;9;3;2;10;8;3;6;62
"150730 SAO FELIX DO XINGU";-;39;17;28;24;28;16;18;32;14;30;25;18;289
"150740 SAO FRANCISCO DO PARA";-;-;1;2;3;3;4;5;1;2;4;1;3;29
"150745 SAO GERALDO DO ARAGUAIA";-;3;7;5;7;4;8;3;3;3;10;6;8;67
"150746 SAO JOAO DA PONTA";-;3;1;1;-;1;-;2;-;1;-;2;-;11
"150747 SAO JOAO DE PIRABAS";-;6;2;7;4;8;5;7;8;11;4;5;3;70
"150750 SAO JOAO DO ARAGUAIA";-;4;3;5;2;3;4;6;7;7;4;8;1;54
"150760 SAO MIGUEL DO GUAMA";-;11;12;12;15;7;17;9;11;7;10;11;6;128
"150770 SAO SEBASTIAO DA BOA VISTA";-;6;12;10;7;11;9;7;10;9;7;3;6;97
"150775 SAPUCAIA";-;3;5;4;5;2;4;3;3;2;1;-;4;36
"150780 SENADOR JOSE PORFIRIO";-;5;3;2;3;1;4;5;5;4;4;3;3;42
"150790 SOURE";-;10;13;3;7;3;3;5;5;3;2;-;6;60
"150795 TAILANDIA";-;37;55;45;35;51;34;30;40;45;42;33;32;479
"150796 TERRA ALTA";-;3;1;3;1;1;4;5;1;1;1;1;3;25
"150797 TERRA SANTA";-;5;3;5;8;9;9;6;6;5;3;7;3;69
"150800 TOME-ACU";-;11;20;24;12;21;23;17;29;23;16;10;18;224
"150803 TRACUATEUA";-;6;3;3;6;2;6;4;4;3;4;2;2;45
"150805 TRAIRAO";-;9;5;4;3;4;6;9;13;6;3;8;2;72
"150808 TUCUMA";-;13;7;10;6;10;11;6;4;10;10;5;6;98
"150810 TUCURUI";-;28;18;23;27;28;34;17;36;23;14;20;16;284
"150812 ULIANOPOLIS";-;5;10;8;9;12;6;7;4;4;4;3;5;77
"150815 URUARA";-;10;10;5;9;5;10;12;9;2;2;1;4;79
"150820 VIGIA";-;11;8;11;11;8;2;10;7;7;11;6;9;101
"150830 VISEU";-;3;6;5;2;4;4;5;3;8;1;5;2;48
"150835 VITORIA DO XINGU";-;4;6;7;5;10;8;1;9;10;9;5;3;77
"150840 XINGUARA";-;11;6;5;9;11;8;8;12;11;8;11;7;107
"160005 SERRA DO NAVIO";-;1;1;4;1;2;3;1;-;3;1;2;2;21
"160010 AMAPA";-;3;1;3;1;7;2;3;2;1;4;8;2;37
"160015 PEDRA BRANCA DO AMAPARI";-;2;3;3;2;1;3;5;2;-;3;2;2;28
"160020 CALCOENE";-;4;3;3;4;2;7;5;2;3;5;2;10;50
"160021 CUTIAS";-;2;-;1;1;2;2;-;-;-;1;1;1;11
"160023 FERREIRA GOMES";-;6;3;2;1;1;4;1;3;2;3;2;-;28
"160025 ITAUBAL";-;1;2;2;1;1;1;-;-;-;1;2;2;13
"160027 LARANJAL DO JARI";-;15;12;13;9;11;11;11;9;16;14;17;7;145
"160030 MACAPA";-;242;189;218;215;220;198;152;180;171;158;170;163;2276
"160040 MAZAGAO";-;6;11;5;7;5;6;6;4;11;4;2;3;70
"160050 OIAPOQUE";-;3;8;6;5;2;5;2;2;4;9;2;3;51
"160053 PORTO GRANDE";-;5;10;6;9;7;6;3;10;5;6;5;4;76
"160055 PRACUUBA";-;1;3;-;-;1;-;-;-;-;-;-;2;7
"160060 SANTANA";-;42;24;34;32;32;36;18;27;31;36;23;17;352
"160070 TARTARUGALZINHO";-;3;7;4;6;5;2;5;3;3;1;3;3;45
"160080 VITORIA DO JARI";-;5;2;5;-;6;2;2;4;5;9;2;1;43
"170025 ABREULANDIA";-;-;-;1;-;1;-;1;-;-;-;-;-;3
"170030 AGUIARNOPOLIS";-;-;-;1;1;-;1;-;-;-;1;4;-;8
"170035 ALIANCA DO TOCANTINS";-;-;2;1;-;-;1;-;1;1;-;1;1;8
"170040 ALMAS";-;-;-;1;-;1;-;1;-;1;-;1;-;5
"170070 ALVORADA";-;1;1;1;2;4;1;2;1;1;2;-;3;19
"170100 ANANAS";-;3;7;7;3;7;4;7;9;1;5;1;4;58
"170105 ANGICO";-;1;-;-;-;1;2;1;-;-;-;-;-;5
"170110 APARECIDA DO RIO NEGRO";-;1;2;4;2;2;1;1;1;2;3;3;1;23
"170130 ARAGOMINAS";-;1;1;-;-;-;-;1;2;2;-;1;2;10
"170190 ARAGUACEMA";-;-;-;2;2;-;2;1;3;2;-;2;2;16
"170200 ARAGUACU";-;2;-;-;2;3;2;-;3;1;-;3;-;16
"170210 ARAGUAINA";-;81;62;78;61;63;55;38;50;57;57;69;65;736
"170215 ARAGUANA";-;-;-;1;1;1;-;2;-;2;1;-;-;8
