2011
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 Alta Floresta D'Oeste";19;15;15;16;18;21;15;19;33;42;22;17;252
"110037 Alto Alegre dos Parecis";17;14;14;12;12;14;15;20;25;36;32;15;226
"110040 Alto Paraíso";6;5;8;8;12;11;18;12;5;8;13;3;109
"110034 Alvorada D'Oeste";8;6;3;6;6;2;7;4;10;14;11;5;82
"110002 Ariquemes";32;21;47;45;36;56;39;46;45;44;43;24;478
"110045 Buritis";20;23;26;18;20;8;11;17;27;34;29;23;256
"110003 Cabixi";13;6;6;3;3;1;4;9;4;4;6;4;63
"110060 Cacaulândia";7;1;6;6;7;5;4;7;8;7;4;5;67
"110004 Cacoal";35;27;37;35;35;34;51;56;56;59;58;39;522
"110070 Campo Novo de Rondônia";16;20;12;12;13;18;15;12;14;19;30;13;194
"110080 Candeias do Jamari";2;7;11;10;12;15;13;15;9;6;10;9;119
"110090 Castanheiras";5;3;9;7;3;7;7;7;8;5;1;8;70
"110005 Cerejeiras";8;8;12;4;9;9;5;11;13;8;6;3;96
"110092 Chupinguaia";8;7;16;16;24;22;45;55;36;22;20;8;279
"110006 Colorado do Oeste";9;9;8;7;4;5;9;15;17;14;14;17;128
"110007 Corumbiara";16;11;12;7;11;8;4;11;16;15;9;8;128
"110008 Costa Marques";21;11;12;17;36;31;31;39;25;19;13;12;267
"110094 Cujubim";36;24;42;35;35;31;34;33;21;34;22;34;381
"110009 Espigão D'Oeste";35;37;20;38;35;34;58;86;84;95;75;32;629
"110100 Governador Jorge Teixeira";12;7;10;6;6;12;9;9;13;11;10;10;115
"110010 Guajará-Mirim";11;16;16;16;25;19;29;33;19;33;12;12;241
"110110 Itapuã do Oeste";-;3;2;3;1;-;6;3;2;2;2;2;26
"110011 Jaru";21;15;20;13;14;13;20;18;15;25;15;16;205
"110012 Ji-Paraná";38;34;34;40;39;41;33;44;63;44;38;25;473
"110013 Machadinho D'Oeste";42;41;36;44;45;32;46;39;41;52;40;35;493
"110120 Ministro Andreazza";7;4;5;2;4;4;4;4;5;8;8;6;61
"110130 Mirante da Serra";10;5;4;-;6;2;10;17;9;9;11;3;86
"110140 Monte Negro";6;20;7;7;12;7;9;9;15;15;17;10;134
"110014 Nova Brasilândia D'Oeste";21;11;17;5;10;6;6;6;7;17;11;20;137
"110033 Nova Mamoré";25;21;24;36;33;29;33;41;26;33;28;19;348
"110143 Nova União";7;2;1;2;-;-;5;1;1;4;-;1;24
"110050 Novo Horizonte do Oeste";10;2;8;4;4;3;7;3;6;12;18;7;84
"110015 Ouro Preto do Oeste";8;9;4;5;4;7;11;7;6;5;8;10;84
"110145 Parecis";6;9;6;13;10;8;10;18;28;24;24;8;164
"110018 Pimenta Bueno";18;21;28;30;45;49;57;71;76;37;43;23;498
"110146 Pimenteiras do Oeste";-;2;-;2;2;-;1;3;2;-;2;1;15
"110020 Porto Velho";68;82;117;111;192;142;143;162;130;155;110;80;1492
"110025 Presidente Médici";6;6;12;3;4;7;3;6;9;7;15;7;85
