2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisgestantebr.def
Syphilis in Pregnant Women
"Município de residência";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110032 SAO MIGUEL DO GUAPORE";-;4;4;2;4;1;-;-;-;-;2;1;-;18
"110033 NOVA MAMORE";-;4;3;1;3;3;3;-;1;1;2;-;1;22
"110034 ALVORADA D'OESTE";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"110040 ALTO PARAISO";-;-;2;-;-;1;-;-;-;-;1;-;-;4
"110045 BURITIS";-;6;2;5;3;2;-;2;6;3;5;1;1;36
"110060 CACAULANDIA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"110070 CAMPO NOVO DE RONDONIA";-;1;-;-;-;-;1;-;-;-;-;-;-;2
"110080 CANDEIAS DO JAMARI";-;-;2;1;3;5;5;2;-;1;1;2;1;23
"110090 CASTANHEIRAS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"110092 CHUPINGUAIA";-;2;2;2;2;2;-;-;1;-;-;1;-;12
"110094 CUJUBIM";-;1;1;1;-;1;1;2;2;1;1;4;2;17
"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"110110 ITAPUA DO OESTE";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"110120 MINISTRO ANDREAZZA";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"110130 MIRANTE DA SERRA";-;-;1;-;1;1;-;-;1;-;-;-;-;4
"110140 MONTE NEGRO";-;1;1;-;1;2;1;1;1;-;1;-;-;9
"110146 PIMENTEIRAS DO OESTE";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"110149 SAO FRANCISCO DO GUAPORE";-;1;1;1;2;1;1;2;2;1;-;-;-;12
"110150 SERINGUEIRAS";-;-;-;1;-;1;1;1;-;-;-;-;2;6
"110155 TEIXEIROPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"110160 THEOBROMA";-;2;1;-;-;-;-;-;-;-;-;-;-;3
"110170 URUPA";-;-;-;-;2;-;-;-;-;-;-;-;1;3
"110175 VALE DO ANARI";-;-;1;-;-;1;1;-;-;-;-;-;-;3
"120001 ACRELANDIA";-;3;1;2;1;2;-;1;-;1;-;-;-;11
"120005 ASSIS BRASIL";-;1;1;3;-;-;-;1;1;1;2;-;-;10
"120010 BRASILEIA";-;1;2;6;8;5;5;1;3;-;3;1;2;37
"120013 BUJARI";-;4;4;2;4;-;1;1;4;2;2;-;1;25
"120017 CAPIXABA";-;-;2;5;1;2;-;-;-;1;-;1;-;12
"120020 CRUZEIRO DO SUL";-;9;11;12;13;5;17;4;7;4;6;9;5;102
"120025 EPITACIOLANDIA";-;1;3;-;2;-;1;-;-;-;2;1;-;10
"120030 FEIJO";-;2;5;6;2;2;5;3;-;5;-;2;4;36
"120032 JORDAO";-;1;-;1;1;-;-;-;-;-;1;1;-;5
"120033 MANCIO LIMA";-;-;1;1;1;2;2;-;1;-;1;-;-;9
"120034 MANOEL URBANO";-;-;1;4;-;-;-;-;-;-;1;1;1;8
"120035 MARECHAL THAUMATURGO";-;-;-;-;1;-;-;-;-;-;-;-;1;2
"120038 PLACIDO DE CASTRO";-;2;4;3;1;2;3;-;-;2;-;1;-;18
"120039 PORTO WALTER";-;1;-;2;1;-;-;-;-;-;-;2;-;6
"120040 RIO BRANCO";-;32;56;53;45;54;62;23;18;23;30;27;29;452
"120042 RODRIGUES ALVES";-;-;-;3;2;-;-;1;1;-;-;-;-;7
"120043 SANTA ROSA DO PURUS";-;2;1;-;1;-;-;-;-;-;-;-;1;5
"120045 SENADOR GUIOMARD";-;3;3;3;-;-;3;3;-;-;-;1;2;18
"120050 SENA MADUREIRA";-;4;3;3;1;3;2;2;1;-;2;4;2;27
"120060 TARAUACA";-;1;9;12;7;10;9;3;5;6;1;6;3;72
"120070 XAPURI";-;3;5;3;2;4;1;-;-;2;1;-;1;22
"120080 PORTO ACRE";-;3;2;3;1;4;3;4;3;2;1;2;1;29
"130002 ALVARAES";-;-;-;1;1;-;4;-;-;-;-;-;2;8
"130008 ANAMA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"130010 ANORI";-;-;-;-;-;1;1;1;-;-;-;-;3;6
"130014 APUI";-;-;1;-;3;-;-;-;-;-;1;-;-;5
"130020 ATALAIA DO NORTE";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"130030 AUTAZES";-;3;1;3;8;2;1;1;2;1;1;-;-;23
"130040 BARCELOS";-;-;-;1;-;-;-;-;-;-;-;1;-;2
"130050 BARREIRINHA";-;-;2;-;1;-;2;1;1;-;-;-;-;7
"130060 BENJAMIN CONSTANT";-;1;2;1;3;1;1;1;-;-;1;-;-;11
"130063 BERURI";-;1;-;-;-;1;-;2;-;-;-;1;-;5
"130068 BOA VISTA DO RAMOS";-;-;-;2;-;1;-;-;-;-;-;2;-;5
"130070 BOCA DO ACRE";-;3;4;6;-;5;-;-;-;2;1;-;-;21
"130080 BORBA";-;1;2;2;-;4;1;1;3;1;1;1;2;19
"130083 CAAPIRANGA";-;1;1;1;-;-;-;-;-;-;-;-;-;3
"130090 CANUTAMA";-;-;2;-;1;-;-;-;1;-;-;-;-;4
"130100 CARAUARI";-;2;4;2;2;2;3;-;-;-;-;-;-;15
"130110 CAREIRO";-;-;-;6;-;1;2;-;-;-;-;2;3;14
"130115 CAREIRO DA VARZEA";-;1;-;1;-;-;-;-;-;-;-;1;-;3
"130120 COARI";-;3;2;4;5;1;-;1;-;1;3;7;1;28
"130130 CODAJAS";-;-;-;3;1;1;1;-;1;-;-;1;-;8
"130140 EIRUNEPE";-;3;2;4;1;5;2;-;1;1;1;-;2;22
"130150 ENVIRA";-;3;-;7;2;-;2;3;2;2;1;1;2;25
"130165 GUAJARA";-;-;-;4;-;2;1;1;-;-;-;-;1;9
"130170 HUMAITA";-;4;2;1;4;5;5;1;5;2;3;4;1;37
"130180 IPIXUNA";-;-;-;2;1;-;1;-;1;-;-;-;-;5
"130185 IRANDUBA";-;3;5;4;2;1;2;2;-;-;-;1;3;23
"130190 ITACOATIARA";-;3;5;7;2;3;4;3;2;3;2;-;3;37
"130195 ITAMARATI";-;-;-;1;-;-;-;-;2;-;-;-;1;4
"130200 ITAPIRANGA";-;1;1;-;1;-;-;-;-;-;1;1;1;6
"130210 JAPURA";-;-;-;1;1;2;1;2;-;1;-;1;1;10
"130220 JURUA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"130230 JUTAI";-;-;-;1;1;-;-;1;1;-;-;1;-;5
"130240 LABREA";-;2;2;6;3;2;5;2;-;3;6;5;6;42
"130250 MANACAPURU";-;6;2;5;8;11;11;1;3;4;1;-;6;58
"130255 MANAQUIRI";-;1;-;2;-;-;2;-;-;1;-;-;-;6
"130260 MANAUS";-;255;259;321;246;301;239;140;124;104;97;126;148;2360
"130270 MANICORE";-;5;4;9;3;8;4;2;6;2;1;2;2;48
"130280 MARAA";-;1;-;-;-;-;1;-;-;-;-;-;-;2
"130290 MAUES";-;-;1;1;2;1;1;-;1;1;-;-;-;8
"130300 NHAMUNDA";-;-;2;2;1;2;1;-;-;-;-;-;1;9
"130310 NOVA OLINDA DO NORTE";-;4;-;5;2;3;-;-;-;1;3;-;2;20
"130320 NOVO AIRAO";-;-;2;-;-;-;1;1;1;-;-;-;-;5
"130330 NOVO ARIPUANA";-;-;1;-;1;-;1;-;1;-;1;-;-;5
"130340 PARINTINS";-;7;6;13;6;7;3;5;6;5;12;3;4;77
"130350 PAUINI";-;2;1;3;1;2;1;-;-;-;1;1;4;16
"130353 PRESIDENTE FIGUEIREDO";-;2;1;1;1;-;3;1;-;3;1;1;-;14
"130356 RIO PRETO DA EVA";-;2;2;2;1;2;-;2;2;-;1;-;1;15
"130360 SANTA ISABEL DO RIO NEGRO";-;2;-;1;2;-;2;-;-;-;-;-;1;8
"130370 SANTO ANTONIO DO ICA";-;-;-;1;1;1;2;-;-;-;-;-;1;6
"130380 SAO GABRIEL DA CACHOEIRA";-;1;-;2;-;1;-;-;-;1;-;-;1;6
"130390 SAO PAULO DE OLIVENCA";-;2;1;-;2;1;-;3;-;1;-;-;-;10
"130395 SAO SEBASTIAO DO UATUMA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"130400 SILVES";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"130406 TABATINGA";-;1;1;1;-;2;3;3;2;-;-;1;-;14
"130410 TAPAUA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"130420 TEFE";-;7;8;5;6;10;6;3;1;1;1;2;2;52
"130426 UARINI";-;1;-;-;-;1;-;-;-;-;2;-;1;5
"130430 URUCARA";-;-;-;1;-;-;1;1;-;-;-;-;-;3
"130440 URUCURITUBA";-;1;-;1;-;-;-;-;1;-;-;1;-;4
"140002 AMAJARI";-;2;-;-;-;-;-;1;-;1;-;-;-;4
"140005 ALTO ALEGRE";-;-;1;-;-;-;-;1;1;-;-;-;-;3
"140010 BOA VISTA";-;57;51;61;40;50;25;33;38;37;34;30;35;491
"140015 BONFIM";-;2;-;-;1;-;3;-;2;-;1;-;-;9
"140017 CANTA";-;1;3;4;1;1;2;1;-;-;2;3;-;18
"140020 CARACARAI";-;7;3;4;2;4;-;-;1;1;1;1;1;25
"140023 CAROEBE";-;1;1;-;1;1;-;1;-;-;-;-;-;5
"140028 IRACEMA";-;2;-;-;1;-;1;-;-;1;-;-;-;5
"140030 MUCAJAI";-;1;-;1;1;2;2;1;1;3;3;-;1;16
"140040 NORMANDIA";-;-;1;-;1;-;-;-;-;-;1;-;-;3
"140045 PACARAIMA";-;8;4;6;9;6;7;-;8;1;3;3;4;59
"140047 RORAINOPOLIS";-;6;1;6;7;3;4;-;2;-;-;1;4;34
"140050 SAO JOAO DA BALIZA";-;1;1;1;-;1;-;-;-;1;-;1;-;6
"140060 SAO LUIZ";-;-;2;-;2;-;2;-;1;-;-;1;1;9
"140070 UIRAMUTA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"150010 ABAETETUBA";-;4;6;5;5;6;6;2;-;2;3;2;5;46
"150013 ABEL FIGUEIREDO";-;-;1;1;-;-;-;-;-;1;-;-;-;3
"150020 ACARA";-;7;7;2;6;2;2;-;1;2;2;2;1;34
"150030 AFUA";-;2;3;3;4;1;3;1;-;2;2;1;-;22
"150034 AGUA AZUL DO NORTE";-;-;2;2;1;-;1;-;-;-;-;-;-;6
"150040 ALENQUER";-;1;-;6;-;-;-;1;-;1;-;1;-;10
"150050 ALMEIRIM";-;1;-;1;1;-;-;-;1;1;1;-;-;6
"150060 ALTAMIRA";-;5;5;5;7;5;3;4;3;3;8;4;2;54
"150070 ANAJAS";-;4;1;7;6;1;4;3;3;1;2;1;4;37
"150080 ANANINDEUA";-;35;47;36;24;25;18;16;17;21;17;20;20;296
"150085 ANAPU";-;6;1;6;6;5;4;2;1;5;-;4;3;43
"150090 AUGUSTO CORREA";-;4;2;2;5;3;-;-;1;4;1;1;3;26
"150095 AURORA DO PARA";-;-;1;-;1;2;-;1;-;1;-;1;-;7
"150100 AVEIRO";-;1;-;-;-;1;2;-;-;-;-;-;-;4
"150110 BAGRE";-;1;2;1;1;3;1;1;-;1;1;1;1;14
"150120 BAIAO";-;2;2;2;1;3;5;-;-;1;1;-;2;19
"150125 BANNACH";-;1;1;-;-;-;1;-;-;-;-;-;-;3
"150130 BARCARENA";-;9;10;17;15;22;6;6;4;4;6;6;8;113
"150140 BELEM";-;132;90;130;114;97;60;48;56;49;59;57;71;963
"150145 BELTERRA";-;1;-;-;-;-;-;-;-;2;-;-;-;3
"150150 BENEVIDES";-;5;7;12;8;10;5;-;5;7;1;3;1;64
"150157 BOM JESUS DO TOCANTINS";-;-;-;-;2;-;-;-;-;-;-;1;-;3
"150160 BONITO";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"150170 BRAGANCA";-;6;7;3;2;6;4;3;7;3;3;2;-;46
"150172 BRASIL NOVO";-;5;2;1;1;2;1;1;2;1;-;-;-;16
"150175 BREJO GRANDE DO ARAGUAIA";-;1;2;-;1;2;1;-;-;2;1;-;-;10
"150178 BREU BRANCO";-;3;2;2;2;7;3;1;2;-;-;2;1;25
"150180 BREVES";-;12;12;14;7;18;5;8;13;7;5;7;3;111
"150190 BUJARU";-;2;2;4;4;2;2;1;-;1;4;2;1;25
"150195 CACHOEIRA DO PIRIA";-;4;-;-;-;1;-;1;2;-;1;1;-;10
"150200 CACHOEIRA DO ARARI";-;-;-;1;2;1;-;-;-;1;1;-;-;6
"150210 CAMETA";-;7;7;6;6;7;4;1;5;1;3;6;3;56
"150215 CANAA DOS CARAJAS";-;6;9;9;9;8;11;2;6;11;6;8;8;93
"150220 CAPANEMA";-;1;3;4;-;3;2;1;1;-;1;2;-;18
"150230 CAPITAO POCO";-;4;2;2;2;2;1;-;1;2;-;-;2;18
"150240 CASTANHAL";-;13;11;10;5;13;14;8;7;9;11;7;12;120
"150250 CHAVES";-;2;1;2;1;-;2;-;1;-;-;-;1;10
"150260 COLARES";-;1;-;-;-;-;2;-;-;-;-;-;-;3
"150270 CONCEICAO DO ARAGUAIA";-;-;3;1;-;-;-;-;1;-;2;-;2;9
"150275 CONCORDIA DO PARA";-;-;1;1;1;-;1;1;1;1;1;1;1;10
"150276 CUMARU DO NORTE";-;-;-;-;-;1;-;-;-;-;-;-;1;2
"150277 CURIONOPOLIS";-;4;-;-;5;1;3;2;-;-;-;1;1;17
"150280 CURRALINHO";-;2;4;4;5;2;2;-;-;2;1;-;-;22
"150285 CURUA";-;-;-;-;-;-;-;-;-;1;2;-;-;3
"150290 CURUCA";-;1;1;1;2;1;1;-;-;2;3;1;3;16
"150293 DOM ELISEU";-;1;2;2;1;4;4;1;-;-;1;3;-;19
"150295 ELDORADO DOS CARAJAS";-;2;-;1;2;4;2;3;5;2;1;1;-;23
"150300 FARO";-;1;1;1;-;2;-;-;-;1;-;1;1;8
"150304 FLORESTA DO ARAGUAIA";-;4;2;4;-;-;1;-;2;-;1;-;1;15
"150307 GARRAFAO DO NORTE";-;1;1;-;-;-;2;-;-;-;-;2;-;6
"150309 GOIANESIA DO PARA";-;2;2;-;-;1;5;2;1;2;-;-;2;17
"150310 GURUPA";-;1;2;-;2;1;-;2;1;1;-;1;1;12
"150320 IGARAPE-ACU";-;-;2;-;2;1;2;-;1;-;1;-;1;10
"150330 IGARAPE-MIRI";-;2;-;2;-;2;-;-;-;1;1;1;1;10
"150340 INHANGAPI";-;-;1;-;1;1;-;-;-;-;-;1;-;4
"150345 IPIXUNA DO PARA";-;1;3;2;-;2;1;-;2;3;2;-;1;17
"150350 IRITUIA";-;4;2;-;-;2;1;2;-;2;-;-;-;13
"150360 ITAITUBA";-;23;18;15;7;19;17;9;13;5;9;8;14;157
"150370 ITUPIRANGA";-;2;3;4;2;3;3;-;-;2;2;1;2;24
"150375 JACAREACANGA";-;4;-;2;-;1;-;1;3;-;1;1;1;14
"150380 JACUNDA";-;5;3;3;5;1;3;-;1;3;-;1;1;26
"150390 JURUTI";-;8;7;6;2;3;3;3;3;1;1;2;1;40
"150400 LIMOEIRO DO AJURU";-;-;-;3;7;1;3;1;1;1;-;-;-;17
"150405 MAE DO RIO";-;-;-;2;-;1;-;-;1;1;-;-;1;6
"150410 MAGALHAES BARATA";-;3;1;1;2;-;1;-;-;-;-;-;1;9
"150420 MARABA";-;40;14;29;29;39;30;18;17;25;28;10;13;292
"150430 MARACANA";-;7;-;1;-;1;3;-;-;4;1;1;1;19
"150440 MARAPANIM";-;2;1;-;2;-;-;1;-;-;1;1;-;8
"150442 MARITUBA";-;18;10;24;12;7;14;7;11;7;7;6;12;135
"150445 MEDICILANDIA";-;-;4;2;6;1;1;4;2;1;-;1;-;22
"150450 MELGACO";-;3;-;2;2;-;-;-;1;1;1;1;1;12
"150460 MOCAJUBA";-;2;-;2;-;-;2;-;1;-;2;2;-;11
"150470 MOJU";-;6;2;1;8;4;2;4;2;-;1;4;7;41
"150475 MOJUI DOS CAMPOS";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"150480 MONTE ALEGRE";-;2;4;3;3;1;1;2;2;1;-;1;2;22
"150490 MUANA";-;5;1;2;1;2;2;1;-;2;-;-;4;20
"150495 NOVA ESPERANCA DO PIRIA";-;1;-;-;1;2;-;1;1;-;-;-;-;6
"150497 NOVA IPIXUNA";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"150500 NOVA TIMBOTEUA";-;-;1;-;-;-;-;-;-;-;1;-;-;2
"150503 NOVO PROGRESSO";-;2;4;7;4;6;1;4;-;5;3;1;2;39
"150506 NOVO REPARTIMENTO";-;4;1;8;5;7;6;2;3;1;1;2;3;43
"150510 OBIDOS";-;4;-;2;1;4;3;-;1;1;1;-;-;17
"150520 OEIRAS DO PARA";-;1;2;2;1;3;2;4;1;-;1;1;2;20
"150530 ORIXIMINA";-;-;2;5;1;3;5;3;1;1;3;-;1;25
"150540 OUREM";-;1;1;-;-;-;-;-;-;1;-;-;-;3
"150543 OURILANDIA DO NORTE";-;5;1;2;2;2;2;-;1;-;3;1;-;19
"150548 PACAJA";-;1;5;1;2;5;3;-;2;2;2;3;-;26
"150549 PALESTINA DO PARA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"150550 PARAGOMINAS";-;12;4;8;5;6;10;6;8;9;2;3;4;77
"150553 PARAUAPEBAS";-;29;24;32;17;33;31;13;23;22;18;18;22;282
"150555 PAU D'ARCO";-;-;2;-;1;-;2;-;1;-;-;-;-;6
"150560 PEIXE-BOI";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"150563 PICARRA";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"150565 PLACAS";-;-;1;-;2;-;-;3;-;1;1;-;-;8
"150570 PONTA DE PEDRAS";-;3;3;1;1;2;2;1;-;-;2;2;3;20
"150580 PORTEL";-;9;6;14;7;6;8;2;5;1;4;4;4;70
"150590 PORTO DE MOZ";-;-;-;-;1;-;-;-;1;-;-;1;-;3
"150600 PRAINHA";-;1;-;-;1;3;1;1;1;-;-;-;-;8
"150610 PRIMAVERA";-;-;-;-;-;1;-;-;1;-;-;1;-;3
"150611 QUATIPURU";-;-;2;2;1;2;-;1;1;-;1;-;-;10
"150613 REDENCAO";-;7;8;9;3;4;6;6;7;8;10;6;10;84
"150616 RIO MARIA";-;1;1;1;2;3;-;-;1;2;1;-;-;12
"150618 RONDON DO PARA";-;-;2;1;1;3;-;1;1;1;2;-;1;13
"150619 RUROPOLIS";-;3;3;1;1;3;-;-;-;-;1;-;1;13
"150620 SALINOPOLIS";-;5;-;4;1;6;2;-;1;1;1;3;-;24
"150630 SALVATERRA";-;2;-;-;3;3;1;-;-;1;1;1;-;12
"150635 SANTA BARBARA DO PARA";-;1;2;2;-;4;1;2;2;1;-;3;-;18
"150640 SANTA CRUZ DO ARARI";-;1;1;1;-;1;-;-;-;-;-;-;-;4
"150650 SANTA IZABEL DO PARA";-;11;6;5;8;9;3;-;-;3;5;5;6;61
"150655 SANTA LUZIA DO PARA";-;-;1;-;2;1;-;-;1;3;1;-;-;9
"150658 SANTA MARIA DAS BARREIRAS";-;1;-;1;-;-;-;-;-;1;-;-;-;3
"150660 SANTA MARIA DO PARA";-;-;-;1;2;2;1;1;-;2;2;-;-;11
"150670 SANTANA DO ARAGUAIA";-;7;4;4;-;5;7;5;2;5;1;3;2;45
"150680 SANTAREM";-;12;17;6;10;9;7;5;15;13;6;6;10;116
"150690 SANTAREM NOVO";-;-;-;-;1;1;1;-;-;-;-;-;-;3
"150700 SANTO ANTONIO DO TAUA";-;1;2;1;-;1;1;1;2;-;-;-;-;9
"150710 SAO CAETANO DE ODIVELAS";-;2;1;4;1;2;1;1;1;-;-;1;-;14
"150715 SAO DOMINGOS DO ARAGUAIA";-;-;-;2;1;-;1;-;-;2;-;2;1;9
"150720 SAO DOMINGOS DO CAPIM";-;1;1;-;1;2;2;-;-;-;1;-;-;8
"150730 SAO FELIX DO XINGU";-;21;12;12;8;19;5;7;13;6;7;9;4;123
"150740 SAO FRANCISCO DO PARA";-;-;-;-;1;1;2;2;-;-;1;-;3;10
"150745 SAO GERALDO DO ARAGUAIA";-;-;3;1;1;1;3;-;1;1;-;-;1;12
"150746 SAO JOAO DA PONTA";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"150747 SAO JOAO DE PIRABAS";-;3;1;1;1;5;2;1;-;2;1;2;2;21
"150750 SAO JOAO DO ARAGUAIA";-;2;1;2;1;-;-;1;1;-;-;2;-;10
"150760 SAO MIGUEL DO GUAMA";-;2;5;5;4;1;6;2;3;-;4;4;1;37
"150770 SAO SEBASTIAO DA BOA VISTA";-;2;3;3;2;2;4;-;2;-;-;1;-;19
"150775 SAPUCAIA";-;-;-;2;1;-;-;1;1;-;-;-;2;7
"150780 SENADOR JOSE PORFIRIO";-;1;-;-;-;-;2;-;-;-;1;-;-;4
"150790 SOURE";-;3;1;1;2;-;2;-;-;-;-;-;2;11
"150795 TAILANDIA";-;16;18;13;8;12;8;6;11;8;10;6;5;121
"150796 TERRA ALTA";-;-;-;-;-;-;-;1;1;1;-;-;-;3
"150797 TERRA SANTA";-;1;-;2;-;4;4;-;3;1;-;-;1;16
"150800 TOME-ACU";-;4;4;3;-;5;4;-;4;4;4;1;1;34
"150803 TRACUATEUA";-;1;-;-;1;-;3;-;1;-;-;1;1;8
"150805 TRAIRAO";-;2;-;-;1;1;4;3;-;3;1;4;1;20
"150808 TUCUMA";-;9;5;6;3;4;6;3;3;6;6;2;3;56
"150810 TUCURUI";-;6;3;7;5;4;8;3;3;1;3;1;-;44
"150812 ULIANOPOLIS";-;-;1;1;1;1;3;1;-;-;-;-;-;8
"150815 URUARA";-;2;3;2;2;1;3;2;3;-;-;-;-;18
"150820 VIGIA";-;2;1;5;2;1;-;4;2;-;3;-;1;21
"150830 VISEU";-;-;-;-;-;-;-;1;-;1;-;1;-;3
"150835 VITORIA DO XINGU";-;-;1;1;2;2;-;-;1;-;2;1;-;10
"150840 XINGUARA";-;5;2;1;1;2;-;1;1;1;1;1;1;17
"160005 SERRA DO NAVIO";-;-;1;-;-;-;-;-;-;1;-;1;-;3
"160010 AMAPA";-;1;-;-;1;2;-;-;-;-;-;-;-;4
"160015 PEDRA BRANCA DO AMAPARI";-;-;-;-;1;-;1;-;-;-;-;1;-;3
"160020 CALCOENE";-;-;1;-;-;1;3;-;-;-;-;-;3;8
"160021 CUTIAS";-;1;-;-;-;1;-;-;-;-;-;-;-;2
"160023 FERREIRA GOMES";-;1;-;1;-;-;2;-;-;1;-;-;-;5
"160025 ITAUBAL";-;1;2;-;-;-;-;-;-;-;1;-;1;5
"160027 LARANJAL DO JARI";-;2;2;2;4;3;2;-;-;-;-;4;-;19
"160030 MACAPA";-;102;76;74;63;74;54;26;41;30;28;30;38;636
"160040 MAZAGAO";-;3;1;1;1;2;4;1;2;1;-;-;-;16
"160050 OIAPOQUE";-;1;2;2;3;-;1;-;1;-;1;1;-;12
"160053 PORTO GRANDE";-;3;4;1;2;5;2;2;2;1;3;1;2;28
"160055 PRACUUBA";-;-;2;-;-;1;-;-;-;-;-;-;-;3
"160060 SANTANA";-;16;12;11;10;10;13;3;3;5;1;3;2;89
"160070 TARTARUGALZINHO";-;3;1;2;2;-;-;-;-;-;-;1;2;11
"160080 VITORIA DO JARI";-;1;1;1;-;2;-;1;1;1;-;-;-;8
"170025 ABREULANDIA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"170030 AGUIARNOPOLIS";-;-;-;-;1;-;1;-;-;-;1;1;-;4
"170035 ALIANCA DO TOCANTINS";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"170070 ALVORADA";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"170100 ANANAS";-;-;-;1;2;1;-;1;1;-;-;-;3;9
"170105 ANGICO";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"170110 APARECIDA DO RIO NEGRO";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"170130 ARAGOMINAS";-;1;-;-;-;-;-;-;-;1;-;-;1;3
"170190 ARAGUACEMA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"170200 ARAGUACU";-;-;-;-;-;-;-;-;1;-;-;1;-;2
"170210 ARAGUAINA";-;26;17;27;21;26;15;4;13;7;8;13;8;185
"170220 ARAGUATINS";-;2;5;3;3;2;1;-;1;-;-;1;1;19
"170230 ARAPOEMA";-;1;1;-;1;1;-;-;-;-;1;1;-;6
"170240 ARRAIAS";-;-;-;2;1;3;1;1;-;-;-;1;-;9
"170255 AUGUSTINOPOLIS";-;4;3;5;3;7;7;5;3;5;1;3;1;47
"170290 AXIXA DO TOCANTINS";-;1;-;2;1;-;1;-;1;-;1;-;1;8
"170300 BABACULANDIA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"170305 BANDEIRANTES DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;1;-;-;2
"170307 BARRA DO OURO";-;-;1;-;1;1;-;-;1;-;1;-;-;5
"170310 BARROLANDIA";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"170320 BERNARDO SAYAO";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"170330 BOM JESUS DO TOCANTINS";-;2;2;2;1;-;1;-;-;1;-;-;1;10
"170360 BRASILANDIA DO TOCANTINS";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"170370 BREJINHO DE NAZARE";-;1;1;1;1;2;-;-;-;1;-;1;-;8
